event_id,nom_equipement,commune,nom_evenement,categorie_evenement,date_heure_evenement,capacite_stade,billets_vendus_grand_public,billets_vip_hospitalite_vendus,taux_remplissage_pct,recette_billetterie_brute_eur
EVT-STADE-2025-0465,LDLC Arena,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-06-07 15:00:00,15000,7852,1238,60.6,662840.0
EVT-STADE-2025-0466,Stade Pierre-Mauroy,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-05-19 21:00:00,35000,19418,2037,61.3,2159780.0
EVT-STADE-2025-0467,Arena du Pays d'Aix,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-04-02 18:00:00,42000,22377,3159,60.8,1461060.0
EVT-STADE-2025-0468,Stade de France,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-12-08 20:00:00,80000,61634,10526,90.2,5405030.0
EVT-STADE-2025-0469,Complexe Mangin-Beaulieu,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-08-21 20:00:00,80000,44863,7216,65.1,3149890.0
EVT-STADE-2025-0470,Complexe Sportif de Marcq,Lille,Tournoi National Jeunes - Lille,Tournoi Jeunes,2025-05-09 15:00:00,80000,45619,4941,63.2,2603820.0
EVT-STADE-2025-0471,Arena du Pays d'Aix,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-01-22 21:00:00,42000,23610,3438,64.4,1567800.0
EVT-STADE-2025-0472,Matmut Atlantique,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-12-25 21:00:00,35000,26854,3141,85.7,1590870.0
EVT-STADE-2025-0473,Accor Arena,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-07-20 18:00:00,25000,16267,2783,76.2,1183760.0
EVT-STADE-2025-0474,Groupama Stadium,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-09-28 18:00:00,35000,29372,3773,94.7,2264990.0
EVT-STADE-2025-0475,Halle de la Trocardière,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-02-03 18:00:00,42000,26061,2414,67.8,2818685.0
EVT-STADE-2025-0476,Palais des Sports André-Brouat,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-09-06 20:00:00,25000,13559,1591,60.6,804520.0
EVT-STADE-2025-0477,Rhenus Sport,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-01-09 18:00:00,60000,35279,5701,68.3,3012805.0
EVT-STADE-2025-0478,Stade de la Meinau,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-11-16 20:00:00,35000,22167,3628,73.7,1904515.0
EVT-STADE-2025-0479,Groupama Stadium,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-07-19 20:00:00,35000,25975,3740,84.9,3142875.0
EVT-STADE-2025-0480,Stade Ernest-Wallon,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-04-18 15:00:00,60000,47550,8250,93.0,4202250.0
EVT-STADE-2025-0481,Le Liberté,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-08-22 15:00:00,15000,12034,1721,91.7,971780.0
EVT-STADE-2025-0482,Parc des Princes,Paris,Match Championnat Ligue 1 - Paris,Match Championnat,2025-02-19 18:00:00,25000,15513,2312,71.3,1276085.0
EVT-STADE-2025-0483,Groupama Stadium,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-12-17 20:00:00,35000,23137,3113,75.0,1819415.0
EVT-STADE-2025-0484,Stadium de Toulouse,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-12-27 20:00:00,15000,9118,1112,68.2,688310.0
EVT-STADE-2025-0485,Stadium de Toulouse,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-04-03 15:00:00,15000,12265,2150,96.1,1089425.0
EVT-STADE-2025-0486,Halle de la Trocardière,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-02-26 15:00:00,42000,26259,4107,72.3,3258765.0
EVT-STADE-2025-0487,Halle de la Trocardière,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-03-24 18:00:00,42000,33326,4138,89.2,2534170.0
EVT-STADE-2025-0488,Palais des Sports Saint-Sauveur,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-04-04 20:00:00,15000,11951,1579,90.2,932545.0
EVT-STADE-2025-0489,Stade des Alpes,Grenoble,Concert Star Arena Tour - Grenoble,Concert / Spectacle,2025-11-25 21:00:00,15000,11500,1025,83.5,1233750.0
EVT-STADE-2025-0490,Roazhon Park,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-08-16 20:00:00,80000,54262,7817,77.6,3582110.0
EVT-STADE-2025-0491,Roazhon Park,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-11-17 18:00:00,80000,47216,6463,67.1,3740470.0
EVT-STADE-2025-0492,Stade de la Beaujoire,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-11-13 21:00:00,25000,17172,1653,75.3,1185990.0
EVT-STADE-2025-0493,Matmut Atlantique,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-07-26 15:00:00,35000,29388,3021,92.6,2077710.0
EVT-STADE-2025-0494,LDLC Arena,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-01-17 15:00:00,15000,11469,1670,87.6,933605.0
EVT-STADE-2025-0495,Complexe Sportif de Marcq,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-10-16 20:00:00,80000,63858,9902,92.2,5349110.0
EVT-STADE-2025-0496,Roazhon Park,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-11-18 18:00:00,80000,46510,5810,65.4,3545450.0
EVT-STADE-2025-0497,Parc des Princes,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-10-18 21:00:00,25000,18341,2934,85.1,2292485.0
EVT-STADE-2025-0498,Matmut Atlantique,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-05-24 20:00:00,35000,24272,4182,81.3,3108620.0
EVT-STADE-2025-0499,Accor Arena,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-03-24 20:00:00,25000,14963,2562,70.1,1089390.0
EVT-STADE-2025-0500,Le Liberté,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-02-01 21:00:00,15000,11844,1370,88.1,697820.0
EVT-STADE-2025-0501,Stade Pierre-Mauroy,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-10-07 21:00:00,35000,28412,3122,90.1,2059040.0
EVT-STADE-2025-0502,Halle de la Trocardière,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-01-15 15:00:00,42000,33793,4763,91.8,4063155.0
EVT-STADE-2025-0503,Roazhon Park,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-03-04 20:00:00,80000,59688,9512,86.5,4168640.0
EVT-STADE-2025-0504,Halle de la Trocardière,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-08-21 18:00:00,42000,26931,2468,70.0,1424930.0
EVT-STADE-2025-0505,Stade de la Beaujoire,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-08-09 18:00:00,25000,19399,2526,87.7,1213470.0
EVT-STADE-2025-0506,Complexe Mangin-Beaulieu,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-01-15 18:00:00,80000,56209,5551,77.2,3074020.0
EVT-STADE-2025-0507,Stade Chaban-Delmas,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-07-23 15:00:00,60000,42231,6429,81.1,3507645.0
EVT-STADE-2025-0508,Le Liberté,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-04-10 18:00:00,15000,8968,1171,67.6,696310.0
EVT-STADE-2025-0509,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-10-23 18:00:00,15000,8893,1157,67.0,556040.0
EVT-STADE-2025-0510,Palais des Sports André-Brouat,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-07-09 21:00:00,25000,14855,1419,65.1,1617425.0
EVT-STADE-2025-0511,Le Liberté,Rennes,Concert Star Arena Tour - Rennes,Concert / Spectacle,2025-05-18 18:00:00,15000,9880,1400,75.2,1189800.0
EVT-STADE-2025-0512,Stade de la Meinau,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-02-02 15:00:00,35000,26989,3426,86.9,2071005.0
EVT-STADE-2025-0513,Matmut Atlantique,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-05-25 20:00:00,35000,23522,3918,78.4,1685160.0
EVT-STADE-2025-0514,Stade Pierre-Mauroy,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-03-05 21:00:00,35000,30208,3672,96.8,2277360.0
EVT-STADE-2025-0515,Complexe Mangin-Beaulieu,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-03-08 18:00:00,80000,67956,9804,97.2,4489680.0
EVT-STADE-2025-0516,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-04-19 18:00:00,80000,63909,7531,89.3,7315015.0
EVT-STADE-2025-0517,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-08-04 21:00:00,42000,23191,2933,62.2,1776845.0
EVT-STADE-2025-0518,Patinoire Pôle Sud,Grenoble,Match Championnat Ligue 1 - Grenoble,Match Championnat,2025-05-01 21:00:00,15000,12186,1194,89.2,846870.0
EVT-STADE-2025-0519,Stade Pierre-Mauroy,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-11-12 20:00:00,35000,19657,2428,63.1,2277845.0
EVT-STADE-2025-0520,Complexe Sportif de Marcq,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-09-20 18:00:00,80000,59005,7155,82.7,4443975.0
EVT-STADE-2025-0521,Halle de la Trocardière,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-04-12 20:00:00,42000,26570,3922,72.6,1777600.0
EVT-STADE-2025-0522,Complexe Sportif de Marcq,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-08-16 18:00:00,80000,45371,5269,63.3,2678380.0
EVT-STADE-2025-0523,Halle de la Trocardière,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-12-28 18:00:00,42000,29662,3266,78.4,1706360.0
EVT-STADE-2025-0524,Stade de Gerland,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-07-23 15:00:00,80000,51136,4543,69.6,2669830.0
EVT-STADE-2025-0525,Rhenus Sport,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-01-23 21:00:00,60000,41788,5852,79.4,5014980.0
EVT-STADE-2025-0526,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-05-10 21:00:00,80000,59134,9826,86.2,7482890.0
EVT-STADE-2025-0527,Orange Vélodrome,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-08-03 21:00:00,35000,20971,3459,69.8,1808445.0
EVT-STADE-2025-0528,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-02-09 18:00:00,80000,55341,9138,80.6,6988485.0
EVT-STADE-2025-0529,Halle Clémenceau,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-01-25 21:00:00,25000,22212,2588,99.2,1313360.0
EVT-STADE-2025-0530,Roazhon Park,Rennes,Concert Star Arena Tour - Rennes,Concert / Spectacle,2025-08-26 20:00:00,80000,68871,7369,95.3,7696285.0
EVT-STADE-2025-0531,Groupama Stadium,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-03-15 18:00:00,35000,23899,2246,74.7,1636955.0
EVT-STADE-2025-0532,Parc des Princes,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-09-12 15:00:00,25000,21718,2207,95.7,1203290.0
EVT-STADE-2025-0533,Orange Vélodrome,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-08-14 21:00:00,35000,18627,2758,61.1,1248310.0
EVT-STADE-2025-0534,Stadium de Toulouse,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-08-22 21:00:00,15000,8476,869,62.3,598670.0
EVT-STADE-2025-0535,LDLC Arena,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-11-07 20:00:00,15000,12630,2160,98.6,918900.0
EVT-STADE-2025-0536,LDLC Arena,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-11-02 20:00:00,15000,10126,1244,75.8,766670.0
EVT-STADE-2025-0537,Roazhon Park,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-08-07 15:00:00,80000,44448,4672,61.4,2501440.0
EVT-STADE-2025-0538,Complexe Mangin-Beaulieu,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-05-19 21:00:00,80000,58034,5645,79.6,3152270.0
EVT-STADE-2025-0539,Stade de Gerland,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-09-14 15:00:00,80000,70148,6652,96.0,4819660.0
EVT-STADE-2025-0540,Arena du Pays d'Aix,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-04-01 15:00:00,42000,25739,2485,67.2,1779505.0
EVT-STADE-2025-0541,Matmut Atlantique,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-06-16 21:00:00,35000,26806,3189,85.7,2003520.0
EVT-STADE-2025-0542,Accor Arena,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-10-10 21:00:00,25000,14263,2311,66.3,1219585.0
EVT-STADE-2025-0543,Stade de France,Paris,Match Championnat Ligue 1 - Paris,Match Championnat,2025-04-23 18:00:00,80000,53703,7337,76.3,4250885.0
EVT-STADE-2025-0544,LDLC Arena,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-04-25 21:00:00,15000,9109,1181,68.6,568520.0
EVT-STADE-2025-0545,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-06-19 20:00:00,42000,22752,2910,61.1,1751340.0
EVT-STADE-2025-0546,Palais des Sports de Marseille,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-08-03 15:00:00,35000,27698,4781,92.8,2026190.0
EVT-STADE-2025-0547,Parc des Princes,Paris,Match Championnat Ligue 1 - Paris,Match Championnat,2025-01-14 20:00:00,25000,20885,2740,94.5,1624825.0
EVT-STADE-2025-0548,Stadium de Toulouse,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-09-18 18:00:00,15000,12747,2133,99.2,915660.0
EVT-STADE-2025-0549,Rhenus Sport,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-03-15 21:00:00,60000,40004,4996,75.0,2449120.0
EVT-STADE-2025-0550,Stade des Alpes,Grenoble,Tournoi National Jeunes - Grenoble,Tournoi Jeunes,2025-04-19 15:00:00,15000,8258,1132,62.6,530740.0
EVT-STADE-2025-0551,Arena du Pays d'Aix,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-08-10 20:00:00,42000,36500,5206,99.3,2944000.0
EVT-STADE-2025-0552,Complexe Sportif Hautepierre,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-01-26 21:00:00,42000,24936,4169,69.3,1790330.0
EVT-STADE-2025-0553,LDLC Arena,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-05-11 15:00:00,15000,13249,1361,97.4,737720.0
EVT-STADE-2025-0554,Stade de la Beaujoire,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-04-13 18:00:00,25000,14813,2362,68.7,1034890.0
EVT-STADE-2025-0555,Accor Arena,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-03-08 18:00:00,25000,17581,3044,82.5,2255385.0
EVT-STADE-2025-0556,Arkéa Arena,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-08-10 15:00:00,25000,18021,2004,80.1,1311945.0
EVT-STADE-2025-0557,Stade de la Meinau,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-08-15 18:00:00,35000,28146,4719,93.9,3572160.0
EVT-STADE-2025-0558,Parc des Princes,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-10-28 15:00:00,25000,17315,2209,78.1,1331425.0
EVT-STADE-2025-0559,Stade de France,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-02-22 21:00:00,80000,64220,9460,92.1,7823700.0
EVT-STADE-2025-0560,Stade de Gerland,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-09-12 20:00:00,80000,48769,5391,67.7,2810820.0
EVT-STADE-2025-0561,Le Liberté,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-09-25 21:00:00,15000,9779,1485,75.1,664620.0
EVT-STADE-2025-0562,Arena du Pays d'Aix,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-06-04 18:00:00,42000,23871,2673,63.2,1384380.0
EVT-STADE-2025-0563,Stade de Gerland,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-03-09 15:00:00,80000,59135,7585,83.4,3670300.0
EVT-STADE-2025-0564,Stade Pierre-Mauroy,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-07-19 21:00:00,35000,29735,2849,93.1,2050325.0
EVT-STADE-2025-0565,Groupama Stadium,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-07-27 18:00:00,35000,18595,2930,61.5,2313075.0
EVT-STADE-2025-0566,Stadium de Toulouse,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-03-12 21:00:00,15000,9922,1417,75.6,1197620.0
EVT-STADE-2025-0567,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-07-11 15:00:00,15000,8173,1157,62.2,534440.0
EVT-STADE-2025-0568,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-03-05 21:00:00,25000,19870,1880,87.0,1364150.0
EVT-STADE-2025-0569,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-11-02 18:00:00,15000,8494,746,61.6,441320.0
EVT-STADE-2025-0570,Complexe Mangin-Beaulieu,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-07-12 20:00:00,80000,66944,11456,98.0,4872320.0
EVT-STADE-2025-0571,LDLC Arena,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-12-08 21:00:00,15000,9707,1243,73.0,601960.0
EVT-STADE-2025-0572,Orange Vélodrome,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-11-21 20:00:00,35000,30645,3585,97.8,2275275.0
EVT-STADE-2025-0573,Orange Vélodrome,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-04-03 15:00:00,35000,20169,2581,65.0,1250320.0
EVT-STADE-2025-0574,Stade Pierre-Mauroy,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-06-21 20:00:00,35000,24305,3904,80.6,3041925.0
EVT-STADE-2025-0575,Palais des Sports André-Brouat,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-05-26 15:00:00,25000,20452,2723,92.7,1294310.0
EVT-STADE-2025-0576,Groupama Stadium,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-11-15 18:00:00,35000,24757,2893,79.0,1465960.0
EVT-STADE-2025-0577,Stade de la Beaujoire,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-02-17 21:00:00,25000,15445,1480,67.7,833350.0
EVT-STADE-2025-0578,Halle Clémenceau,Grenoble,Concert Star Arena Tour - Grenoble,Concert / Spectacle,2025-09-28 15:00:00,25000,17673,2202,79.5,2052705.0
EVT-STADE-2025-0579,LDLC Arena,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-02-06 20:00:00,15000,12692,1858,97.0,1543320.0
EVT-STADE-2025-0580,Parc des Princes,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-01-11 20:00:00,25000,20060,2464,90.1,1217800.0
EVT-STADE-2025-0581,Le Liberté,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-05-28 18:00:00,15000,13112,1378,96.6,737860.0
EVT-STADE-2025-0582,Complexe Sportif Hautepierre,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-08-14 20:00:00,42000,24767,3414,67.1,1968015.0
EVT-STADE-2025-0583,Arkéa Arena,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-10-23 20:00:00,25000,20664,2035,90.8,2265190.0
EVT-STADE-2025-0584,Halle de la Trocardière,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-09-28 21:00:00,42000,27324,4470,75.7,1937220.0
EVT-STADE-2025-0585,Stade Pierre-Mauroy,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-01-12 20:00:00,35000,23178,3877,77.3,2012260.0
EVT-STADE-2025-0586,Complexe Mangin-Beaulieu,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-08-28 21:00:00,80000,51567,6113,72.1,3848765.0
EVT-STADE-2025-0587,Le Liberté,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-02-28 21:00:00,15000,10608,1452,80.4,840360.0
EVT-STADE-2025-0588,Stade de Gerland,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-12-11 21:00:00,80000,69016,10104,98.9,5631720.0
EVT-STADE-2025-0589,Stade Chaban-Delmas,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-04-06 18:00:00,60000,45408,5292,84.5,2685240.0
EVT-STADE-2025-0590,Complexe Mangin-Beaulieu,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-11-13 20:00:00,80000,44920,7559,65.6,3237350.0
EVT-STADE-2025-0591,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-09-14 20:00:00,25000,16845,1855,74.8,1221775.0
EVT-STADE-2025-0592,Stade de la Meinau,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-09-09 18:00:00,35000,30886,3169,97.3,3417560.0
EVT-STADE-2025-0593,Halle de la Trocardière,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-08-04 20:00:00,42000,29224,2737,76.1,1560970.0
EVT-STADE-2025-0594,Halle de la Trocardière,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-01-16 20:00:00,42000,24314,2817,64.6,1798380.0
EVT-STADE-2025-0595,Le Liberté,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-10-10 15:00:00,15000,8762,1152,66.1,550860.0
EVT-STADE-2025-0596,Palais des Sports de Marseille,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-07-11 15:00:00,35000,29805,4600,98.3,2491225.0
EVT-STADE-2025-0597,Palais des Sports André-Brouat,Toulouse,Rencontre Top 14 Rugby - Toulouse,Match Championnat,2025-02-01 21:00:00,25000,18591,2684,85.1,1507595.0
EVT-STADE-2025-0598,Parc des Princes,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-07-08 20:00:00,25000,20934,3516,97.8,1507020.0
EVT-STADE-2025-0599,Groupama Stadium,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-03-12 21:00:00,35000,29459,3581,94.4,3399265.0
EVT-STADE-2025-0600,Halle Clémenceau,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-03-22 21:00:00,25000,17404,1946,77.4,1008620.0
EVT-STADE-2025-0601,Orange Vélodrome,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-02-16 18:00:00,35000,21210,3010,69.2,1706950.0
EVT-STADE-2025-0602,Patinoire Pôle Sud,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-06-20 18:00:00,15000,9649,1361,73.4,629720.0
EVT-STADE-2025-0603,Palais des Sports de Marseille,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-03-11 18:00:00,35000,27389,3445,88.1,2093755.0
EVT-STADE-2025-0604,Stade de la Beaujoire,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-04-03 21:00:00,25000,17513,2712,80.9,1203390.0
EVT-STADE-2025-0605,Complexe Bréquigny,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-09-20 18:00:00,15000,11660,1255,86.1,663550.0
EVT-STADE-2025-0606,Arkéa Arena,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-06-18 15:00:00,25000,21717,2108,95.3,1178510.0
EVT-STADE-2025-0607,Orange Vélodrome,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-05-20 18:00:00,35000,22189,1995,69.1,1497255.0
EVT-STADE-2025-0608,Complexe Sportif Hautepierre,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-09-09 15:00:00,42000,28469,3031,75.0,2038855.0
EVT-STADE-2025-0609,Matmut Atlantique,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-05-25 21:00:00,35000,27076,2849,85.5,1524530.0
EVT-STADE-2025-0610,Palais des Sports André-Brouat,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-09-11 15:00:00,25000,16243,1507,71.0,1107685.0
EVT-STADE-2025-0611,Palais des Sports André-Brouat,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-05-16 15:00:00,25000,13039,2036,60.3,900170.0
EVT-STADE-2025-0612,Stade Chaban-Delmas,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-11-23 15:00:00,60000,43119,4760,79.8,2483570.0
EVT-STADE-2025-0613,Halle de la Trocardière,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-05-06 18:00:00,42000,26323,3455,70.9,1653440.0
EVT-STADE-2025-0614,Complexe Sportif Hautepierre,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-02-08 18:00:00,42000,29333,3469,78.1,3360555.0
EVT-STADE-2025-0615,Stade Chaban-Delmas,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-07-18 20:00:00,60000,41156,7203,80.6,5299010.0
EVT-STADE-2025-0616,Stade Pierre-Mauroy,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-10-22 15:00:00,35000,28501,2789,89.4,3119835.0
EVT-STADE-2025-0617,Halle Clémenceau,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-09-16 18:00:00,25000,19134,1816,83.8,1028020.0
EVT-STADE-2025-0618,Stade de France,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-08-24 20:00:00,80000,45059,4141,61.5,3062905.0
EVT-STADE-2025-0619,Complexe Sportif Hautepierre,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-01-28 18:00:00,42000,24792,3852,68.2,1706760.0
EVT-STADE-2025-0620,Halle de la Trocardière,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-07-23 21:00:00,42000,32669,3493,86.1,1853320.0
