code_insee,nom,population,nombre_d_equipements_sportifs,ratio_de_la_commune,strate_de_la_commune,ratio_de_la_strate_de_commune,ratio_du_departement,nom_de_l_epci_de_rattachement,moyenne_de_l_epci,strate_de_l_epci,moyenne_de_la_strate_de_l_epci,nombre_de_types_d_equipements,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_la_c,nombre_de_type_d_equipements_de_l_epci,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_l_ep,_01___bassin_de_natation,_02___boulodrome,_03___bowling,_04___circuit_piste_de_sports_mecaniques,_05___court_de_tennis,_06___equipement_de_cyclisme,_07___equipement_piste_de_ski,_08___equipement_d_activites_de_forme_et_de_sante,_09___equipement_equestre,_10___equipement_d_athletisme,_11___mur_et_fronton,_12___parcours_de_golf,_13___parcours_sportif_sante,_14___pas_de_tir,_15___aire_de_sports_de_glaces,_16___plaine_de_jeux,_17___plateau_eps,_18___salle_de_combat,_19___salle_multisports,_21___salle_ou_terrain_specialise,_22___salle_non_specialisee,_23___site_d_activites_aeriennes,_24___site_d_activites_aquatiques_et_nautiques,_25___site_de_modelisme,_26___skate_park_velo_freestyle,_27___structure_artificielle_d_escalade,_28___terrain_de_grands_jeux,_29___terrain_exterieur_de_petits_jeux_collectifs,_30___divers_equipements_sports_de_nature,_31___divers_equipements,longitude,latitude,the_geom,cartodb_id,created_at,updated_at
25297,Le Gratteris,166,0,0,Moins de 2000,7.9,5.8,CA du Grand Besançon,3.6,100.000 à 250.000,3.6,0,2.5,27,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13092837189984,47.180898908465,0101000020E61000009EB64D1612861840A0DE07B227974740,31082,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25298,Grosbois,228,0,0,Moins de 2000,7.9,5.8,CC du Pays Baumois,4.9,Moins de 20.000,8.5,0,2.5,14,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30524187941507,47.3470756229311,0101000020E610000047D4C553913819402CDD58F96CAC4740,31083,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25300,Guyans-Durnes,250,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pierrefontaine - Vercel,5.7,Moins de 20.000,8.5,0,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24359583695796,47.1295385243425,0101000020E61000006AB4E42F71F91840C3CFE6B794904740,31084,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25306,L' Hôpital-Saint-Lieffroy,92,0,0,Moins de 2000,7.9,5.8,CC du Pays de Clerval,6.7,Moins de 20.000,8.5,0,2.5,8,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45604549065344,47.3995089384818,0101000020E61000001361CF96FDD21940989EE01B23B34740,31085,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25311,Hyémondans,204,0,0,Moins de 2000,7.9,5.8,CC des Isles du Doubs,6,Moins de 20.000,8.5,0,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63991310394945,47.3814180955991,0101000020E61000009CFA7661458F1A40B259E34ED2B04740,31086,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25312,Hyèvre-Magny,74,0,0,Moins de 2000,7.9,5.8,CC du Pays Baumois,4.9,Moins de 20.000,8.5,0,2.5,14,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43379085854877,47.3608924658526,0101000020E61000003A15BBAB33BC1940D81A6DB931AE4740,31087,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25319,Labergement-du-Navois,110,0,0,Moins de 2000,7.9,5.8,CC Amancey-Loue-Lison,7.6,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08200945120543,46.9750795402782,0101000020E6100000988F1B49FA5318402E3F0868CF7C4740,31088,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25322,Laire,386,0,0,Moins de 2000,7.9,5.8,CC de la Vallée du Rupt,5.8,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73420583564876,47.5507091274866,0101000020E61000003A9392A7D3EF1A40F214FEA27DC64740,31089,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25327,Lanthenans,62,0,0,Moins de 2000,7.9,5.8,CC des Isles du Doubs,6,Moins de 20.000,8.5,0,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62546816242608,47.3912235022942,0101000020E6100000A73CD9B97A801A40DDE3999C13B24740,31090,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25329,Laval-le-Prieuré,34,0,0,Moins de 2000,7.9,5.8,CC du Plateau de Russey,4.7,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62164273543294,47.1807867530311,0101000020E6100000FDEBC9E98F7C1A40C8E8330524974740,31091,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25330,Lavans-Quingey,188,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89630055307244,47.0867576971151,0101000020E6100000D554EBCFCF9517408FE44FE01A8B4740,31092,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25338,Lizine,92,0,0,Moins de 2000,7.9,5.8,CC Amancey-Loue-Lison,7.6,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99307694919225,47.0551188274076,0101000020E6100000C8C4EC29E9F81740048E3C220E874740,31093,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25341,Lomont-sur-Crête,162,0,0,Moins de 2000,7.9,5.8,CC du Pays Baumois,4.9,Moins de 20.000,8.5,0,2.5,14,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43835985624268,47.3380982975058,0101000020E61000002BC4F967E1C01940734F15CE46AB4740,31094,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25342,Longechaux,58,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pierrefontaine - Vercel,5.7,Moins de 20.000,8.5,0,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43615539336537,47.165162730531,0101000020E6100000C2E9F9849FBE19400913670D24954740,31095,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25343,Longemaison,135,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pierrefontaine - Vercel,5.7,Moins de 20.000,8.5,0,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45769385951948,47.082637534166,0101000020E610000060DDF8B2ADD419402055E1DD938A4740,31096,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25344,Longevelle-lès-Russey,49,0,0,Moins de 2000,7.9,5.8,CC Entre Dessoubre et Barbeche,9.5,Moins de 20.000,8.5,0,2.5,5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6560005661642,47.2235378109537,0101000020E6100000B554C79CBE9F1A4098BB11E39C9C4740,31097,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25351,Le Luhier,200,0,0,Moins de 2000,7.9,5.8,CC du Plateau de Russey,4.7,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67799470457399,47.1702820376069,0101000020E6100000A0066C3E44B61A40174F43CDCB954740,31098,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25354,Luxiol,166,0,0,Moins de 2000,7.9,5.8,CC du Pays Baumois,4.9,Moins de 20.000,8.5,0,2.5,14,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34750048639334,47.3794006394602,0101000020E61000002C9DE12AD763194012483D3390B04740,31099,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25355,Magny-Châtelard,43,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pierrefontaine - Vercel,5.7,Moins de 20.000,8.5,0,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3281266137473,47.2339316453047,0101000020E6100000AFF74B6C00501940A50ADF78F19D4740,31100,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25360,Malbrans,131,0,0,Moins de 2000,7.9,5.8,CC du Pays d'Ornans,7,Moins de 20.000,8.5,0,2.5,20,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08871894375826,47.1234504742937,0101000020E6100000D9E88723D95A184031E2A239CD8F4740,31101,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25366,Mancenans-Lizerne,185,0,0,Moins de 2000,7.9,5.8,CC du Pays de Maîche,6.7,Moins de 20.000,8.5,0,2.5,22,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77439270784462,47.2586184003619,0101000020E610000069D0E966FA181B405ED961681AA14740,31102,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25369,Marvelise,155,0,0,Moins de 2000,7.9,5.8,CC des Isles du Doubs,6,Moins de 20.000,8.5,0,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59432141161613,47.5220421836964,0101000020E6100000BAD0C8CA95601A40E20D3D47D2C24740,31103,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25371,Mazerolles-le-Salin,201,0,0,Moins de 2000,7.9,5.8,CA du Grand Besançon,3.6,100.000 à 250.000,3.6,0,2.5,27,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86584511379846,47.2442430629504,0101000020E6100000C3A9FC19A0761740CCD24F5B439F4740,31104,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25372,Médière,319,0,0,Moins de 2000,7.9,5.8,CC des Isles du Doubs,6,Moins de 20.000,8.5,0,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60260983218411,47.4631775450494,0101000020E61000004BEA458D12691A40471DDC6649BB4740,31105,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25373,Le Mémont,40,0,0,Moins de 2000,7.9,5.8,CC du Plateau de Russey,4.7,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68863421385825,47.1608319462789,0101000020E61000001FB6CD5329C11A40BFB5262496944740,31106,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25376,Mérey-Vieilley,103,0,0,Moins de 2000,7.9,5.8,CC Dame Blanche et Bussière,3.3,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06444476995667,47.3312486879917,0101000020E6100000D5724DCFFD41184036E2645B66AA4740,31107,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25377,Mésandans,190,0,0,Moins de 2000,7.9,5.8,CC du Pays de Rougemont,7.7,Moins de 20.000,8.5,0,2.5,16,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37998009723944,47.4301020921747,0101000020E6100000E118AB80198519406FEAD9950DB74740,31108,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25379,Mesmay,72,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8499121740867,47.0586220902975,0101000020E6100000D4B280604F6617405153BCED80874740,31109,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25391,Mont-de-Laval,192,0,0,Moins de 2000,7.9,5.8,CC du Plateau de Russey,4.7,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63587008650298,47.1618151154893,0101000020E6100000D4232887218B1A403383925BB6944740,31110,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25386,Montancy,161,0,0,Moins de 2000,7.9,5.8,CC de Saint Hippolyte,6.7,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03174241655652,47.3555613881971,0101000020E61000006A06841581201C4072031B0983AD4740,31111,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25389,Montbéliardot,103,0,0,Moins de 2000,7.9,5.8,CC du Plateau de Russey,4.7,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67131383678095,47.1811311593741,0101000020E61000004C4EF9E46CAF1A402FE64A4E2F974740,31112,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25390,Montbenoît,391,0,0,Moins de 2000,7.9,5.8,CC du Canton de Montbenoît,6.8,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46584666739137,46.9836817733536,0101000020E61000000A96A5E806DD1940CD1CCB48E97D4740,31113,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25398,Montflovin,102,0,0,Moins de 2000,7.9,5.8,CC du Canton de Montbenoît,6.8,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43444361966862,46.9954122823988,0101000020E6100000F8BAC9C9DEBC194044786FAB697F4740,31114,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25399,Montfort,90,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90120307016621,47.0587737041581,0101000020E6100000B7AC45FAD49A1740A69C90E585874740,31115,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25401,Montivernage,26,0,0,Moins de 2000,7.9,5.8,CC du Pays Baumois,4.9,Moins de 20.000,8.5,0,2.5,14,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42195953944282,47.3113307052401,0101000020E61000008C91582916B01940999F3EAFD9A74740,31116,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25402,Montjoie-le-Château,31,0,0,Moins de 2000,7.9,5.8,CC de Saint Hippolyte,6.7,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89737489117761,47.3460604742951,0101000020E610000005708771E9961B4092C4A9B54BAC4740,31117,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25404,Montmahoux,95,0,0,Moins de 2000,7.9,5.8,CC Amancey-Loue-Lison,7.6,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03285801444057,46.9833211298186,0101000020E610000027BC0588A5211840B1047F77DD7D4740,31118,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25408,Montussaint,71,0,0,Moins de 2000,7.9,5.8,CC du Pays de Rougemont,7.7,Moins de 20.000,8.5,0,2.5,16,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29156848206997,47.4357822472202,0101000020E6100000B9239CED902A19407CFE71B6C7B74740,31119,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25414,Le Moutherot,120,0,0,Moins de 2000,7.9,5.8,CC du Val Marnaysien,5.4,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.731527540482,47.2433407656398,0101000020E61000005AF9398E15ED1640701A4BCA259F4740,31120,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25419,Nans,88,0,0,Moins de 2000,7.9,5.8,CC du Pays de Rougemont,7.7,Moins de 20.000,8.5,0,2.5,16,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41058023542944,47.4761755482925,0101000020E6100000B5362E256FA419401C890352F3BC4740,31121,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25421,Narbief,73,0,0,Moins de 2000,7.9,5.8,CC du Plateau de Russey,4.7,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6940797801013,47.1297563332117,0101000020E61000005B6691D9BCC61A40ECCB03DB9B904740,31122,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25422,Neuchâtel-Urtière,163,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pont de Roide,6.5,Moins de 20.000,8.5,0,2.5,15,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73067862220686,47.375303431703,0101000020E6100000290F490437EC1A40D89E5EF109B04740,31123,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25427,Noironte,336,0,0,Moins de 2000,7.9,5.8,CA du Grand Besançon,3.6,100.000 à 250.000,3.6,0,2.5,27,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87052057458429,47.2736589579747,0101000020E6100000B056D9BE697B17402061B94107A34740,31124,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25430,Ollans,41,0,0,Moins de 2000,7.9,5.8,CC Dame Blanche et Bussière,3.3,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24529099706547,47.4207220541997,0101000020E6100000039929902DFB184030BF6338DAB54740,31125,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25433,Orgeans-Blanchefontaine,47,0,0,Moins de 2000,7.9,5.8,CC du Pays de Maîche,6.7,Moins de 20.000,8.5,0,2.5,22,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75370908753443,47.2661764456654,0101000020E61000002EA2A650CC031B40998CDC1112A24740,31126,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25435,Orsans,161,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pierrefontaine - Vercel,5.7,Moins de 20.000,8.5,0,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37975469968723,47.2515565236602,0101000020E6100000C5A27E6ADE841940A61B110133A04740,31127,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25441,Ouvans,75,0,0,Moins de 2000,7.9,5.8,CC du Pays de Pierrefontaine - Vercel,5.7,Moins de 20.000,8.5,0,2.5,19,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48833662586743,47.2763578107891,0101000020E61000008D2836840EF41940ABAA57B15FA34740,31128,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25443,Palantine,49,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9416161755389,47.0992461567666,0101000020E6100000F34BDD0737C417407AC81A19B48C4740,31129,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25444,Palise,131,0,0,Moins de 2000,7.9,5.8,CC Dame Blanche et Bussière,3.3,Moins de 20.000,8.5,0,2.5,9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09217135915903,47.3659984231279,0101000020E610000016DD342B625E184067DC4C09D9AE4740,31130,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25445,Paroy,114,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8839287808975,47.0354967295584,0101000020E6100000A9CA57A024891740BE4826288B844740,31131,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25449,Péseux,95,0,0,Moins de 2000,7.9,5.8,CC Entre Dessoubre et Barbeche,9.5,Moins de 20.000,8.5,0,2.5,5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68666021865845,47.3186928246228,0101000020E6100000B5683ADB23BF1A40C69C2DEDCAA84740,31132,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25450,Pessans,78,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88724336105254,47.0732573303105,0101000020E61000004F410D86898C17401CF0067F60894740,31133,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25451,Petite-Chaux,140,0,0,Moins de 2000,7.9,5.8,CC des Hauts du Doubs,17,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16310358053346,46.6798748464757,0101000020E6100000C10101A004A718403A7E932306574740,31134,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25455,Placey,146,0,0,Moins de 2000,7.9,5.8,CC du Val Marnaysien,5.4,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84856434374328,47.2579821287844,0101000020E610000063B7230DEE6417406D0AF38E05A14740,31135,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25460,Pointvillers,134,0,0,Moins de 2000,7.9,5.8,CC du Canton de Quingey,4.9,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91086650958397,47.0662942282448,0101000020E610000042BDB630BAA41740CC1C4B547C884740,31136,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25470,La Prétière,177,0,0,Moins de 2000,7.9,5.8,CC des Isles du Doubs,6,Moins de 20.000,8.5,0,2.5,11,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60971630012066,47.4456938407205,0101000020E6100000E86C437859701A402BF6EA7E0CB94740,31137,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25472,Puessans,45,0,0,Moins de 2000,7.9,5.8,CC du Pays de Rougemont,7.7,Moins de 20.000,8.5,0,2.5,16,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32438540540623,47.4346215909403,0101000020E6100000ED130EB02B4C1940AF9C27AEA1B74740,31138,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25474,Le Puy,89,0,0,Moins de 2000,7.9,5.8,CC de Vaite Aigremont,5.7,Moins de 20.000,8.5,0,2.5,13,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23049273394986,47.3457634131114,0101000020E6100000011F894906EC1840C0BBBBF941AC4740,31139,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25476,Rahon,121,0,0,Moins de 2000,7.9,5.8,CC du Vallon de Sancey,6.1,Moins de 20.000,8.5,0,2.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58158452443067,47.3275630351435,0101000020E61000006328C1E48A531A40F0A8E595EDA94740,31140,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
25477,Rancenay,306,0,0,Moins de 2000,7.9,5.8,CA du Grand Besançon,3.6,100.000 à 250.000,3.6,0,2.5,27,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94581100398097,47.1861633798801,0101000020E6100000472E09AE82C8174020269E33D4974740,31141,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
