concession_id,event_id,nom_equipement,nom_stand,type_stand,recette_nourriture_boisson_eur,recette_merchandising_eur,panier_moyen_par_spectateur_eur
CNS-03839,EVT-STADE-2025-0768,Stade de la Meinau,Bar VIP Loges Prestige,Bar VIP Loges,153313.76,53063.69,8.97
CNS-03840,EVT-STADE-2025-0768,Stade de la Meinau,Stand Snacking Parvis,Restauration / Buvette,61342.96,0.0,2.67
CNS-03841,EVT-STADE-2025-0769,Stade des Alpes,Buvette Tribune Nord,Restauration / Buvette,51652.11,0.0,4.18
CNS-03842,EVT-STADE-2025-0769,Stade des Alpes,Buvette Tribune Sud,Restauration / Buvette,31566.63,0.0,2.55
CNS-03843,EVT-STADE-2025-0769,Stade des Alpes,Boutique Officielle Club,Boutique Merchandising,0.0,74731.62,6.05
CNS-03844,EVT-STADE-2025-0769,Stade des Alpes,Bar VIP Loges Prestige,Bar VIP Loges,76237.65,30280.78,8.62
CNS-03845,EVT-STADE-2025-0769,Stade des Alpes,Stand Snacking Parvis,Restauration / Buvette,34745.64,0.0,2.81
CNS-03846,EVT-STADE-2025-0770,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,155861.64,0.0,2.89
CNS-03847,EVT-STADE-2025-0770,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,234823.74,0.0,4.35
CNS-03848,EVT-STADE-2025-0770,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,617984.16,11.46
CNS-03849,EVT-STADE-2025-0770,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,615798.32,214819.38,15.4
CNS-03850,EVT-STADE-2025-0770,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,202552.17,0.0,3.76
CNS-03851,EVT-STADE-2025-0771,Palais des Sports Saint-Sauveur,Buvette Tribune Nord,Restauration / Buvette,34341.19,0.0,3.02
CNS-03852,EVT-STADE-2025-0771,Palais des Sports Saint-Sauveur,Buvette Tribune Sud,Restauration / Buvette,27084.99,0.0,2.38
CNS-03853,EVT-STADE-2025-0771,Palais des Sports Saint-Sauveur,Boutique Officielle Club,Boutique Merchandising,0.0,52839.53,4.64
CNS-03854,EVT-STADE-2025-0771,Palais des Sports Saint-Sauveur,Bar VIP Loges Prestige,Bar VIP Loges,130110.05,25972.26,13.71
CNS-03855,EVT-STADE-2025-0771,Palais des Sports Saint-Sauveur,Stand Snacking Parvis,Restauration / Buvette,50933.32,0.0,4.47
CNS-03856,EVT-STADE-2025-0772,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,188875.84,0.0,3.93
CNS-03857,EVT-STADE-2025-0772,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,106066.73,0.0,2.21
CNS-03858,EVT-STADE-2025-0772,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,286450.08,5.96
CNS-03859,EVT-STADE-2025-0772,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,334759.98,80647.3,8.64
CNS-03860,EVT-STADE-2025-0772,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,145572.74,0.0,3.03
CNS-03861,EVT-STADE-2025-0773,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,156413.28,0.0,3.01
CNS-03862,EVT-STADE-2025-0773,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,162978.73,0.0,3.13
CNS-03863,EVT-STADE-2025-0773,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,282008.33,5.42
CNS-03864,EVT-STADE-2025-0773,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,355743.98,159510.5,9.9
CNS-03865,EVT-STADE-2025-0773,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,212680.66,0.0,4.09
CNS-03866,EVT-STADE-2025-0774,Complexe Bréquigny,Buvette Tribune Nord,Restauration / Buvette,39062.51,0.0,3.13
CNS-03867,EVT-STADE-2025-0774,Complexe Bréquigny,Buvette Tribune Sud,Restauration / Buvette,37641.16,0.0,3.02
CNS-03868,EVT-STADE-2025-0774,Complexe Bréquigny,Boutique Officielle Club,Boutique Merchandising,0.0,73341.59,5.88
CNS-03869,EVT-STADE-2025-0774,Complexe Bréquigny,Bar VIP Loges Prestige,Bar VIP Loges,120031.31,19395.99,11.17
CNS-03870,EVT-STADE-2025-0774,Complexe Bréquigny,Stand Snacking Parvis,Restauration / Buvette,44088.24,0.0,3.53
CNS-03871,EVT-STADE-2025-0775,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,69930.34,0.0,2.88
CNS-03872,EVT-STADE-2025-0775,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,63244.13,0.0,2.61
CNS-03873,EVT-STADE-2025-0775,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,258729.4,10.66
CNS-03874,EVT-STADE-2025-0775,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,142209.72,82720.79,9.27
CNS-03875,EVT-STADE-2025-0775,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,68729.35,0.0,2.83
CNS-03876,EVT-STADE-2025-0776,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,102992.08,0.0,2.73
CNS-03877,EVT-STADE-2025-0776,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,165687.82,0.0,4.4
CNS-03878,EVT-STADE-2025-0776,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,338956.68,9.0
CNS-03879,EVT-STADE-2025-0776,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,162870.29,100974.86,7.0
CNS-03880,EVT-STADE-2025-0776,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,86702.85,0.0,2.3
CNS-03881,EVT-STADE-2025-0777,Complexe Bréquigny,Buvette Tribune Nord,Restauration / Buvette,39239.16,0.0,3.7
CNS-03882,EVT-STADE-2025-0777,Complexe Bréquigny,Buvette Tribune Sud,Restauration / Buvette,27482.52,0.0,2.59
CNS-03883,EVT-STADE-2025-0777,Complexe Bréquigny,Boutique Officielle Club,Boutique Merchandising,0.0,81327.17,7.67
CNS-03884,EVT-STADE-2025-0777,Complexe Bréquigny,Bar VIP Loges Prestige,Bar VIP Loges,101210.6,21833.15,11.6
CNS-03885,EVT-STADE-2025-0777,Complexe Bréquigny,Stand Snacking Parvis,Restauration / Buvette,41618.44,0.0,3.92
CNS-03886,EVT-STADE-2025-0778,Complexe Sportif Hautepierre,Buvette Tribune Nord,Restauration / Buvette,73679.83,0.0,2.43
CNS-03887,EVT-STADE-2025-0778,Complexe Sportif Hautepierre,Buvette Tribune Sud,Restauration / Buvette,94217.96,0.0,3.11
CNS-03888,EVT-STADE-2025-0778,Complexe Sportif Hautepierre,Boutique Officielle Club,Boutique Merchandising,0.0,345960.99,11.42
CNS-03889,EVT-STADE-2025-0778,Complexe Sportif Hautepierre,Bar VIP Loges Prestige,Bar VIP Loges,272216.09,44820.51,10.47
CNS-03890,EVT-STADE-2025-0778,Complexe Sportif Hautepierre,Stand Snacking Parvis,Restauration / Buvette,78427.1,0.0,2.59
CNS-03891,EVT-STADE-2025-0779,Arena du Pays d'Aix,Buvette Tribune Nord,Restauration / Buvette,118940.65,0.0,4.44
CNS-03892,EVT-STADE-2025-0779,Arena du Pays d'Aix,Buvette Tribune Sud,Restauration / Buvette,102620.48,0.0,3.83
CNS-03893,EVT-STADE-2025-0779,Arena du Pays d'Aix,Boutique Officielle Club,Boutique Merchandising,0.0,223533.83,8.34
CNS-03894,EVT-STADE-2025-0779,Arena du Pays d'Aix,Bar VIP Loges Prestige,Bar VIP Loges,304218.77,100091.15,15.09
CNS-03895,EVT-STADE-2025-0779,Arena du Pays d'Aix,Stand Snacking Parvis,Restauration / Buvette,61228.16,0.0,2.28
CNS-03896,EVT-STADE-2025-0780,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,40532.56,0.0,4.42
CNS-03897,EVT-STADE-2025-0780,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,31009.5,0.0,3.38
CNS-03898,EVT-STADE-2025-0780,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,79542.48,8.66
CNS-03899,EVT-STADE-2025-0780,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,67319.13,18867.28,9.39
CNS-03900,EVT-STADE-2025-0780,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,32960.75,0.0,3.59
CNS-03901,EVT-STADE-2025-0781,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,123907.32,0.0,2.91
CNS-03902,EVT-STADE-2025-0781,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,188987.09,0.0,4.44
CNS-03903,EVT-STADE-2025-0781,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,216388.72,5.08
CNS-03904,EVT-STADE-2025-0781,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,267174.47,63670.05,7.77
CNS-03905,EVT-STADE-2025-0781,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,159693.39,0.0,3.75
CNS-03906,EVT-STADE-2025-0782,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,182559.34,0.0,2.76
CNS-03907,EVT-STADE-2025-0782,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,241876.0,0.0,3.66
CNS-03908,EVT-STADE-2025-0782,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,541688.49,8.2
CNS-03909,EVT-STADE-2025-0782,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,605304.39,208243.06,12.31
CNS-03910,EVT-STADE-2025-0782,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,292113.33,0.0,4.42
CNS-03911,EVT-STADE-2025-0783,Complexe Sportif Hautepierre,Buvette Tribune Nord,Restauration / Buvette,103556.25,0.0,3.91
CNS-03912,EVT-STADE-2025-0783,Complexe Sportif Hautepierre,Buvette Tribune Sud,Restauration / Buvette,75801.4,0.0,2.86
CNS-03913,EVT-STADE-2025-0783,Complexe Sportif Hautepierre,Boutique Officielle Club,Boutique Merchandising,0.0,316983.09,11.98
CNS-03914,EVT-STADE-2025-0783,Complexe Sportif Hautepierre,Bar VIP Loges Prestige,Bar VIP Loges,160754.94,48953.15,7.93
CNS-03915,EVT-STADE-2025-0783,Complexe Sportif Hautepierre,Stand Snacking Parvis,Restauration / Buvette,86342.9,0.0,3.26
CNS-03916,EVT-STADE-2025-0784,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,36954.32,0.0,2.65
CNS-03917,EVT-STADE-2025-0784,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,46047.8,0.0,3.3
CNS-03918,EVT-STADE-2025-0784,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,107899.9,7.73
CNS-03919,EVT-STADE-2025-0784,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,143578.17,48169.58,13.75
CNS-03920,EVT-STADE-2025-0784,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,39970.05,0.0,2.87
CNS-03921,EVT-STADE-2025-0785,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,35085.53,0.0,3.82
CNS-03922,EVT-STADE-2025-0785,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,40359.0,0.0,4.39
CNS-03923,EVT-STADE-2025-0785,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,101400.18,11.03
CNS-03924,EVT-STADE-2025-0785,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,55992.54,21739.72,8.45
CNS-03925,EVT-STADE-2025-0785,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,37749.48,0.0,4.11
CNS-03926,EVT-STADE-2025-0786,Groupama Stadium,Buvette Tribune Nord,Restauration / Buvette,55538.75,0.0,2.53
CNS-03927,EVT-STADE-2025-0786,Groupama Stadium,Buvette Tribune Sud,Restauration / Buvette,64897.51,0.0,2.96
CNS-03928,EVT-STADE-2025-0786,Groupama Stadium,Boutique Officielle Club,Boutique Merchandising,0.0,251997.18,11.48
CNS-03929,EVT-STADE-2025-0786,Groupama Stadium,Bar VIP Loges Prestige,Bar VIP Loges,190821.01,81620.18,12.41
CNS-03930,EVT-STADE-2025-0786,Groupama Stadium,Stand Snacking Parvis,Restauration / Buvette,91197.88,0.0,4.16
CNS-03931,EVT-STADE-2025-0787,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,39342.97,0.0,3.77
CNS-03932,EVT-STADE-2025-0787,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,32872.09,0.0,3.15
CNS-03933,EVT-STADE-2025-0787,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,78241.64,7.51
CNS-03934,EVT-STADE-2025-0787,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,48044.4,16573.18,6.2
CNS-03935,EVT-STADE-2025-0787,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,33155.94,0.0,3.18
CNS-03936,EVT-STADE-2025-0788,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,35788.88,0.0,2.51
CNS-03937,EVT-STADE-2025-0788,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,54193.44,0.0,3.8
CNS-03938,EVT-STADE-2025-0788,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,84490.48,5.93
CNS-03939,EVT-STADE-2025-0788,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,78445.83,27989.16,7.47
CNS-03940,EVT-STADE-2025-0788,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,62935.06,0.0,4.42
CNS-03941,EVT-STADE-2025-0789,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,48569.61,0.0,3.59
CNS-03942,EVT-STADE-2025-0789,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,58219.53,0.0,4.3
CNS-03943,EVT-STADE-2025-0789,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,70447.82,5.2
CNS-03944,EVT-STADE-2025-0789,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,103226.87,31025.04,9.91
CNS-03945,EVT-STADE-2025-0789,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,30831.79,0.0,2.28
CNS-03946,EVT-STADE-2025-0790,Palais des Sports Saint-Sauveur,Buvette Tribune Nord,Restauration / Buvette,26427.76,0.0,2.19
CNS-03947,EVT-STADE-2025-0790,Palais des Sports Saint-Sauveur,Buvette Tribune Sud,Restauration / Buvette,33011.65,0.0,2.74
CNS-03948,EVT-STADE-2025-0790,Palais des Sports Saint-Sauveur,Boutique Officielle Club,Boutique Merchandising,0.0,61906.79,5.13
CNS-03949,EVT-STADE-2025-0790,Palais des Sports Saint-Sauveur,Bar VIP Loges Prestige,Bar VIP Loges,69040.46,33329.24,8.49
CNS-03950,EVT-STADE-2025-0790,Palais des Sports Saint-Sauveur,Stand Snacking Parvis,Restauration / Buvette,31051.4,0.0,2.57
CNS-03951,EVT-STADE-2025-0791,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,88707.9,0.0,2.7
CNS-03952,EVT-STADE-2025-0791,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,104355.66,0.0,3.18
CNS-03953,EVT-STADE-2025-0791,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,126313.2,3.84
CNS-03954,EVT-STADE-2025-0791,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,438974.04,73813.31,15.6
CNS-03955,EVT-STADE-2025-0791,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,105404.2,0.0,3.21
CNS-03956,EVT-STADE-2025-0792,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,65855.93,0.0,3.75
CNS-03957,EVT-STADE-2025-0792,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,78335.88,0.0,4.46
CNS-03958,EVT-STADE-2025-0792,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,197042.03,11.21
CNS-03959,EVT-STADE-2025-0792,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,188886.28,38916.66,12.96
CNS-03960,EVT-STADE-2025-0792,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,65256.54,0.0,3.71
CNS-03961,EVT-STADE-2025-0793,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,101848.43,0.0,3.01
CNS-03962,EVT-STADE-2025-0793,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,116393.45,0.0,3.44
CNS-03963,EVT-STADE-2025-0793,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,231357.0,6.84
CNS-03964,EVT-STADE-2025-0793,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,201215.55,110168.47,9.2
CNS-03965,EVT-STADE-2025-0793,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,97263.6,0.0,2.87
CNS-03966,EVT-STADE-2025-0794,Accor Arena,Buvette Tribune Nord,Restauration / Buvette,41261.16,0.0,2.65
CNS-03967,EVT-STADE-2025-0794,Accor Arena,Buvette Tribune Sud,Restauration / Buvette,49468.62,0.0,3.18
CNS-03968,EVT-STADE-2025-0794,Accor Arena,Boutique Officielle Club,Boutique Merchandising,0.0,93354.56,5.99
CNS-03969,EVT-STADE-2025-0794,Accor Arena,Bar VIP Loges Prestige,Bar VIP Loges,73065.07,17396.68,5.81
CNS-03970,EVT-STADE-2025-0794,Accor Arena,Stand Snacking Parvis,Restauration / Buvette,52846.89,0.0,3.39
CNS-03971,EVT-STADE-2025-0795,Stade des Alpes,Buvette Tribune Nord,Restauration / Buvette,56563.92,0.0,4.14
CNS-03972,EVT-STADE-2025-0795,Stade des Alpes,Buvette Tribune Sud,Restauration / Buvette,60679.52,0.0,4.45
CNS-03973,EVT-STADE-2025-0795,Stade des Alpes,Boutique Officielle Club,Boutique Merchandising,0.0,84291.15,6.18
CNS-03974,EVT-STADE-2025-0795,Stade des Alpes,Bar VIP Loges Prestige,Bar VIP Loges,84530.63,19261.43,7.6
CNS-03975,EVT-STADE-2025-0795,Stade des Alpes,Stand Snacking Parvis,Restauration / Buvette,51341.55,0.0,3.76
CNS-03976,EVT-STADE-2025-0796,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,144751.39,0.0,3.13
CNS-03977,EVT-STADE-2025-0796,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,181971.93,0.0,3.93
CNS-03978,EVT-STADE-2025-0796,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,479247.36,10.36
CNS-03979,EVT-STADE-2025-0796,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,369282.56,47248.04,9.0
CNS-03980,EVT-STADE-2025-0796,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,196168.77,0.0,4.24
CNS-03981,EVT-STADE-2025-0797,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,148190.47,0.0,2.92
CNS-03982,EVT-STADE-2025-0797,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,184048.69,0.0,3.63
CNS-03983,EVT-STADE-2025-0797,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,364281.89,7.18
CNS-03984,EVT-STADE-2025-0797,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,522706.85,171211.09,13.67
CNS-03985,EVT-STADE-2025-0797,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,119541.49,0.0,2.36
CNS-03986,EVT-STADE-2025-0798,Arena du Pays d'Aix,Buvette Tribune Nord,Restauration / Buvette,149405.83,0.0,3.87
CNS-03987,EVT-STADE-2025-0798,Arena du Pays d'Aix,Buvette Tribune Sud,Restauration / Buvette,159855.25,0.0,4.14
CNS-03988,EVT-STADE-2025-0798,Arena du Pays d'Aix,Boutique Officielle Club,Boutique Merchandising,0.0,135261.23,3.5
CNS-03989,EVT-STADE-2025-0798,Arena du Pays d'Aix,Bar VIP Loges Prestige,Bar VIP Loges,334104.51,52857.93,10.01
CNS-03990,EVT-STADE-2025-0798,Arena du Pays d'Aix,Stand Snacking Parvis,Restauration / Buvette,91196.87,0.0,2.36
CNS-03991,EVT-STADE-2025-0799,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,84956.87,0.0,3.84
CNS-03992,EVT-STADE-2025-0799,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,68335.4,0.0,3.09
CNS-03993,EVT-STADE-2025-0799,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,85621.19,3.87
CNS-03994,EVT-STADE-2025-0799,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,244529.35,73725.86,14.37
CNS-03995,EVT-STADE-2025-0799,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,84358.79,0.0,3.81
CNS-03996,EVT-STADE-2025-0800,Complexe Sportif Hautepierre,Buvette Tribune Nord,Restauration / Buvette,161961.89,0.0,4.41
CNS-03997,EVT-STADE-2025-0800,Complexe Sportif Hautepierre,Buvette Tribune Sud,Restauration / Buvette,85133.56,0.0,2.32
CNS-03998,EVT-STADE-2025-0800,Complexe Sportif Hautepierre,Boutique Officielle Club,Boutique Merchandising,0.0,172205.43,4.69
CNS-03999,EVT-STADE-2025-0800,Complexe Sportif Hautepierre,Bar VIP Loges Prestige,Bar VIP Loges,249985.84,59097.68,8.41
CNS-04000,EVT-STADE-2025-0800,Complexe Sportif Hautepierre,Stand Snacking Parvis,Restauration / Buvette,91550.74,0.0,2.49
CNS-04001,EVT-STADE-2025-0801,Palais des Sports André-Brouat,Buvette Tribune Nord,Restauration / Buvette,62485.68,0.0,3.33
CNS-04002,EVT-STADE-2025-0801,Palais des Sports André-Brouat,Buvette Tribune Sud,Restauration / Buvette,52465.71,0.0,2.79
CNS-04003,EVT-STADE-2025-0801,Palais des Sports André-Brouat,Boutique Officielle Club,Boutique Merchandising,0.0,140609.01,7.49
CNS-04004,EVT-STADE-2025-0801,Palais des Sports André-Brouat,Bar VIP Loges Prestige,Bar VIP Loges,189174.05,22713.01,11.29
CNS-04005,EVT-STADE-2025-0801,Palais des Sports André-Brouat,Stand Snacking Parvis,Restauration / Buvette,46872.71,0.0,2.5
CNS-04006,EVT-STADE-2025-0802,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,188263.72,0.0,4.47
CNS-04007,EVT-STADE-2025-0802,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,136336.72,0.0,3.24
CNS-04008,EVT-STADE-2025-0802,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,473218.88,11.24
CNS-04009,EVT-STADE-2025-0802,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,326608.48,111496.28,10.4
CNS-04010,EVT-STADE-2025-0802,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,159870.65,0.0,3.8
CNS-04011,EVT-STADE-2025-0803,Stade de la Meinau,Buvette Tribune Nord,Restauration / Buvette,109133.07,0.0,3.81
CNS-04012,EVT-STADE-2025-0803,Stade de la Meinau,Buvette Tribune Sud,Restauration / Buvette,74064.52,0.0,2.58
CNS-04013,EVT-STADE-2025-0803,Stade de la Meinau,Boutique Officielle Club,Boutique Merchandising,0.0,184565.13,6.44
CNS-04014,EVT-STADE-2025-0803,Stade de la Meinau,Bar VIP Loges Prestige,Bar VIP Loges,260154.67,81978.7,11.94
CNS-04015,EVT-STADE-2025-0803,Stade de la Meinau,Stand Snacking Parvis,Restauration / Buvette,84548.32,0.0,2.95
CNS-04016,EVT-STADE-2025-0804,Stade Pierre-Mauroy,Buvette Tribune Nord,Restauration / Buvette,123671.91,0.0,4.34
CNS-04017,EVT-STADE-2025-0804,Stade Pierre-Mauroy,Buvette Tribune Sud,Restauration / Buvette,115763.6,0.0,4.06
CNS-04018,EVT-STADE-2025-0804,Stade Pierre-Mauroy,Boutique Officielle Club,Boutique Merchandising,0.0,107864.35,3.79
CNS-04019,EVT-STADE-2025-0804,Stade Pierre-Mauroy,Bar VIP Loges Prestige,Bar VIP Loges,242241.75,54413.32,10.41
CNS-04020,EVT-STADE-2025-0804,Stade Pierre-Mauroy,Stand Snacking Parvis,Restauration / Buvette,119033.6,0.0,4.18
CNS-04021,EVT-STADE-2025-0805,Halle Clémenceau,Buvette Tribune Nord,Restauration / Buvette,56202.33,0.0,2.61
CNS-04022,EVT-STADE-2025-0805,Halle Clémenceau,Buvette Tribune Sud,Restauration / Buvette,72201.61,0.0,3.35
CNS-04023,EVT-STADE-2025-0805,Halle Clémenceau,Boutique Officielle Club,Boutique Merchandising,0.0,205536.63,9.55
CNS-04024,EVT-STADE-2025-0805,Halle Clémenceau,Bar VIP Loges Prestige,Bar VIP Loges,140976.22,19814.23,7.47
CNS-04025,EVT-STADE-2025-0805,Halle Clémenceau,Stand Snacking Parvis,Restauration / Buvette,65389.62,0.0,3.04
CNS-04026,EVT-STADE-2025-0806,Complexe Mangin-Beaulieu,Buvette Tribune Nord,Restauration / Buvette,202826.54,0.0,4.04
CNS-04027,EVT-STADE-2025-0806,Complexe Mangin-Beaulieu,Buvette Tribune Sud,Restauration / Buvette,206018.68,0.0,4.11
CNS-04028,EVT-STADE-2025-0806,Complexe Mangin-Beaulieu,Boutique Officielle Club,Boutique Merchandising,0.0,261321.25,5.21
CNS-04029,EVT-STADE-2025-0806,Complexe Mangin-Beaulieu,Bar VIP Loges Prestige,Bar VIP Loges,389766.64,59896.43,8.96
CNS-04030,EVT-STADE-2025-0806,Complexe Mangin-Beaulieu,Stand Snacking Parvis,Restauration / Buvette,208403.99,0.0,4.15
CNS-04031,EVT-STADE-2025-0807,Stade de France,Buvette Tribune Nord,Restauration / Buvette,145194.11,0.0,2.5
CNS-04032,EVT-STADE-2025-0807,Stade de France,Buvette Tribune Sud,Restauration / Buvette,130570.71,0.0,2.25
CNS-04033,EVT-STADE-2025-0807,Stade de France,Boutique Officielle Club,Boutique Merchandising,0.0,421869.97,7.26
CNS-04034,EVT-STADE-2025-0807,Stade de France,Bar VIP Loges Prestige,Bar VIP Loges,311213.98,119327.92,7.41
CNS-04035,EVT-STADE-2025-0807,Stade de France,Stand Snacking Parvis,Restauration / Buvette,127379.3,0.0,2.19
CNS-04036,EVT-STADE-2025-0808,Patinoire Pôle Sud,Buvette Tribune Nord,Restauration / Buvette,27141.69,0.0,2.17
CNS-04037,EVT-STADE-2025-0808,Patinoire Pôle Sud,Buvette Tribune Sud,Restauration / Buvette,54283.52,0.0,4.33
CNS-04038,EVT-STADE-2025-0808,Patinoire Pôle Sud,Boutique Officielle Club,Boutique Merchandising,0.0,118596.68,9.47
CNS-04039,EVT-STADE-2025-0808,Patinoire Pôle Sud,Bar VIP Loges Prestige,Bar VIP Loges,59442.99,20710.35,6.4
CNS-04040,EVT-STADE-2025-0808,Patinoire Pôle Sud,Stand Snacking Parvis,Restauration / Buvette,47935.33,0.0,3.83
CNS-04041,EVT-STADE-2025-0809,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,191674.88,0.0,3.72
CNS-04042,EVT-STADE-2025-0809,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,187165.39,0.0,3.63
CNS-04043,EVT-STADE-2025-0809,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,458311.03,8.89
CNS-04044,EVT-STADE-2025-0809,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,421968.6,88988.29,9.91
