id_releve_lineaire,id_magasin,code_barre_ean,rayon_categorie,nombre_facings_theorique,nombre_facings_constate,taux_conformite_planogramme_pct,taux_rupture_lineaire_pct,statut_stock_lineaire
LIN-02806,MAG-0089,377321661231,Produits Frais,22,21,95.5,4.5,CONFORME
LIN-02807,MAG-0051,321755058678,Traiteur & Plats Cuisinés,16,9,56.2,43.8,CONFORME
LIN-02808,MAG-0120,341812029191,Épicerie Sucrée,19,12,63.2,36.8,CONFORME
LIN-02809,MAG-0149,319700664244,Épicerie Salée,14,14,100.0,0.0,CONFORME
LIN-02810,MAG-0053,370167916057,Traiteur & Plats Cuisinés,21,19,90.5,9.5,CONFORME
LIN-02811,MAG-0086,377109995644,Épicerie Salée,19,6,31.6,68.4,STOCK_FAIBLE
LIN-02812,MAG-0089,367711025788,Épicerie Sucrée,23,11,47.8,52.2,STOCK_FAIBLE
LIN-02813,MAG-0107,341653575821,Épicerie Salée,23,22,95.7,4.3,CONFORME
LIN-02814,MAG-0126,352388638391,Épicerie Sucrée,8,6,75.0,25.0,CONFORME
LIN-02815,MAG-0053,345757977298,Épicerie Salée,14,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02816,MAG-0044,369615355045,Épicerie Salée,12,11,91.7,8.3,CONFORME
LIN-02817,MAG-0064,361399126956,Boissons & Jus,6,4,66.7,33.3,CONFORME
LIN-02818,MAG-0145,363505345356,Épicerie Salée,7,4,57.1,42.9,CONFORME
LIN-02819,MAG-0143,326514016935,Épicerie Sucrée,20,10,50.0,50.0,CONFORME
LIN-02820,MAG-0099,338194976027,Boissons & Jus,7,6,85.7,14.3,CONFORME
LIN-02821,MAG-0149,384905763886,Boulangerie & Pâtisserie,17,12,70.6,29.4,CONFORME
LIN-02822,MAG-0139,359836237222,Produits Frais,19,19,100.0,0.0,CONFORME
LIN-02823,MAG-0093,377783275302,Épicerie Sucrée,24,13,54.2,45.8,CONFORME
LIN-02824,MAG-0022,311870392236,Épicerie Sucrée,18,9,50.0,50.0,CONFORME
LIN-02825,MAG-0020,389929108112,Traiteur & Plats Cuisinés,16,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02826,MAG-0001,360204239631,Épicerie Sucrée,24,12,50.0,50.0,CONFORME
LIN-02827,MAG-0074,337772143966,Boissons & Jus,15,9,60.0,40.0,CONFORME
LIN-02828,MAG-0012,328045738118,Épicerie Salée,21,15,71.4,28.6,CONFORME
LIN-02829,MAG-0069,334509819984,Épicerie Sucrée,8,7,87.5,12.5,CONFORME
LIN-02830,MAG-0125,346898891229,Boissons & Jus,17,4,23.5,76.5,STOCK_FAIBLE
LIN-02831,MAG-0013,336361900106,Produits Frais,22,2,9.1,90.9,STOCK_FAIBLE
LIN-02832,MAG-0141,392201691315,Boulangerie & Pâtisserie,21,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02833,MAG-0139,393326815544,Boulangerie & Pâtisserie,12,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02834,MAG-0032,336816777037,Épicerie Salée,9,8,88.9,11.1,CONFORME
LIN-02835,MAG-0119,364655475805,Épicerie Salée,7,5,71.4,28.6,CONFORME
LIN-02836,MAG-0084,392000087124,Boissons & Jus,24,13,54.2,45.8,CONFORME
LIN-02837,MAG-0016,340175623295,Boissons & Jus,13,11,84.6,15.4,CONFORME
LIN-02838,MAG-0055,394604921238,Produits Frais,17,13,76.5,23.5,CONFORME
LIN-02839,MAG-0023,313851146211,Épicerie Sucrée,15,14,93.3,6.7,CONFORME
LIN-02840,MAG-0037,345757977298,Épicerie Salée,6,2,33.3,66.7,STOCK_FAIBLE
LIN-02841,MAG-0113,396861827319,Boulangerie & Pâtisserie,6,2,33.3,66.7,STOCK_FAIBLE
LIN-02842,MAG-0027,351052662990,Épicerie Salée,16,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02843,MAG-0082,373553995893,Épicerie Sucrée,24,20,83.3,16.7,CONFORME
LIN-02844,MAG-0044,320693301958,Produits Frais,7,6,85.7,14.3,CONFORME
LIN-02845,MAG-0073,377849954309,Épicerie Salée,22,11,50.0,50.0,CONFORME
LIN-02846,MAG-0024,396163165045,Épicerie Sucrée,13,6,46.2,53.8,STOCK_FAIBLE
LIN-02847,MAG-0147,341946590568,Produits Frais,14,12,85.7,14.3,CONFORME
LIN-02848,MAG-0103,315802491559,Produits Frais,14,5,35.7,64.3,STOCK_FAIBLE
LIN-02849,MAG-0085,352185764522,Boissons & Jus,24,12,50.0,50.0,CONFORME
LIN-02850,MAG-0054,399389927661,Boissons & Jus,12,3,25.0,75.0,STOCK_FAIBLE
LIN-02851,MAG-0085,337702354534,Traiteur & Plats Cuisinés,11,4,36.4,63.6,STOCK_FAIBLE
LIN-02852,MAG-0024,314191267544,Boissons & Jus,18,1,5.6,94.4,STOCK_FAIBLE
LIN-02853,MAG-0028,359232683721,Produits Frais,24,17,70.8,29.2,CONFORME
LIN-02854,MAG-0039,378246326417,Traiteur & Plats Cuisinés,12,3,25.0,75.0,STOCK_FAIBLE
LIN-02855,MAG-0116,355430592807,Boissons & Jus,13,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02856,MAG-0036,329168599315,Traiteur & Plats Cuisinés,14,9,64.3,35.7,CONFORME
LIN-02857,MAG-0007,330511855195,Épicerie Sucrée,21,15,71.4,28.6,CONFORME
LIN-02858,MAG-0027,315939820197,Traiteur & Plats Cuisinés,8,7,87.5,12.5,CONFORME
LIN-02859,MAG-0009,354988902467,Épicerie Salée,6,6,100.0,0.0,CONFORME
LIN-02860,MAG-0090,326702593469,Boissons & Jus,16,1,6.2,93.8,STOCK_FAIBLE
LIN-02861,MAG-0098,327838214608,Traiteur & Plats Cuisinés,6,1,16.7,83.3,STOCK_FAIBLE
LIN-02862,MAG-0023,380026241501,Épicerie Sucrée,12,7,58.3,41.7,CONFORME
LIN-02863,MAG-0078,336186087405,Traiteur & Plats Cuisinés,19,8,42.1,57.9,STOCK_FAIBLE
LIN-02864,MAG-0037,311423836341,Produits Frais,13,11,84.6,15.4,CONFORME
LIN-02865,MAG-0118,377321661231,Produits Frais,21,1,4.8,95.2,STOCK_FAIBLE
LIN-02866,MAG-0080,384550463773,Produits Frais,15,4,26.7,73.3,STOCK_FAIBLE
LIN-02867,MAG-0061,358007394884,Épicerie Sucrée,10,6,60.0,40.0,CONFORME
LIN-02868,MAG-0051,348619551127,Boissons & Jus,6,3,50.0,50.0,CONFORME
LIN-02869,MAG-0109,381412376893,Produits Frais,10,4,40.0,60.0,STOCK_FAIBLE
LIN-02870,MAG-0054,397689481959,Boissons & Jus,12,9,75.0,25.0,CONFORME
LIN-02871,MAG-0038,316087460818,Épicerie Sucrée,12,10,83.3,16.7,CONFORME
LIN-02872,MAG-0084,323972099454,Boissons & Jus,12,4,33.3,66.7,STOCK_FAIBLE
LIN-02873,MAG-0045,330168951848,Boulangerie & Pâtisserie,23,22,95.7,4.3,CONFORME
LIN-02874,MAG-0085,340619498804,Produits Frais,23,6,26.1,73.9,STOCK_FAIBLE
LIN-02875,MAG-0054,384589693343,Produits Frais,19,13,68.4,31.6,CONFORME
LIN-02876,MAG-0069,378766864249,Épicerie Sucrée,18,16,88.9,11.1,CONFORME
LIN-02877,MAG-0124,375458678072,Produits Frais,22,12,54.5,45.5,CONFORME
LIN-02878,MAG-0073,356443576919,Boulangerie & Pâtisserie,23,9,39.1,60.9,STOCK_FAIBLE
LIN-02879,MAG-0147,366594162010,Boissons & Jus,16,3,18.8,81.2,STOCK_FAIBLE
LIN-02880,MAG-0030,327248660081,Boulangerie & Pâtisserie,13,8,61.5,38.5,CONFORME
LIN-02881,MAG-0110,338514758341,Épicerie Salée,6,3,50.0,50.0,CONFORME
LIN-02882,MAG-0147,396543225340,Traiteur & Plats Cuisinés,12,6,50.0,50.0,CONFORME
LIN-02883,MAG-0104,325849801975,Traiteur & Plats Cuisinés,11,11,100.0,0.0,CONFORME
LIN-02884,MAG-0044,365606599272,Produits Frais,11,3,27.3,72.7,STOCK_FAIBLE
LIN-02885,MAG-0031,332512150780,Épicerie Sucrée,10,6,60.0,40.0,CONFORME
LIN-02886,MAG-0111,358653674783,Épicerie Sucrée,16,7,43.8,56.2,STOCK_FAIBLE
LIN-02887,MAG-0072,359039240942,Épicerie Sucrée,8,7,87.5,12.5,CONFORME
LIN-02888,MAG-0077,399494894067,Épicerie Salée,12,11,91.7,8.3,CONFORME
LIN-02889,MAG-0056,379224947433,Boulangerie & Pâtisserie,24,17,70.8,29.2,CONFORME
LIN-02890,MAG-0019,320229481101,Épicerie Sucrée,12,7,58.3,41.7,CONFORME
LIN-02891,MAG-0131,392768075922,Traiteur & Plats Cuisinés,9,8,88.9,11.1,CONFORME
LIN-02892,MAG-0079,385764652563,Boulangerie & Pâtisserie,9,1,11.1,88.9,STOCK_FAIBLE
LIN-02893,MAG-0144,396506469733,Boulangerie & Pâtisserie,23,15,65.2,34.8,CONFORME
LIN-02894,MAG-0139,383293934676,Boissons & Jus,20,12,60.0,40.0,CONFORME
LIN-02895,MAG-0106,330001021995,Boulangerie & Pâtisserie,18,17,94.4,5.6,CONFORME
LIN-02896,MAG-0076,378705269387,Boulangerie & Pâtisserie,9,3,33.3,66.7,STOCK_FAIBLE
LIN-02897,MAG-0036,314622087983,Traiteur & Plats Cuisinés,13,2,15.4,84.6,STOCK_FAIBLE
LIN-02898,MAG-0025,367426007473,Traiteur & Plats Cuisinés,17,17,100.0,0.0,CONFORME
LIN-02899,MAG-0015,379390815545,Boulangerie & Pâtisserie,21,10,47.6,52.4,STOCK_FAIBLE
LIN-02900,MAG-0012,326174674281,Épicerie Salée,21,3,14.3,85.7,STOCK_FAIBLE
LIN-02901,MAG-0128,344570713760,Produits Frais,19,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02902,MAG-0081,387574535804,Épicerie Sucrée,16,1,6.2,93.8,STOCK_FAIBLE
LIN-02903,MAG-0083,389591412099,Produits Frais,22,7,31.8,68.2,STOCK_FAIBLE
LIN-02904,MAG-0055,368559535068,Épicerie Sucrée,15,6,40.0,60.0,STOCK_FAIBLE
LIN-02905,MAG-0149,383331408599,Épicerie Sucrée,21,1,4.8,95.2,STOCK_FAIBLE
LIN-02906,MAG-0067,399597213698,Traiteur & Plats Cuisinés,21,7,33.3,66.7,STOCK_FAIBLE
LIN-02907,MAG-0102,373083606820,Épicerie Sucrée,12,10,83.3,16.7,CONFORME
LIN-02908,MAG-0107,350466258523,Épicerie Salée,17,13,76.5,23.5,CONFORME
LIN-02909,MAG-0084,381441950554,Traiteur & Plats Cuisinés,22,6,27.3,72.7,STOCK_FAIBLE
LIN-02910,MAG-0067,325750276278,Traiteur & Plats Cuisinés,8,8,100.0,0.0,CONFORME
LIN-02911,MAG-0143,397880986382,Traiteur & Plats Cuisinés,24,13,54.2,45.8,CONFORME
LIN-02912,MAG-0108,380583551836,Épicerie Salée,11,6,54.5,45.5,CONFORME
LIN-02913,MAG-0039,377783275302,Épicerie Sucrée,11,11,100.0,0.0,CONFORME
LIN-02914,MAG-0127,377237834774,Épicerie Sucrée,11,7,63.6,36.4,CONFORME
LIN-02915,MAG-0013,316311992503,Produits Frais,19,11,57.9,42.1,CONFORME
LIN-02916,MAG-0116,377652752753,Traiteur & Plats Cuisinés,19,19,100.0,0.0,CONFORME
LIN-02917,MAG-0092,383187021979,Épicerie Salée,10,4,40.0,60.0,STOCK_FAIBLE
LIN-02918,MAG-0081,358427079986,Traiteur & Plats Cuisinés,10,1,10.0,90.0,STOCK_FAIBLE
LIN-02919,MAG-0062,310762826619,Épicerie Salée,13,9,69.2,30.8,CONFORME
LIN-02920,MAG-0148,381411630070,Traiteur & Plats Cuisinés,22,14,63.6,36.4,CONFORME
LIN-02921,MAG-0073,320446564301,Produits Frais,12,11,91.7,8.3,CONFORME
LIN-02922,MAG-0022,345074259234,Épicerie Sucrée,24,22,91.7,8.3,CONFORME
LIN-02923,MAG-0030,364835730461,Produits Frais,22,8,36.4,63.6,STOCK_FAIBLE
LIN-02924,MAG-0074,328066379203,Traiteur & Plats Cuisinés,16,11,68.8,31.2,CONFORME
LIN-02925,MAG-0100,314724328992,Traiteur & Plats Cuisinés,9,1,11.1,88.9,STOCK_FAIBLE
LIN-02926,MAG-0118,348976811064,Boulangerie & Pâtisserie,21,4,19.0,81.0,STOCK_FAIBLE
LIN-02927,MAG-0057,350276471466,Boulangerie & Pâtisserie,8,2,25.0,75.0,STOCK_FAIBLE
LIN-02928,MAG-0021,310074106372,Produits Frais,15,5,33.3,66.7,STOCK_FAIBLE
LIN-02929,MAG-0125,396957750239,Épicerie Sucrée,15,2,13.3,86.7,STOCK_FAIBLE
LIN-02930,MAG-0120,334475193259,Boissons & Jus,7,7,100.0,0.0,CONFORME
LIN-02931,MAG-0145,349978879279,Traiteur & Plats Cuisinés,8,3,37.5,62.5,STOCK_FAIBLE
LIN-02932,MAG-0116,322246636167,Épicerie Salée,15,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02933,MAG-0046,395646914437,Boulangerie & Pâtisserie,20,1,5.0,95.0,STOCK_FAIBLE
LIN-02934,MAG-0038,389647191410,Épicerie Salée,23,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02935,MAG-0096,315932505174,Traiteur & Plats Cuisinés,11,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02936,MAG-0023,390070343508,Produits Frais,15,15,100.0,0.0,CONFORME
LIN-02937,MAG-0086,339507282032,Boulangerie & Pâtisserie,21,1,4.8,95.2,STOCK_FAIBLE
LIN-02938,MAG-0108,389043660445,Boissons & Jus,18,5,27.8,72.2,STOCK_FAIBLE
LIN-02939,MAG-0058,357359386538,Épicerie Sucrée,16,3,18.8,81.2,STOCK_FAIBLE
LIN-02940,MAG-0062,320846054418,Produits Frais,17,16,94.1,5.9,CONFORME
LIN-02941,MAG-0011,354199927720,Boulangerie & Pâtisserie,11,9,81.8,18.2,CONFORME
LIN-02942,MAG-0145,333435551198,Épicerie Sucrée,15,15,100.0,0.0,CONFORME
LIN-02943,MAG-0120,394155434538,Épicerie Sucrée,11,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02944,MAG-0068,388719498993,Épicerie Sucrée,23,12,52.2,47.8,CONFORME
LIN-02945,MAG-0146,345831794917,Épicerie Salée,12,1,8.3,91.7,STOCK_FAIBLE
LIN-02946,MAG-0051,341908354223,Boulangerie & Pâtisserie,7,1,14.3,85.7,STOCK_FAIBLE
LIN-02947,MAG-0056,373052628577,Épicerie Salée,23,19,82.6,17.4,CONFORME
LIN-02948,MAG-0032,381111817609,Épicerie Salée,13,6,46.2,53.8,STOCK_FAIBLE
LIN-02949,MAG-0110,388121370782,Boulangerie & Pâtisserie,16,3,18.8,81.2,STOCK_FAIBLE
LIN-02950,MAG-0111,340976970335,Produits Frais,19,15,78.9,21.1,CONFORME
LIN-02951,MAG-0042,317184527507,Produits Frais,19,1,5.3,94.7,STOCK_FAIBLE
LIN-02952,MAG-0018,370357463155,Épicerie Sucrée,10,9,90.0,10.0,CONFORME
LIN-02953,MAG-0125,395795192089,Épicerie Salée,6,6,100.0,0.0,CONFORME
LIN-02954,MAG-0081,395276693653,Épicerie Salée,15,14,93.3,6.7,CONFORME
LIN-02955,MAG-0012,391376802471,Boulangerie & Pâtisserie,15,6,40.0,60.0,STOCK_FAIBLE
LIN-02956,MAG-0148,312132254570,Produits Frais,20,2,10.0,90.0,STOCK_FAIBLE
LIN-02957,MAG-0035,363299256955,Épicerie Salée,7,4,57.1,42.9,CONFORME
LIN-02958,MAG-0123,367861563870,Boulangerie & Pâtisserie,22,10,45.5,54.5,STOCK_FAIBLE
LIN-02959,MAG-0139,332425989960,Traiteur & Plats Cuisinés,7,6,85.7,14.3,CONFORME
LIN-02960,MAG-0082,378037407470,Produits Frais,8,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02961,MAG-0051,321518947807,Boulangerie & Pâtisserie,23,13,56.5,43.5,CONFORME
LIN-02962,MAG-0075,366673252147,Traiteur & Plats Cuisinés,22,22,100.0,0.0,CONFORME
LIN-02963,MAG-0009,366667183062,Épicerie Salée,19,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02964,MAG-0098,325172938510,Épicerie Salée,14,2,14.3,85.7,STOCK_FAIBLE
LIN-02965,MAG-0079,346651584396,Boissons & Jus,24,3,12.5,87.5,STOCK_FAIBLE
LIN-02966,MAG-0034,314567128005,Traiteur & Plats Cuisinés,19,8,42.1,57.9,STOCK_FAIBLE
LIN-02967,MAG-0026,348331463994,Traiteur & Plats Cuisinés,6,3,50.0,50.0,CONFORME
LIN-02968,MAG-0042,323593039539,Épicerie Sucrée,16,13,81.2,18.8,CONFORME
LIN-02969,MAG-0031,320928325117,Épicerie Sucrée,23,6,26.1,73.9,STOCK_FAIBLE
LIN-02970,MAG-0090,319986198331,Épicerie Sucrée,23,13,56.5,43.5,CONFORME
LIN-02971,MAG-0115,312412970933,Épicerie Sucrée,23,2,8.7,91.3,STOCK_FAIBLE
LIN-02972,MAG-0016,351220261900,Épicerie Sucrée,11,2,18.2,81.8,STOCK_FAIBLE
LIN-02973,MAG-0121,329452436823,Épicerie Salée,24,24,100.0,0.0,CONFORME
LIN-02974,MAG-0016,356419316562,Épicerie Sucrée,8,3,37.5,62.5,STOCK_FAIBLE
LIN-02975,MAG-0012,332567161396,Traiteur & Plats Cuisinés,15,15,100.0,0.0,CONFORME
LIN-02976,MAG-0065,391289908596,Produits Frais,9,5,55.6,44.4,CONFORME
LIN-02977,MAG-0005,336816777037,Épicerie Salée,22,12,54.5,45.5,CONFORME
LIN-02978,MAG-0062,335037411864,Boissons & Jus,12,1,8.3,91.7,STOCK_FAIBLE
LIN-02979,MAG-0019,394194463048,Épicerie Sucrée,12,6,50.0,50.0,CONFORME
LIN-02980,MAG-0069,353655046509,Boulangerie & Pâtisserie,24,11,45.8,54.2,STOCK_FAIBLE
LIN-02981,MAG-0137,338769386763,Épicerie Sucrée,20,13,65.0,35.0,CONFORME
LIN-02982,MAG-0109,356303664672,Épicerie Sucrée,14,12,85.7,14.3,CONFORME
LIN-02983,MAG-0089,313752321022,Boulangerie & Pâtisserie,9,8,88.9,11.1,CONFORME
LIN-02984,MAG-0022,347011682827,Boulangerie & Pâtisserie,21,13,61.9,38.1,CONFORME
LIN-02985,MAG-0012,315505301605,Boissons & Jus,11,8,72.7,27.3,CONFORME
LIN-02986,MAG-0021,330605756836,Épicerie Salée,15,3,20.0,80.0,STOCK_FAIBLE
LIN-02987,MAG-0073,369109808120,Boissons & Jus,7,1,14.3,85.7,STOCK_FAIBLE
LIN-02988,MAG-0089,399989126544,Traiteur & Plats Cuisinés,23,8,34.8,65.2,STOCK_FAIBLE
LIN-02989,MAG-0080,376119937604,Boissons & Jus,8,8,100.0,0.0,CONFORME
LIN-02990,MAG-0019,312944295447,Traiteur & Plats Cuisinés,23,12,52.2,47.8,CONFORME
LIN-02991,MAG-0094,335736978813,Boissons & Jus,18,14,77.8,22.2,CONFORME
LIN-02992,MAG-0052,368801384274,Boulangerie & Pâtisserie,7,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-02993,MAG-0119,370306911675,Produits Frais,22,20,90.9,9.1,CONFORME
LIN-02994,MAG-0043,355586197450,Épicerie Sucrée,23,3,13.0,87.0,STOCK_FAIBLE
LIN-02995,MAG-0102,393480328706,Boissons & Jus,16,1,6.2,93.8,STOCK_FAIBLE
LIN-02996,MAG-0048,365754090142,Épicerie Salée,12,1,8.3,91.7,STOCK_FAIBLE
LIN-02997,MAG-0117,388382640447,Produits Frais,14,7,50.0,50.0,CONFORME
LIN-02998,MAG-0028,377752831604,Traiteur & Plats Cuisinés,14,4,28.6,71.4,STOCK_FAIBLE
LIN-02999,MAG-0056,393634669872,Boissons & Jus,16,9,56.2,43.8,CONFORME
LIN-03000,MAG-0081,330758491213,Épicerie Salée,21,15,71.4,28.6,CONFORME
LIN-03001,MAG-0148,387882593685,Épicerie Sucrée,24,8,33.3,66.7,STOCK_FAIBLE
LIN-03002,MAG-0059,324724387993,Épicerie Sucrée,7,1,14.3,85.7,STOCK_FAIBLE
LIN-03003,MAG-0052,386329760602,Épicerie Salée,15,14,93.3,6.7,CONFORME
LIN-03004,MAG-0149,350861892367,Épicerie Salée,17,5,29.4,70.6,STOCK_FAIBLE
LIN-03005,MAG-0011,320059571265,Boissons & Jus,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-03006,MAG-0089,392281329407,Produits Frais,17,1,5.9,94.1,STOCK_FAIBLE
LIN-03007,MAG-0127,399714514061,Boulangerie & Pâtisserie,14,14,100.0,0.0,CONFORME
LIN-03008,MAG-0026,324869481044,Produits Frais,11,9,81.8,18.2,CONFORME
LIN-03009,MAG-0124,358680678735,Produits Frais,18,1,5.6,94.4,STOCK_FAIBLE
LIN-03010,MAG-0066,322277317828,Traiteur & Plats Cuisinés,11,4,36.4,63.6,STOCK_FAIBLE
LIN-03011,MAG-0090,379475305156,Boulangerie & Pâtisserie,8,7,87.5,12.5,CONFORME
LIN-03012,MAG-0065,374458401662,Épicerie Sucrée,6,4,66.7,33.3,CONFORME
LIN-03013,MAG-0095,399914175197,Traiteur & Plats Cuisinés,8,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-03014,MAG-0134,350098683646,Produits Frais,14,10,71.4,28.6,CONFORME
LIN-03015,MAG-0103,393480328706,Boissons & Jus,14,2,14.3,85.7,STOCK_FAIBLE
LIN-03016,MAG-0038,379271681586,Épicerie Salée,21,20,95.2,4.8,CONFORME
LIN-03017,MAG-0028,315356492861,Boissons & Jus,12,12,100.0,0.0,CONFORME
LIN-03018,MAG-0116,322111183809,Produits Frais,11,6,54.5,45.5,CONFORME
LIN-03019,MAG-0079,362098204055,Produits Frais,6,5,83.3,16.7,CONFORME
LIN-03020,MAG-0079,385693599119,Traiteur & Plats Cuisinés,14,14,100.0,0.0,CONFORME
LIN-03021,MAG-0121,361731801254,Épicerie Salée,17,11,64.7,35.3,CONFORME
LIN-03022,MAG-0065,317197569510,Boulangerie & Pâtisserie,11,11,100.0,0.0,CONFORME
LIN-03023,MAG-0021,366251062722,Traiteur & Plats Cuisinés,22,10,45.5,54.5,STOCK_FAIBLE
LIN-03024,MAG-0006,312495218521,Épicerie Sucrée,21,15,71.4,28.6,CONFORME
LIN-03025,MAG-0050,357176083783,Épicerie Sucrée,9,1,11.1,88.9,STOCK_FAIBLE
LIN-03026,MAG-0031,362388013963,Boissons & Jus,15,15,100.0,0.0,CONFORME
LIN-03027,MAG-0062,324657329723,Traiteur & Plats Cuisinés,15,7,46.7,53.3,STOCK_FAIBLE
LIN-03028,MAG-0066,351434923961,Boulangerie & Pâtisserie,10,3,30.0,70.0,STOCK_FAIBLE
LIN-03029,MAG-0001,383410074945,Traiteur & Plats Cuisinés,21,15,71.4,28.6,CONFORME
LIN-03030,MAG-0145,388741281010,Traiteur & Plats Cuisinés,19,3,15.8,84.2,STOCK_FAIBLE
LIN-03031,MAG-0099,312946945540,Produits Frais,10,4,40.0,60.0,STOCK_FAIBLE
LIN-03032,MAG-0150,382273532742,Produits Frais,7,2,28.6,71.4,STOCK_FAIBLE
LIN-03033,MAG-0078,346999566585,Épicerie Salée,22,17,77.3,22.7,CONFORME
LIN-03034,MAG-0062,322213480876,Boulangerie & Pâtisserie,15,12,80.0,20.0,CONFORME
LIN-03035,MAG-0004,347993298880,Traiteur & Plats Cuisinés,24,6,25.0,75.0,STOCK_FAIBLE
LIN-03036,MAG-0126,331117945986,Boissons & Jus,18,2,11.1,88.9,STOCK_FAIBLE
LIN-03037,MAG-0030,314449839163,Boulangerie & Pâtisserie,8,5,62.5,37.5,CONFORME
LIN-03038,MAG-0101,330631761251,Épicerie Salée,16,11,68.8,31.2,CONFORME
LIN-03039,MAG-0050,326046783310,Épicerie Sucrée,12,11,91.7,8.3,CONFORME
LIN-03040,MAG-0003,376706913435,Épicerie Sucrée,10,1,10.0,90.0,STOCK_FAIBLE
LIN-03041,MAG-0101,346362095104,Traiteur & Plats Cuisinés,16,12,75.0,25.0,CONFORME
LIN-03042,MAG-0001,397893742238,Épicerie Sucrée,18,8,44.4,55.6,STOCK_FAIBLE
LIN-03043,MAG-0141,321426330187,Boissons & Jus,19,14,73.7,26.3,CONFORME
LIN-03044,MAG-0055,389692808036,Boulangerie & Pâtisserie,19,7,36.8,63.2,STOCK_FAIBLE
LIN-03045,MAG-0057,315356492861,Boissons & Jus,14,13,92.9,7.1,CONFORME
LIN-03046,MAG-0090,335038139107,Boissons & Jus,9,6,66.7,33.3,CONFORME
LIN-03047,MAG-0120,316166038560,Boissons & Jus,22,20,90.9,9.1,CONFORME
LIN-03048,MAG-0011,312550502221,Épicerie Salée,14,5,35.7,64.3,STOCK_FAIBLE
LIN-03049,MAG-0142,377740078022,Produits Frais,15,8,53.3,46.7,CONFORME
LIN-03050,MAG-0029,394181041246,Épicerie Sucrée,15,4,26.7,73.3,STOCK_FAIBLE
LIN-03051,MAG-0022,324460103169,Boissons & Jus,12,4,33.3,66.7,STOCK_FAIBLE
LIN-03052,MAG-0097,330001021995,Boulangerie & Pâtisserie,20,14,70.0,30.0,CONFORME
LIN-03053,MAG-0084,396633467458,Produits Frais,15,2,13.3,86.7,STOCK_FAIBLE
LIN-03054,MAG-0147,323817833989,Boulangerie & Pâtisserie,13,13,100.0,0.0,CONFORME
LIN-03055,MAG-0029,396246644027,Boulangerie & Pâtisserie,9,2,22.2,77.8,STOCK_FAIBLE
LIN-03056,MAG-0139,351624630988,Boissons & Jus,9,7,77.8,22.2,CONFORME
LIN-03057,MAG-0068,368077521729,Boissons & Jus,14,2,14.3,85.7,STOCK_FAIBLE
LIN-03058,MAG-0125,310329038944,Épicerie Salée,7,2,28.6,71.4,STOCK_FAIBLE
LIN-03059,MAG-0130,356869497614,Épicerie Salée,15,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-03060,MAG-0016,382128660770,Boulangerie & Pâtisserie,7,5,71.4,28.6,CONFORME
LIN-03061,MAG-0078,374274747057,Épicerie Salée,9,1,11.1,88.9,STOCK_FAIBLE
LIN-03062,MAG-0113,396377184518,Épicerie Salée,17,9,52.9,47.1,CONFORME
LIN-03063,MAG-0088,376503141795,Boulangerie & Pâtisserie,24,2,8.3,91.7,STOCK_FAIBLE
LIN-03064,MAG-0017,345375180603,Traiteur & Plats Cuisinés,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-03065,MAG-0113,337401583575,Épicerie Salée,7,1,14.3,85.7,STOCK_FAIBLE
LIN-03066,MAG-0120,353505248865,Produits Frais,20,19,95.0,5.0,CONFORME
LIN-03067,MAG-0034,364599068393,Boissons & Jus,15,9,60.0,40.0,CONFORME
LIN-03068,MAG-0137,319250116349,Produits Frais,16,7,43.8,56.2,STOCK_FAIBLE
LIN-03069,MAG-0144,391326906035,Boissons & Jus,14,10,71.4,28.6,CONFORME
LIN-03070,MAG-0091,367134503355,Produits Frais,7,3,42.9,57.1,STOCK_FAIBLE
LIN-03071,MAG-0034,366732783711,Boulangerie & Pâtisserie,18,7,38.9,61.1,STOCK_FAIBLE
LIN-03072,MAG-0069,329834519193,Boulangerie & Pâtisserie,11,3,27.3,72.7,STOCK_FAIBLE
LIN-03073,MAG-0110,314092864043,Boulangerie & Pâtisserie,18,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-03074,MAG-0131,373637684659,Épicerie Sucrée,7,1,14.3,85.7,STOCK_FAIBLE
LIN-03075,MAG-0058,383084538701,Épicerie Salée,23,8,34.8,65.2,STOCK_FAIBLE
LIN-03076,MAG-0045,313640276526,Boulangerie & Pâtisserie,6,6,100.0,0.0,CONFORME
