id_releve_panier,commune,code_departement,nom_region,rayon_categorie,prix_moyen_panier_eur,marge_brute_pct,part_produits_bio_pct,part_marques_distributeur_pct
PAN-00750,Paris,75 - Paris,Île-de-France,Boulangerie,78.6,32.2,31.2,32.6
PAN-00751,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,36.68,40.1,35.9,40.6
PAN-00752,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,48.2,29.5,18.1,40.9
PAN-00753,Paris,75 - Paris,Île-de-France,Produits Frais,48.88,25.5,21.5,35.7
PAN-00754,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,33.81,30.5,23.9,41.2
PAN-00755,Lille,59 - Nord,Hauts-de-France,Surgelés,55.69,42.8,37.3,51.6
PAN-00756,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,79.08,31.3,32.5,52.9
PAN-00757,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,93.42,39.9,34.1,29.2
PAN-00758,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,40.07,46.0,28.2,34.3
PAN-00759,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,69.98,22.3,15.1,51.8
PAN-00760,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,36.14,24.2,30.9,28.1
PAN-00761,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,53.93,37.8,28.8,49.9
PAN-00762,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,57.62,32.7,31.8,27.1
PAN-00763,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,87.53,27.3,26.2,31.9
PAN-00764,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,79.45,25.3,23.7,34.8
PAN-00765,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,42.69,44.3,31.7,27.2
PAN-00766,Paris,75 - Paris,Île-de-France,Boissons,79.06,48.4,13.7,27.4
PAN-00767,Lille,59 - Nord,Hauts-de-France,Surgelés,34.81,27.6,29.6,42.1
PAN-00768,Paris,75 - Paris,Île-de-France,Boissons,65.94,24.4,16.8,42.3
PAN-00769,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,87.29,23.2,21.6,40.6
PAN-00770,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,63.14,28.2,18.0,40.2
PAN-00771,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,92.74,33.7,13.2,30.1
PAN-00772,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,37.25,43.7,27.5,36.2
PAN-00773,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,93.58,39.2,24.9,25.8
PAN-00774,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,72.99,26.4,30.5,45.4
PAN-00775,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,29.32,33.2,18.4,47.6
PAN-00776,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,53.54,27.3,21.4,26.3
PAN-00777,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,33.85,24.6,24.0,26.9
PAN-00778,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,93.5,32.3,36.3,34.6
PAN-00779,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,54.37,47.0,27.3,36.7
PAN-00780,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,80.71,22.2,18.2,37.4
PAN-00781,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,31.77,39.3,21.2,44.4
PAN-00782,Paris,75 - Paris,Île-de-France,Surgelés,64.92,42.1,30.1,34.5
PAN-00783,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,64.5,41.7,23.4,39.9
PAN-00784,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,44.17,47.7,16.8,36.5
PAN-00785,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,76.5,26.3,16.9,38.2
PAN-00786,Paris,75 - Paris,Île-de-France,Produits Laitiers,28.67,46.1,27.2,50.3
PAN-00787,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,89.87,41.7,15.1,28.7
PAN-00788,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,81.55,37.1,37.6,52.8
PAN-00789,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,33.5,27.2,32.3,36.9
PAN-00790,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,44.77,40.1,13.1,38.4
PAN-00791,Lille,59 - Nord,Hauts-de-France,Boulangerie,58.69,24.0,32.2,35.4
PAN-00792,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,78.57,39.1,19.8,31.6
PAN-00793,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,81.32,46.4,36.8,45.0
PAN-00794,Paris,75 - Paris,Île-de-France,Épicerie,50.35,41.0,22.6,49.4
PAN-00795,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,69.02,46.6,28.1,37.6
PAN-00796,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,53.96,34.4,16.4,48.6
PAN-00797,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,60.1,36.0,19.8,28.8
PAN-00798,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,87.15,25.9,22.4,38.3
PAN-00799,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,74.67,46.6,30.3,43.4
PAN-00800,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,60.88,39.0,23.9,43.6
PAN-00801,Lille,59 - Nord,Hauts-de-France,Produits Frais,73.6,42.4,20.8,25.7
PAN-00802,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,93.35,38.9,23.1,32.4
PAN-00803,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,85.58,38.0,16.4,44.1
PAN-00804,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,90.65,32.6,26.7,39.3
PAN-00805,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,61.62,30.1,23.6,28.9
PAN-00806,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,36.03,38.4,16.6,54.2
PAN-00807,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,94.13,32.2,33.0,37.9
PAN-00808,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,94.61,30.0,24.6,43.0
PAN-00809,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,38.33,31.0,29.6,36.4
PAN-00810,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,58.43,46.8,17.1,34.1
PAN-00811,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,74.79,47.0,32.0,31.1
PAN-00812,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,34.65,48.1,29.9,43.0
PAN-00813,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,39.72,27.5,13.7,50.5
PAN-00814,Paris,75 - Paris,Île-de-France,Produits Laitiers,85.46,25.3,33.4,31.4
PAN-00815,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,41.93,35.8,17.1,31.8
PAN-00816,Paris,75 - Paris,Île-de-France,Produits Laitiers,60.39,41.3,28.4,40.7
PAN-00817,Lille,59 - Nord,Hauts-de-France,Surgelés,41.33,37.3,28.0,49.5
PAN-00818,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,40.56,39.3,17.0,52.3
PAN-00819,Paris,75 - Paris,Île-de-France,Épicerie,82.7,25.2,23.5,33.5
PAN-00820,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,37.63,36.9,31.7,39.5
PAN-00821,Paris,75 - Paris,Île-de-France,Produits Frais,50.82,26.7,18.6,47.0
PAN-00822,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,62.09,35.5,33.4,45.3
PAN-00823,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,52.56,34.0,29.3,36.2
PAN-00824,Paris,75 - Paris,Île-de-France,Boissons,51.13,36.6,34.9,25.4
PAN-00825,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,34.73,47.1,13.8,44.3
PAN-00826,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,46.82,29.7,21.3,35.6
PAN-00827,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,37.37,22.2,16.5,43.0
PAN-00828,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,65.48,43.4,35.0,30.9
PAN-00829,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,76.76,44.4,29.7,37.7
PAN-00830,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,37.76,42.1,30.4,43.2
PAN-00831,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,55.3,35.7,20.7,37.8
PAN-00832,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,89.88,40.4,15.7,45.9
PAN-00833,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,72.59,33.9,28.4,39.1
PAN-00834,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,65.73,46.4,29.2,36.4
PAN-00835,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,72.68,36.6,32.3,35.4
PAN-00836,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,92.04,34.5,21.4,38.8
PAN-00837,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,34.75,31.4,29.5,47.7
PAN-00838,Lille,59 - Nord,Hauts-de-France,Boulangerie,70.66,39.3,26.0,30.5
PAN-00839,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,37.41,25.9,15.7,55.0
PAN-00840,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,84.92,24.4,36.6,25.2
PAN-00841,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,66.72,31.2,16.6,53.0
PAN-00842,Lille,59 - Nord,Hauts-de-France,Produits Frais,87.28,46.7,26.2,28.7
PAN-00843,Lille,59 - Nord,Hauts-de-France,Boissons,77.95,46.1,28.7,41.6
PAN-00844,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,57.03,42.1,36.1,48.9
PAN-00845,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,32.18,28.5,29.2,39.5
PAN-00846,Paris,75 - Paris,Île-de-France,Produits Frais,70.96,29.3,16.5,50.4
PAN-00847,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,32.46,38.9,15.3,39.9
PAN-00848,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,37.89,46.0,30.3,34.9
PAN-00849,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,74.0,47.1,17.9,35.9
PAN-00850,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,52.08,43.9,21.9,27.7
PAN-00851,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,58.29,22.6,17.2,30.2
PAN-00852,Paris,75 - Paris,Île-de-France,Surgelés,70.43,34.2,20.7,54.3
PAN-00853,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,50.98,33.7,17.6,26.8
PAN-00854,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,57.47,32.3,32.8,43.1
PAN-00855,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,56.6,44.6,22.0,51.3
PAN-00856,Lille,59 - Nord,Hauts-de-France,Produits Frais,66.55,43.6,23.3,33.8
PAN-00857,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,37.59,32.3,24.6,44.7
PAN-00858,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,59.16,45.8,22.1,33.7
PAN-00859,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,40.39,40.6,30.7,30.6
PAN-00860,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,81.04,43.1,35.4,46.7
PAN-00861,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,36.83,48.2,36.2,47.5
PAN-00862,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,93.68,34.7,37.7,52.0
PAN-00863,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,47.9,23.9,32.1,44.7
PAN-00864,Paris,75 - Paris,Île-de-France,Produits Laitiers,87.98,36.8,31.7,40.4
PAN-00865,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,83.93,41.6,32.0,46.7
PAN-00866,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,29.57,47.7,25.0,37.3
PAN-00867,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,71.07,40.0,19.5,39.0
PAN-00868,Lille,59 - Nord,Hauts-de-France,Épicerie,48.31,28.1,21.2,53.4
PAN-00869,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,29.94,35.3,20.1,50.8
PAN-00870,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,54.09,34.1,24.6,50.5
PAN-00871,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,81.78,43.7,17.2,41.8
PAN-00872,Paris,75 - Paris,Île-de-France,Produits Laitiers,81.51,47.7,14.5,36.0
PAN-00873,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,30.58,31.6,17.6,37.4
PAN-00874,Paris,75 - Paris,Île-de-France,Boissons,66.14,35.0,27.0,25.7
PAN-00875,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,64.4,42.1,21.6,36.3
PAN-00876,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,43.29,34.6,17.5,32.6
PAN-00877,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,87.62,45.9,37.4,29.5
PAN-00878,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,50.97,31.5,17.8,37.6
PAN-00879,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,82.75,34.9,25.5,42.4
PAN-00880,Paris,75 - Paris,Île-de-France,Produits Laitiers,90.25,42.3,35.6,50.6
PAN-00881,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,93.33,30.8,23.9,29.9
PAN-00882,Lille,59 - Nord,Hauts-de-France,Produits Frais,48.9,36.6,23.1,37.3
PAN-00883,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,42.42,44.6,36.2,33.9
PAN-00884,Paris,75 - Paris,Île-de-France,Boissons,75.09,29.8,27.2,45.4
PAN-00885,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,29.93,45.2,22.5,42.3
PAN-00886,Paris,75 - Paris,Île-de-France,Surgelés,93.33,32.6,16.4,25.2
PAN-00887,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,71.98,36.6,21.6,46.3
PAN-00888,Paris,75 - Paris,Île-de-France,Épicerie,61.89,29.7,18.3,30.9
PAN-00889,Paris,75 - Paris,Île-de-France,Produits Frais,89.72,40.5,36.2,53.0
PAN-00890,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,37.24,27.2,25.8,38.5
PAN-00891,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,91.39,37.9,35.0,53.6
PAN-00892,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,38.36,35.3,33.7,25.2
PAN-00893,Paris,75 - Paris,Île-de-France,Produits Frais,91.56,25.3,33.2,33.5
PAN-00894,Paris,75 - Paris,Île-de-France,Produits Laitiers,70.71,35.9,29.3,26.4
PAN-00895,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,42.68,25.3,27.6,47.6
PAN-00896,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,28.99,27.0,22.1,28.9
PAN-00897,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,76.47,36.6,15.9,42.8
PAN-00898,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,34.54,25.8,31.4,51.0
PAN-00899,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,54.89,41.6,34.3,53.4
PAN-00900,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,81.66,47.1,36.3,38.6
PAN-00901,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,40.48,23.7,35.2,39.0
PAN-00902,Paris,75 - Paris,Île-de-France,Boissons,76.5,25.8,32.1,53.9
PAN-00903,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,89.67,24.0,31.8,44.0
PAN-00904,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,69.6,38.6,30.2,44.0
PAN-00905,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,51.89,47.0,37.1,29.3
PAN-00906,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,34.26,37.8,24.2,53.4
PAN-00907,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,85.14,34.6,35.9,42.9
PAN-00908,Paris,75 - Paris,Île-de-France,Surgelés,35.4,45.1,12.1,50.2
PAN-00909,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,72.22,41.5,28.2,47.9
PAN-00910,Lille,59 - Nord,Hauts-de-France,Produits Frais,85.13,38.0,23.7,48.3
PAN-00911,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,89.75,47.1,37.4,45.9
PAN-00912,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,54.11,38.9,30.9,45.4
PAN-00913,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,42.18,31.1,21.6,38.0
PAN-00914,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,47.9,37.2,24.7,39.1
PAN-00915,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,60.8,31.8,34.6,30.5
PAN-00916,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,72.21,26.4,14.2,39.2
PAN-00917,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,55.63,48.2,22.9,40.3
PAN-00918,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,59.5,39.3,28.2,53.9
PAN-00919,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,52.3,44.1,34.2,36.3
PAN-00920,Lille,59 - Nord,Hauts-de-France,Épicerie,59.58,33.2,13.2,41.6
PAN-00921,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,86.68,25.3,24.8,48.2
PAN-00922,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,38.41,39.9,37.2,50.4
PAN-00923,Lille,59 - Nord,Hauts-de-France,Boulangerie,92.28,33.9,13.2,51.5
PAN-00924,Lille,59 - Nord,Hauts-de-France,Épicerie,50.72,24.6,19.8,38.0
PAN-00925,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,44.16,25.7,22.2,37.5
PAN-00926,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,46.54,43.4,32.9,25.6
PAN-00927,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,93.91,46.3,25.8,29.8
PAN-00928,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,78.91,36.4,30.8,31.3
PAN-00929,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,59.36,37.6,31.0,52.9
PAN-00930,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,87.67,47.6,14.9,36.9
PAN-00931,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,89.14,42.1,31.1,48.5
PAN-00932,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,69.35,46.9,15.3,46.4
PAN-00933,Paris,75 - Paris,Île-de-France,Produits Frais,79.73,23.3,15.7,37.8
PAN-00934,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,50.18,29.3,28.6,54.9
PAN-00935,Paris,75 - Paris,Île-de-France,Produits Laitiers,76.12,22.6,28.6,26.8
PAN-00936,Paris,75 - Paris,Île-de-France,Surgelés,72.35,34.4,14.7,52.4
PAN-00937,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,49.96,31.7,23.8,51.9
PAN-00938,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,62.32,28.3,36.6,26.9
PAN-00939,Lille,59 - Nord,Hauts-de-France,Produits Frais,59.27,30.6,25.2,37.7
PAN-00940,Paris,75 - Paris,Île-de-France,Boissons,57.2,27.7,18.8,54.7
PAN-00941,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,82.93,29.6,17.5,25.4
PAN-00942,Paris,75 - Paris,Île-de-France,Boissons,85.74,29.4,25.6,53.5
PAN-00943,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,91.62,45.3,30.1,50.7
PAN-00944,Paris,75 - Paris,Île-de-France,Boissons,36.66,32.2,27.0,39.6
PAN-00945,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,69.38,43.3,37.2,25.3
PAN-00946,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,37.06,46.2,21.2,53.9
PAN-00947,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,83.04,23.6,37.5,25.1
PAN-00948,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,74.84,24.7,33.4,51.6
PAN-00949,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,38.24,29.3,15.6,35.7
PAN-00950,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,41.84,36.8,17.2,37.8
PAN-00951,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,68.98,46.6,16.8,31.8
PAN-00952,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,70.15,31.8,23.6,54.0
PAN-00953,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,67.83,38.1,30.2,29.4
PAN-00954,Lille,59 - Nord,Hauts-de-France,Boulangerie,56.84,30.8,15.6,37.4
PAN-00955,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,67.89,22.2,36.3,51.6
PAN-00956,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,84.74,31.5,31.0,37.7
PAN-00957,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,50.37,24.3,32.4,38.2
PAN-00958,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,53.66,42.2,26.7,38.8
PAN-00959,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,65.51,38.7,24.5,49.8
PAN-00960,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,61.97,39.8,37.4,49.4
PAN-00961,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,70.61,24.1,29.7,38.2
PAN-00962,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,30.54,26.1,12.2,28.1
PAN-00963,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,54.07,22.7,28.1,54.3
PAN-00964,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,69.62,38.0,12.2,28.9
PAN-00965,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,43.79,47.4,19.2,53.6
PAN-00966,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,69.85,28.8,34.1,52.5
PAN-00967,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,65.94,38.5,30.6,47.8
PAN-00968,Lille,59 - Nord,Hauts-de-France,Surgelés,59.59,23.7,34.6,27.9
PAN-00969,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,47.99,45.0,22.9,35.6
PAN-00970,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,77.79,26.8,23.2,47.6
PAN-00971,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,88.69,31.5,14.8,46.0
PAN-00972,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,87.88,35.3,35.1,55.0
PAN-00973,Lille,59 - Nord,Hauts-de-France,Produits Frais,70.54,27.1,12.6,36.2
PAN-00974,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,94.29,32.4,16.0,46.2
PAN-00975,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,42.33,33.0,17.1,26.7
PAN-00976,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,71.12,39.7,31.8,48.1
PAN-00977,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,76.24,26.2,18.2,36.8
PAN-00978,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,58.15,36.0,29.9,43.3
PAN-00979,Lille,59 - Nord,Hauts-de-France,Produits Frais,82.13,28.9,12.5,26.7
PAN-00980,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,35.61,46.7,34.5,33.5
PAN-00981,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,75.05,22.9,33.7,50.9
PAN-00982,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,34.35,46.5,19.8,51.8
PAN-00983,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,44.37,29.1,37.9,27.8
PAN-00984,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,42.86,32.8,29.2,38.9
PAN-00985,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,60.75,26.6,22.8,42.4
PAN-00986,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,82.52,29.9,26.3,30.2
PAN-00987,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,62.84,46.9,27.2,44.0
PAN-00988,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,60.15,24.6,34.4,48.6
PAN-00989,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,76.08,23.7,19.0,29.8
PAN-00990,Lille,59 - Nord,Hauts-de-France,Surgelés,62.04,37.9,26.8,42.2
PAN-00991,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,73.86,34.7,19.9,33.7
PAN-00992,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,48.6,28.1,24.4,49.1
PAN-00993,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,52.23,34.1,30.5,28.6
PAN-00994,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,43.89,23.7,18.5,52.9
PAN-00995,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,36.54,27.3,19.7,53.0
PAN-00996,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,45.68,37.7,20.5,29.4
PAN-00997,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,56.19,42.9,12.2,52.4
