validation_id,passenger_id,code_uic_gare,station_name,transport_mode,line_code,department_code,region_name,timestamp,validation_status
VAL-007077,USG-00433,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-07-23 17:24:00,VALIDE
VAL-007078,USG-02103,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-07 18:55:00,VALIDE
VAL-007079,USG-01511,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-09-21 07:40:00,VALIDE
VAL-007080,USG-02753,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-06-08 17:01:00,VALIDE
VAL-007081,USG-02236,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-07-24 07:38:00,VALIDE
VAL-007082,USG-01143,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-09-01 18:09:00,VALIDE
VAL-007083,USG-00746,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-09-23 07:40:00,VALIDE
VAL-007084,USG-01722,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-08-25 18:15:00,VALIDE
VAL-007085,USG-01490,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-10-04 18:12:00,VALIDE
VAL-007086,USG-02043,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-04 18:09:00,VALIDE
VAL-007087,USG-00103,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-08-28 18:45:00,VALIDE
VAL-007088,USG-02067,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-07-09 18:53:00,VALIDE
VAL-007089,USG-01145,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-07-12 18:59:00,VALIDE
VAL-007090,USG-01533,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-07-01 18:01:00,VALIDE
VAL-007091,USG-00506,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-06-26 18:03:00,CORRESPONDANCE
VAL-007092,USG-02716,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-05-27 18:27:00,VALIDE
VAL-007093,USG-01627,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-08-24 17:06:00,VALIDE
VAL-007094,USG-00530,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-09-28 07:01:00,CORRESPONDANCE
VAL-007095,USG-02284,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-09-10 07:10:00,CORRESPONDANCE
VAL-007096,USG-02935,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-08-14 17:54:00,VALIDE
VAL-007097,USG-00891,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-07-17 17:19:00,VALIDE
VAL-007098,USG-02613,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-07-19 17:21:00,VALIDE
VAL-007099,USG-00107,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-05-01 07:15:00,VALIDE
VAL-007100,USG-01934,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-05-04 17:51:00,VALIDE
VAL-007101,USG-01581,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-10-02 08:41:00,VALIDE
VAL-007102,USG-00026,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-07-18 07:20:00,REFUSE_SOLDE
VAL-007103,USG-01584,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-22 07:07:00,VALIDE
VAL-007104,USG-00885,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-06-02 08:38:00,VALIDE
VAL-007105,USG-02412,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-10-22 18:50:00,VALIDE
VAL-007106,USG-01005,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-09-23 17:48:00,VALIDE
VAL-007107,USG-00653,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-07-20 07:04:00,VALIDE
VAL-007108,USG-02830,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-09-27 18:31:00,CORRESPONDANCE
VAL-007109,USG-00829,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-22 17:53:00,REFUSE_SOLDE
VAL-007110,USG-01811,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-10-03 18:51:00,VALIDE
VAL-007111,USG-02612,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-05 08:07:00,VALIDE
VAL-007112,USG-00004,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-05-12 17:09:00,VALIDE
VAL-007113,USG-02524,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-08-27 18:38:00,VALIDE
VAL-007114,USG-01895,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-07-10 17:25:00,VALIDE
VAL-007115,USG-00356,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-09-25 18:45:00,VALIDE
VAL-007116,USG-00258,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-05-09 07:17:00,VALIDE
VAL-007117,USG-02555,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-08-06 08:34:00,CORRESPONDANCE
VAL-007118,USG-00921,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-08-21 17:46:00,CORRESPONDANCE
VAL-007119,USG-01406,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-06-27 08:08:00,CORRESPONDANCE
VAL-007120,USG-01639,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-09-19 18:08:00,REFUSE_SOLDE
VAL-007121,USG-01408,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-05-30 08:36:00,VALIDE
VAL-007122,USG-01517,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-09-10 07:39:00,CORRESPONDANCE
VAL-007123,USG-02363,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-09-20 08:12:00,CORRESPONDANCE
VAL-007124,USG-01222,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-06-30 18:26:00,VALIDE
VAL-007125,USG-01631,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-05-13 08:42:00,VALIDE
VAL-007126,USG-01579,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-08-25 18:10:00,VALIDE
VAL-007127,USG-01939,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-05-31 17:43:00,VALIDE
VAL-007128,USG-00005,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-10-05 07:39:00,VALIDE
VAL-007129,USG-02496,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-09-13 08:40:00,REFUSE_SOLDE
VAL-007130,USG-02109,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-09-13 08:35:00,VALIDE
VAL-007131,USG-02758,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-06-09 18:47:00,REFUSE_SOLDE
VAL-007132,USG-00233,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-16 17:25:00,VALIDE
VAL-007133,USG-01187,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-06-20 17:16:00,VALIDE
VAL-007134,USG-02858,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-25 17:00:00,VALIDE
VAL-007135,USG-00570,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-07-18 17:48:00,VALIDE
VAL-007136,USG-01355,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-09-28 18:37:00,VALIDE
VAL-007137,USG-00447,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-10-07 07:47:00,VALIDE
VAL-007138,USG-02540,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-09-13 17:41:00,VALIDE
VAL-007139,USG-00185,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-09-24 07:08:00,VALIDE
VAL-007140,USG-01909,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-09-28 17:35:00,VALIDE
VAL-007141,USG-00716,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-24 08:42:00,CORRESPONDANCE
VAL-007142,USG-01925,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-08-05 07:13:00,VALIDE
VAL-007143,USG-00170,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-26 17:17:00,VALIDE
VAL-007144,USG-02161,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-09-17 08:40:00,VALIDE
VAL-007145,USG-00543,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-06-26 08:23:00,VALIDE
VAL-007146,USG-02573,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-09-29 08:49:00,VALIDE
VAL-007147,USG-00991,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-06-04 18:18:00,VALIDE
VAL-007148,USG-01141,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-09-30 18:34:00,VALIDE
VAL-007149,USG-01199,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-10-28 17:59:00,HORS_ZONE
VAL-007150,USG-00251,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-06-12 07:35:00,VALIDE
VAL-007151,USG-00461,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-09-15 18:18:00,VALIDE
VAL-007152,USG-01447,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-07-20 18:15:00,REFUSE_SOLDE
VAL-007153,USG-01804,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-09-02 17:55:00,VALIDE
VAL-007154,USG-02626,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-07-27 17:18:00,VALIDE
VAL-007155,USG-00795,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-10-23 17:12:00,VALIDE
VAL-007156,USG-02110,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-10-13 17:47:00,VALIDE
VAL-007157,USG-02085,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-09-21 17:17:00,CORRESPONDANCE
VAL-007158,USG-02203,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-10-19 08:41:00,VALIDE
VAL-007159,USG-00343,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-06-14 17:07:00,VALIDE
VAL-007160,USG-01143,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-06-17 08:40:00,VALIDE
VAL-007161,USG-01174,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-09-05 17:08:00,VALIDE
VAL-007162,USG-02603,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-07-19 08:16:00,VALIDE
VAL-007163,USG-02816,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-26 17:34:00,VALIDE
VAL-007164,USG-02131,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-06-10 07:50:00,VALIDE
VAL-007165,USG-00776,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-07-16 18:25:00,VALIDE
VAL-007166,USG-01262,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-06-05 08:07:00,VALIDE
VAL-007167,USG-00224,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-10 08:26:00,VALIDE
VAL-007168,USG-01167,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-08-06 07:19:00,VALIDE
VAL-007169,USG-00241,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-06-06 07:15:00,VALIDE
VAL-007170,USG-00927,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-28 18:52:00,REFUSE_SOLDE
VAL-007171,USG-00092,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-06-09 07:53:00,VALIDE
VAL-007172,USG-01427,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-10-04 07:16:00,VALIDE
VAL-007173,USG-01717,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-05-21 17:15:00,VALIDE
VAL-007174,USG-01892,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-06-02 07:19:00,VALIDE
VAL-007175,USG-01101,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-24 08:58:00,VALIDE
VAL-007176,USG-01593,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-07-16 07:04:00,VALIDE
VAL-007177,USG-01056,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-07-21 17:26:00,VALIDE
VAL-007178,USG-02796,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-10-28 07:35:00,VALIDE
VAL-007179,USG-01770,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-06-05 07:37:00,VALIDE
VAL-007180,USG-00990,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-09-24 18:57:00,VALIDE
VAL-007181,USG-00065,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-09-23 08:04:00,VALIDE
VAL-007182,USG-00240,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-06-15 08:44:00,VALIDE
VAL-007183,USG-00303,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-09-01 18:26:00,VALIDE
VAL-007184,USG-01296,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-06 07:33:00,VALIDE
VAL-007185,USG-01614,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-07-22 18:32:00,VALIDE
VAL-007186,USG-00910,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-06-08 17:02:00,VALIDE
VAL-007187,USG-01053,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-09-11 17:05:00,VALIDE
VAL-007188,USG-01724,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-08-12 07:19:00,VALIDE
VAL-007189,USG-01670,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-09-05 07:09:00,VALIDE
VAL-007190,USG-01106,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-13 18:04:00,VALIDE
VAL-007191,USG-00863,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-06-13 08:40:00,VALIDE
VAL-007192,USG-00970,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-05-01 08:11:00,VALIDE
VAL-007193,USG-01173,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-06-15 17:09:00,VALIDE
VAL-007194,USG-01560,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-05-17 17:25:00,VALIDE
VAL-007195,USG-02717,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-10-01 08:19:00,VALIDE
VAL-007196,USG-01208,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-06-04 18:12:00,VALIDE
VAL-007197,USG-02491,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-06-25 07:13:00,CORRESPONDANCE
VAL-007198,USG-00609,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-08-09 08:13:00,VALIDE
VAL-007199,USG-01877,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-09-13 07:13:00,VALIDE
VAL-007200,USG-01054,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-10-17 17:20:00,VALIDE
VAL-007201,USG-00963,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-03 18:24:00,VALIDE
VAL-007202,USG-00550,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-07-17 08:57:00,CORRESPONDANCE
VAL-007203,USG-02937,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-06-17 17:41:00,VALIDE
VAL-007204,USG-00997,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-06-15 07:51:00,VALIDE
VAL-007205,USG-01941,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-05-12 08:49:00,VALIDE
VAL-007206,USG-02624,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-07-21 07:37:00,VALIDE
VAL-007207,USG-00489,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-07-15 07:25:00,VALIDE
VAL-007208,USG-02640,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-10-21 08:02:00,VALIDE
VAL-007209,USG-02125,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-01 08:27:00,VALIDE
VAL-007210,USG-02411,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-07-08 18:30:00,VALIDE
VAL-007211,USG-01751,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-08-02 08:38:00,VALIDE
VAL-007212,USG-01857,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-10-18 18:22:00,VALIDE
VAL-007213,USG-01864,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-06-11 17:34:00,VALIDE
VAL-007214,USG-00501,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-07-12 17:19:00,VALIDE
VAL-007215,USG-01473,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-07-27 17:44:00,VALIDE
VAL-007216,USG-00916,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-06-04 07:34:00,VALIDE
VAL-007217,USG-01204,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-10-15 07:59:00,VALIDE
VAL-007218,USG-00526,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-08-21 18:43:00,VALIDE
VAL-007219,USG-01788,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-15 07:52:00,VALIDE
VAL-007220,USG-01125,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-10-10 17:53:00,HORS_ZONE
VAL-007221,USG-00677,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-10-24 07:15:00,VALIDE
VAL-007222,USG-01106,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-05-31 08:01:00,VALIDE
VAL-007223,USG-00059,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-06-26 08:56:00,VALIDE
VAL-007224,USG-00760,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-07-13 18:01:00,VALIDE
VAL-007225,USG-02397,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-05-29 08:48:00,VALIDE
VAL-007226,USG-01878,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-10-05 08:58:00,VALIDE
VAL-007227,USG-00176,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-08-09 17:58:00,VALIDE
VAL-007228,USG-01538,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-10-01 08:45:00,VALIDE
VAL-007229,USG-01902,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-10-12 18:18:00,VALIDE
VAL-007230,USG-02410,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-06-01 17:42:00,VALIDE
VAL-007231,USG-01743,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-07-11 17:26:00,CORRESPONDANCE
VAL-007232,USG-00055,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-09-19 08:46:00,VALIDE
VAL-007233,USG-01379,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-09-19 18:08:00,VALIDE
VAL-007234,USG-02939,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-21 08:38:00,VALIDE
VAL-007235,USG-00980,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-09-29 07:10:00,VALIDE
VAL-007236,USG-01320,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-07-14 07:35:00,VALIDE
VAL-007237,USG-02681,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-06-28 17:26:00,CORRESPONDANCE
VAL-007238,USG-02870,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-05-21 08:58:00,HORS_ZONE
VAL-007239,USG-00513,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-08-13 18:23:00,VALIDE
VAL-007240,USG-00293,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-08-02 17:52:00,VALIDE
VAL-007241,USG-01693,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-02 07:24:00,VALIDE
VAL-007242,USG-00660,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-06-08 08:15:00,VALIDE
VAL-007243,USG-00444,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-10-20 08:18:00,VALIDE
VAL-007244,USG-01958,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-09-25 07:37:00,VALIDE
VAL-007245,USG-00410,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-06-26 08:13:00,VALIDE
VAL-007246,USG-00742,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-09-25 17:09:00,CORRESPONDANCE
VAL-007247,USG-02851,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-05-19 07:42:00,CORRESPONDANCE
VAL-007248,USG-01254,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-27 18:37:00,VALIDE
VAL-007249,USG-00443,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-09-06 17:04:00,VALIDE
