ligne_axe_id,nom_axe_ferroviaire,gare_depart,gare_arrivee,service_type,region,duree_moyenne_trajet_minutes,circulations_prevues_nombre,nombre_trains_annules,retard_moyen_minutes,taux_regularite_ponctualite_pct,cause_retard_infrastructure_pct,cause_retard_materiel_roulant_pct,cause_retard_gestion_trafic_pct,perte_financiere_retards_eur
AXE-TGV-09562,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,204.7,311,0,11.1,94.5,21.4,41.7,36.9,413068.19
AXE-TGV-09563,MULHOUSE VILLE - PARIS LYON,MULHOUSE VILLE,PARIS LYON,TGV InOui,National TGV,105.2,320,2,5.5,96.6,31.9,22.6,45.5,220011.93
AXE-TGV-09564,NANCY - PARIS EST,NANCY,PARIS EST,TGV InOui,National TGV,188.2,289,0,10.9,94.5,23.7,34.3,42.0,379644.0
AXE-TGV-09565,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,225.2,647,4,17.8,90.5,24.4,40.3,35.3,1392734.0
AXE-TGV-09566,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,220.1,226,0,20.8,89.6,33.1,37.8,29.1,563870.0
AXE-TGV-09567,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,212.0,229,0,9.9,95.0,22.0,33.9,44.1,272220.74
AXE-TGV-09568,PARIS LYON - AIX EN PROVENCE TGV,PARIS LYON,AIX EN PROVENCE TGV,TGV InOui,National TGV,127.5,492,4,13.1,92.6,31.0,36.2,32.8,783713.36
AXE-TGV-09569,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,93.0,408,1,21.1,89.2,29.5,40.6,29.9,1035122.24
AXE-TGV-09570,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,163.3,217,0,15.4,92.3,18.6,32.5,48.9,400220.33
AXE-TGV-09571,PARIS LYON - MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES,TGV InOui,National TGV,184.0,578,4,12.9,92.9,26.2,26.8,47.0,906721.38
AXE-TGV-09572,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,110.8,429,1,11.0,94.3,27.0,28.6,44.4,566908.46
AXE-TGV-09573,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,233.4,255,1,19.0,90.1,26.1,33.5,40.4,584801.1
AXE-TGV-09574,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,194.8,265,4,13.6,91.7,31.3,35.1,33.6,443495.25
AXE-TGV-09575,RENNES - PARIS MONTPARNASSE,RENNES,PARIS MONTPARNASSE,TGV InOui,National TGV,190.4,804,3,9.5,94.9,27.6,32.8,39.6,928107.03
AXE-TGV-09576,SAINT ETIENNE CHATEAUCREUX - PARIS LYON,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,TGV InOui,National TGV,170.8,115,0,16.2,91.9,31.0,27.3,41.7,223206.15
AXE-TGV-09577,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,196.9,95,0,3.1,98.5,22.1,29.3,48.6,34896.67
AXE-TGV-09578,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,223.0,526,0,5.7,97.1,25.3,25.0,49.7,362373.95
AXE-TGV-09579,STUTTGART - PARIS EST,STUTTGART,PARIS EST,TGV InOui,National TGV,179.4,140,3,9.0,93.3,27.3,30.5,42.2,161741.03
AXE-TGV-09580,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,141.8,157,0,8.5,95.8,20.8,37.5,41.7,159337.56
AXE-TGV-09581,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,69.7,175,0,6.7,96.6,23.8,30.1,46.1,141092.68
AXE-TGV-09582,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,212.2,248,0,15.0,92.5,19.3,31.2,49.5,445513.85
AXE-TGV-09583,LYON PART DIEU - RENNES,LYON PART DIEU,RENNES,TGV InOui,National TGV,161.2,90,0,4.6,97.7,22.2,40.4,37.4,49624.29
AXE-TGV-09584,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,222.0,220,0,14.3,92.9,23.8,24.1,52.1,376308.99
AXE-TGV-09585,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,142.5,227,0,10.2,94.9,22.8,30.0,47.2,276919.05
AXE-TGV-09586,NANTES - STRASBOURG,NANTES,STRASBOURG,TGV InOui,National TGV,129.0,55,0,27.4,86.3,33.3,41.9,24.8,180913.33
AXE-TGV-09587,PARIS EST - METZ,PARIS EST,METZ,TGV InOui,National TGV,80.2,281,0,12.7,93.7,27.3,40.6,32.1,427120.0
AXE-TGV-09588,PARIS LYON - MACON LOCHE,PARIS LYON,MACON LOCHE,TGV InOui,National TGV,179.5,215,0,22.4,88.8,33.6,40.3,26.1,578122.35
AXE-TGV-09589,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,151.1,240,0,10.0,95.0,25.6,39.9,34.5,287360.0
AXE-TGV-09590,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,153.4,279,0,10.8,94.6,23.6,28.2,48.2,360123.35
AXE-TGV-09591,PARIS MONTPARNASSE - BORDEAUX ST JEAN,PARIS MONTPARNASSE,BORDEAUX ST JEAN,TGV InOui,National TGV,118.6,1015,1,15.4,92.2,23.5,34.3,42.2,1875243.09
AXE-TGV-09592,PARIS MONTPARNASSE - LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE,TGV InOui,National TGV,66.5,218,0,17.0,91.5,30.2,33.6,36.2,445922.76
AXE-TGV-09593,PARIS MONTPARNASSE - LE MANS,PARIS MONTPARNASSE,LE MANS,TGV InOui,National TGV,236.5,445,3,18.5,90.1,25.9,22.3,51.8,995537.33
AXE-TGV-09594,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,111.1,94,0,22.7,88.7,26.4,36.7,36.9,255721.78
AXE-TGV-09595,PARIS NORD - DOUAI,PARIS NORD,DOUAI,TGV InOui,National TGV,98.1,135,2,16.1,90.5,22.7,31.8,45.5,265849.6
AXE-TGV-09596,RENNES - LYON PART DIEU,RENNES,LYON PART DIEU,TGV InOui,National TGV,132.7,91,0,9.3,95.3,30.9,30.3,38.8,101660.0
AXE-TGV-09597,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,87.9,30,2,1.1,92.8,29.6,31.2,39.2,12808.0
AXE-TGV-09598,PARIS LYON - BARCELONA,PARIS LYON,BARCELONA,TGV InOui,National TGV,229.4,88,2,11.3,92.1,32.7,34.6,32.7,125691.25
AXE-TGV-09599,ANGERS SAINT LAUD - PARIS MONTPARNASSE,ANGERS SAINT LAUD,PARIS MONTPARNASSE,TGV InOui,National TGV,105.9,548,15,13.9,90.3,29.5,25.5,45.0,954559.7
AXE-TGV-09600,AVIGNON TGV - PARIS LYON,AVIGNON TGV,PARIS LYON,TGV InOui,National TGV,61.1,568,15,13.5,90.6,24.1,32.2,43.7,962486.42
AXE-TGV-09601,LAVAL - PARIS MONTPARNASSE,LAVAL,PARIS MONTPARNASSE,TGV InOui,National TGV,177.1,302,7,11.4,92.0,22.7,36.6,40.7,435327.63
AXE-TGV-09602,LE MANS - PARIS MONTPARNASSE,LE MANS,PARIS MONTPARNASSE,TGV InOui,National TGV,80.7,440,10,12.2,91.7,21.4,30.4,48.2,672004.38
AXE-TGV-09603,LILLE - PARIS NORD,LILLE,PARIS NORD,TGV InOui,National TGV,135.8,708,28,9.8,91.1,18.1,24.3,57.6,927328.0
AXE-TGV-09604,MARSEILLE ST CHARLES - LYON PART DIEU,MARSEILLE ST CHARLES,LYON PART DIEU,TGV InOui,National TGV,118.7,551,9,26.9,84.9,21.6,35.5,42.9,1792972.4
AXE-TGV-09605,MARSEILLE ST CHARLES - TOURCOING,MARSEILLE ST CHARLES,TOURCOING,TGV InOui,National TGV,116.7,31,1,18.4,87.6,31.7,26.7,41.6,70710.0
AXE-TGV-09606,MONTPELLIER - LYON PART DIEU,MONTPELLIER,LYON PART DIEU,TGV InOui,National TGV,67.1,183,3,30.7,83.0,30.6,31.5,37.9,677169.0
AXE-TGV-09607,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,179.4,234,5,30.2,82.8,22.1,39.9,38.0,852889.92
AXE-TGV-09608,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,177.6,636,20,14.9,89.4,23.8,34.4,41.8,1190299.2
AXE-TGV-09609,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,114.6,285,7,23.0,86.1,25.8,36.4,37.8,797876.5
AXE-TGV-09610,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,191.3,204,0,7.4,96.3,33.4,41.3,25.3,181288.0
AXE-TGV-09611,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,95.5,135,3,16.1,89.7,24.2,24.1,51.7,268644.0
AXE-TGV-09612,PARIS LYON - MULHOUSE VILLE,PARIS LYON,MULHOUSE VILLE,TGV InOui,National TGV,138.2,328,8,25.9,84.6,25.3,36.7,38.0,1030089.41
AXE-TGV-09613,PARIS LYON - NIMES,PARIS LYON,NIMES,TGV InOui,National TGV,102.6,278,6,20.6,87.5,23.2,36.9,39.9,700050.12
AXE-TGV-09614,PARIS MONTPARNASSE - BORDEAUX ST JEAN,PARIS MONTPARNASSE,BORDEAUX ST JEAN,TGV InOui,National TGV,212.9,1068,20,34.7,80.8,29.6,36.6,33.8,4457760.96
AXE-TGV-09615,PARIS MONTPARNASSE - LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE,TGV InOui,National TGV,135.2,237,7,33.7,80.2,27.4,27.9,44.7,962527.57
AXE-TGV-09616,PARIS MONTPARNASSE - QUIMPER,PARIS MONTPARNASSE,QUIMPER,TGV InOui,National TGV,134.6,290,9,30.6,81.6,22.1,25.8,52.1,1072283.55
AXE-TGV-09617,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,188.5,478,21,33.4,78.9,20.9,23.5,55.6,1927760.16
AXE-TGV-09618,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,129.6,479,27,24.7,82.0,21.3,32.9,45.8,1460905.14
AXE-TGV-09619,PARIS NORD - DUNKERQUE,PARIS NORD,DUNKERQUE,TGV InOui,National TGV,220.0,165,13,24.7,79.8,25.5,30.8,43.7,509674.0
AXE-TGV-09620,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,149.5,126,2,42.8,77.0,27.3,24.7,48.0,645616.0
AXE-TGV-09621,STRASBOURG - PARIS EST,STRASBOURG,PARIS EST,TGV InOui,National TGV,234.5,574,5,11.9,93.2,19.3,24.7,56.0,838225.49
AXE-TGV-09622,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,73.4,97,3,2.3,95.8,22.4,26.2,51.4,38972.35
AXE-TGV-09623,PARIS EST - STUTTGART,PARIS EST,STUTTGART,TGV InOui,National TGV,159.2,153,5,13.6,89.9,32.1,29.2,38.7,263513.07
AXE-TGV-09624,PARIS LYON - GENEVE,PARIS LYON,GENEVE,TGV InOui,National TGV,78.2,224,6,22.1,86.3,30.4,41.5,28.1,605955.15
AXE-TGV-09625,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,187.8,26,1,33.5,79.4,22.0,31.3,46.7,105025.0
AXE-TGV-09626,STUTTGART - PARIS EST,STUTTGART,PARIS EST,TGV InOui,National TGV,218.7,151,2,7.9,94.7,33.2,22.6,44.2,150869.63
AXE-TGV-09627,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,185.3,470,28,6.7,90.7,23.7,33.0,43.3,479060.68
AXE-TGV-09628,BREST - PARIS MONTPARNASSE,BREST,PARIS MONTPARNASSE,TGV InOui,National TGV,216.3,287,8,39.9,77.2,23.8,27.7,48.5,1373167.29
AXE-TGV-09629,DOUAI - PARIS NORD,DOUAI,PARIS NORD,TGV InOui,National TGV,228.7,163,12,5.7,89.8,26.8,38.1,35.1,157984.09
AXE-TGV-09630,GRENOBLE - PARIS LYON,GRENOBLE,PARIS LYON,TGV InOui,National TGV,143.6,173,3,7.5,94.5,22.1,37.5,40.4,166500.0
AXE-TGV-09631,LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,TGV InOui,National TGV,85.7,249,5,7.9,94.1,22.0,40.0,38.0,252665.4
AXE-TGV-09632,LILLE - MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES,TGV InOui,National TGV,233.4,261,16,17.2,85.3,23.7,25.0,51.3,576288.64
AXE-TGV-09633,LYON PART DIEU - LILLE,LYON PART DIEU,LILLE,TGV InOui,National TGV,201.4,357,16,18.7,86.2,21.5,41.7,36.8,837477.85
AXE-TGV-09634,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,210.5,203,4,16.6,89.7,20.3,30.1,49.6,414112.26
AXE-TGV-09635,MARNE LA VALLEE - LYON PART DIEU,MARNE LA VALLEE,LYON PART DIEU,TGV InOui,National TGV,102.9,432,20,24.8,83.0,27.7,22.2,50.1,1315215.38
AXE-TGV-09636,MARSEILLE ST CHARLES - MARNE LA VALLEE,MARSEILLE ST CHARLES,MARNE LA VALLEE,TGV InOui,National TGV,87.2,306,10,29.0,82.2,29.2,34.3,36.5,1075565.25
AXE-TGV-09637,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,232.7,292,0,11.8,94.1,25.8,24.7,49.5,415059.11
AXE-TGV-09638,MULHOUSE VILLE - PARIS LYON,MULHOUSE VILLE,PARIS LYON,TGV InOui,National TGV,134.6,337,8,6.9,94.2,29.9,35.7,34.4,307629.51
AXE-TGV-09639,PARIS EST - METZ,PARIS EST,METZ,TGV InOui,National TGV,117.3,261,0,17.0,91.5,30.0,40.2,29.8,533934.0
AXE-TGV-09640,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,89.7,587,4,20.2,89.2,27.6,37.2,35.2,1432124.8
AXE-TGV-09641,PARIS LYON - AIX EN PROVENCE TGV,PARIS LYON,AIX EN PROVENCE TGV,TGV InOui,National TGV,169.7,503,10,20.2,87.9,21.8,32.5,45.7,1240240.31
AXE-TGV-09642,PARIS LYON - BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN),TGV InOui,National TGV,82.3,244,5,20.4,87.7,25.1,38.5,36.4,608886.5
AXE-TGV-09643,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,64.7,334,9,18.9,87.9,26.5,31.4,42.1,776674.24
AXE-TGV-09644,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,66.2,298,9,35.7,79.1,33.6,23.4,43.0,1277432.3
AXE-TGV-09645,PARIS MONTPARNASSE - NANTES,PARIS MONTPARNASSE,NANTES,TGV InOui,National TGV,176.2,602,16,28.7,83.0,24.2,41.8,34.0,2088141.7
AXE-TGV-09646,PARIS MONTPARNASSE - POITIERS,PARIS MONTPARNASSE,POITIERS,TGV InOui,National TGV,161.7,640,20,34.1,79.8,30.9,39.1,30.0,2627443.0
AXE-TGV-09647,PARIS MONTPARNASSE - RENNES,PARIS MONTPARNASSE,RENNES,TGV InOui,National TGV,205.5,847,20,29.8,82.7,21.1,29.8,49.1,3046026.53
AXE-TGV-09648,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,135.6,286,9,33.3,80.2,22.3,37.3,40.4,1146457.12
AXE-TGV-09649,REIMS - PARIS EST,REIMS,PARIS EST,TGV InOui,National TGV,218.4,206,0,5.0,97.5,30.5,25.5,44.0,122388.24
AXE-TGV-09650,SAINT ETIENNE CHATEAUCREUX - PARIS LYON,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,TGV InOui,National TGV,126.6,111,4,7.5,92.6,24.5,28.1,47.4,114436.18
AXE-TGV-09651,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,78.4,479,22,9.2,90.8,22.3,29.3,48.4,605879.01
AXE-TGV-09652,STRASBOURG - NANTES,STRASBOURG,NANTES,TGV InOui,National TGV,221.5,57,1,12.3,92.1,30.6,22.4,47.0,86904.0
AXE-TGV-09653,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,133.6,31,1,141.5,75.0,19.5,28.3,52.2,513900.0
AXE-TGV-09654,BARCELONA - PARIS LYON,BARCELONA,PARIS LYON,TGV InOui,National TGV,155.7,88,0,11.8,94.1,34.0,40.2,25.8,124960.0
AXE-TGV-09655,FRANCFORT - PARIS EST,FRANCFORT,PARIS EST,TGV InOui,National TGV,65.6,148,7,6.2,92.1,26.4,40.9,32.7,137091.38
AXE-TGV-09656,ANGOULEME - PARIS MONTPARNASSE,ANGOULEME,PARIS MONTPARNASSE,TGV InOui,National TGV,187.7,318,8,13.2,90.9,25.4,29.9,44.7,526861.92
AXE-TGV-09657,BELLEGARDE (AIN) - PARIS LYON,BELLEGARDE (AIN),PARIS LYON,TGV InOui,National TGV,179.9,249,5,12.4,91.8,28.2,29.4,42.4,384519.31
AXE-TGV-09658,BORDEAUX ST JEAN - TOURCOING,BORDEAUX ST JEAN,TOURCOING,TGV InOui,National TGV,88.0,31,1,14.3,89.6,19.2,35.0,45.8,55966.67
AXE-TGV-09659,DIJON VILLE - PARIS LYON,DIJON VILLE,PARIS LYON,TGV InOui,National TGV,114.0,417,10,9.8,92.7,22.6,35.0,42.4,522092.6
AXE-TGV-09660,DUNKERQUE - PARIS NORD,DUNKERQUE,PARIS NORD,TGV InOui,National TGV,142.7,154,11,8.6,88.6,33.2,38.9,27.9,197076.0
AXE-TGV-09661,LYON PART DIEU - MARNE LA VALLEE,LYON PART DIEU,MARNE LA VALLEE,TGV InOui,National TGV,114.3,381,16,18.9,86.4,23.4,37.8,38.8,898050.63
AXE-TGV-09662,MARNE LA VALLEE - MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES,TGV InOui,National TGV,170.2,297,15,23.8,83.0,21.6,41.8,36.6,873728.49
AXE-TGV-09663,MARSEILLE ST CHARLES - LILLE,MARSEILLE ST CHARLES,LILLE,TGV InOui,National TGV,174.1,225,11,30.5,79.9,26.6,38.4,35.0,832658.48
AXE-TGV-09664,MARSEILLE ST CHARLES - PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON,TGV InOui,National TGV,191.9,554,15,19.8,87.4,28.1,28.0,43.9,1346307.44
AXE-TGV-09665,NANCY - PARIS EST,NANCY,PARIS EST,TGV InOui,National TGV,94.4,261,0,10.5,94.7,25.9,26.6,47.5,329372.68
AXE-TGV-09666,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,131.2,234,5,20.9,87.4,32.5,36.6,30.9,595819.01
AXE-TGV-09667,PARIS EST - NANCY,PARIS EST,NANCY,TGV InOui,National TGV,132.1,262,0,9.0,95.5,29.7,38.9,31.4,282545.17
AXE-TGV-09668,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,207.3,174,3,18.8,88.9,18.1,25.1,56.8,398960.31
AXE-TGV-09669,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,229.2,417,9,26.8,84.4,22.6,28.9,48.5,1354949.07
AXE-TGV-09670,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,135.9,218,4,18.0,89.2,20.3,24.6,55.1,480240.0
AXE-TGV-09671,PARIS LYON - MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES,TGV InOui,National TGV,158.6,542,11,21.4,87.3,31.1,37.3,31.6,1414068.16
AXE-TGV-09672,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,226.6,337,10,18.7,87.7,31.1,38.3,30.6,780273.12
AXE-TGV-09673,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,225.0,287,7,37.6,78.7,28.0,22.5,49.5,1295805.78
AXE-TGV-09674,PARIS MONTPARNASSE - LAVAL,PARIS MONTPARNASSE,LAVAL,TGV InOui,National TGV,106.7,311,8,27.5,83.7,33.0,32.8,34.2,1037441.58
AXE-TGV-09675,PARIS MONTPARNASSE - LE MANS,PARIS MONTPARNASSE,LE MANS,TGV InOui,National TGV,67.3,491,17,26.3,83.4,32.4,24.5,43.1,1574656.0
AXE-TGV-09676,PARIS MONTPARNASSE - VANNES,PARIS MONTPARNASSE,VANNES,TGV InOui,National TGV,73.1,305,8,31.9,81.4,30.8,26.2,43.0,1172705.82
AXE-TGV-09677,PARIS NORD - DOUAI,PARIS NORD,DOUAI,TGV InOui,National TGV,190.8,130,9,23.6,81.3,19.0,25.5,55.5,383607.6
AXE-TGV-09678,RENNES - PARIS MONTPARNASSE,RENNES,PARIS MONTPARNASSE,TGV InOui,National TGV,154.3,828,21,11.4,91.8,25.8,37.2,37.0,1200733.17
AXE-TGV-09679,ITALIE - PARIS LYON,ITALIE,PARIS LYON,TGV InOui,National TGV,167.7,26,0,4.3,97.9,32.8,22.7,44.5,13275.29
AXE-TGV-09680,PARIS EST - FRANCFORT,PARIS EST,FRANCFORT,TGV InOui,National TGV,182.3,146,5,12.1,90.5,29.8,40.0,30.2,228044.82
AXE-TGV-09681,ZURICH - PARIS LYON,ZURICH,PARIS LYON,TGV InOui,National TGV,221.0,74,1,3.4,97.0,21.7,37.7,40.6,34242.94
AXE-TGV-09682,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,190.6,134,3,8.2,93.6,19.3,26.1,54.6,143190.0
AXE-TGV-09683,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,70.5,174,5,10.5,91.9,19.9,25.7,54.4,234938.45
AXE-TGV-09684,PARIS LYON - BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV,TGV InOui,National TGV,180.9,161,2,29.3,84.1,21.5,23.2,55.3,568062.71
AXE-TGV-09685,PARIS LYON - LYON PART DIEU,PARIS LYON,LYON PART DIEU,TGV InOui,National TGV,94.0,590,13,15.9,89.9,25.9,25.4,48.7,1157225.76
AXE-TGV-09686,PARIS LYON - MONTPELLIER,PARIS LYON,MONTPELLIER,TGV InOui,National TGV,110.3,282,6,20.6,87.6,30.5,25.8,43.7,709947.92
AXE-TGV-09687,PARIS LYON - NICE VILLE,PARIS LYON,NICE VILLE,TGV InOui,National TGV,173.2,276,8,15.2,89.5,23.3,25.8,50.9,525546.67
AXE-TGV-09688,PARIS LYON - SAINT ETIENNE CHATEAUCREUX,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,TGV InOui,National TGV,162.6,111,4,19.6,86.6,32.5,26.7,40.8,269771.0
AXE-TGV-09689,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,64.3,124,3,25.2,85.0,27.2,30.2,42.6,378964.0
AXE-TGV-09690,PARIS MONTPARNASSE - TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU,TGV InOui,National TGV,185.7,226,5,27.7,83.9,28.0,24.4,47.6,758059.68
AXE-TGV-09691,PARIS NORD - LILLE,PARIS NORD,LILLE,TGV InOui,National TGV,92.4,652,20,16.6,88.7,21.4,32.2,46.4,1345868.9
AXE-TGV-09692,PERPIGNAN - PARIS LYON,PERPIGNAN,PARIS LYON,TGV InOui,National TGV,224.2,332,6,33.0,81.7,18.8,41.9,39.3,1317110.42
AXE-TGV-09693,POITIERS - PARIS MONTPARNASSE,POITIERS,PARIS MONTPARNASSE,TGV InOui,National TGV,93.8,498,17,15.5,88.9,22.5,25.0,52.5,968660.73
AXE-TGV-09694,TOURS - PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE,TGV InOui,National TGV,68.8,155,8,6.4,91.6,25.7,30.3,44.0,149226.75
AXE-TGV-09695,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,62.6,303,7,7.5,94.0,19.4,27.3,53.3,296905.8
AXE-TGV-09696,GENEVE - PARIS LYON,GENEVE,PARIS LYON,TGV InOui,National TGV,141.5,225,6,3.3,95.7,29.6,29.6,40.8,113574.6
AXE-TGV-09697,PARIS LYON - LAUSANNE,PARIS LYON,LAUSANNE,TGV InOui,National TGV,68.0,96,2,43.9,76.0,20.0,39.9,40.1,503910.0
AXE-TGV-09698,PARIS LYON - ZURICH,PARIS LYON,ZURICH,TGV InOui,National TGV,113.8,61,3,33.8,78.2,18.4,41.7,39.9,248451.56
AXE-TGV-09699,AIX EN PROVENCE TGV - PARIS LYON,AIX EN PROVENCE TGV,PARIS LYON,TGV InOui,National TGV,157.0,500,14,12.0,91.2,33.0,22.4,44.6,763770.34
AXE-TGV-09700,BORDEAUX ST JEAN - PARIS MONTPARNASSE,BORDEAUX ST JEAN,PARIS MONTPARNASSE,TGV InOui,National TGV,110.1,1100,23,17.0,89.4,21.5,35.1,43.4,2300475.77
AXE-TGV-09701,CHAMBERY CHALLES LES EAUX - PARIS LYON,CHAMBERY CHALLES LES EAUX,PARIS LYON,TGV InOui,National TGV,117.3,173,2,16.8,90.4,26.5,37.0,36.5,353612.09
AXE-TGV-09702,LA ROCHELLE VILLE - PARIS MONTPARNASSE,LA ROCHELLE VILLE,PARIS MONTPARNASSE,TGV InOui,National TGV,137.7,227,6,29.1,82.8,23.4,26.8,49.8,799468.67
AXE-TGV-09703,LILLE - LYON PART DIEU,LILLE,LYON PART DIEU,TGV InOui,National TGV,167.8,398,20,12.9,88.5,29.9,31.3,38.8,676812.55
AXE-TGV-09704,LYON PART DIEU - MARSEILLE ST CHARLES,LYON PART DIEU,MARSEILLE ST CHARLES,TGV InOui,National TGV,188.6,576,15,21.3,86.8,33.1,27.0,39.9,1499393.37
AXE-TGV-09705,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,89.4,246,6,21.9,86.6,22.9,31.6,45.5,657291.06
AXE-TGV-09706,LYON PART DIEU - PARIS LYON,LYON PART DIEU,PARIS LYON,TGV InOui,National TGV,100.2,695,14,6.3,94.8,24.8,28.6,46.6,576524.63
AXE-TGV-09707,LYON PART DIEU - RENNES,LYON PART DIEU,RENNES,TGV InOui,National TGV,70.6,93,3,13.2,90.2,27.2,37.4,35.4,155577.74
