nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified,geo_point_borne,departement,region
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0331,4303c9cb-94ce-712a-f21a-a10e9b67e963,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0337,c2c42fee-c9ba-65e7-d1d9-92fa48716eee,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0342,0dae2a45-04bb-5a0f-5a5b-cde35f67db0e,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0348,7553a70d-736f-e67e-dbbd-aebca16b6a4f,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0352,30de49d4-dfb3-dd88-75f2-b22e0c4aa1f9,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0359,c91773ec-ba06-6b66-165e-0a9cd52e93eb,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0360,6c1b5c14-6a6b-eca4-0b45-8cf2e81e3d49,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0365,cb05018c-f6bf-310a-ea40-45c132c78d5d,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0366,888d7ea7-5e4e-a526-9f63-96626ff11d91,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0367,4b3db02c-f19c-a60e-423b-fb1d23f3613c,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0388,8b422d9e-daf1-1857-2628-5696eefcc9c5,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0394,7917f898-a138-d55d-ab7c-085fefac1c26,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0395,84642a10-8dbc-1dea-a61b-c70e39a5e18e,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0400,9f2193f9-8db9-d84c-24ae-e7cceb369b99,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0402,b0e4face-d146-1ca9-2204-3b5c63980f08,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0403,3248708e-8852-f609-945e-1a045701e71c,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0404,df4e4ccc-ba40-337f-30f8-162d0fb767ae,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0412,eb471f5d-61a3-7bd4-e587-831256f91665,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0416,c36ff6ff-b1c0-3b5c-f6d2-a97499ac876f,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0487,76dec1a5-e492-ef69-7c4d-5428f983d093,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0499,b6aef78e-5a3a-3d41-45d4-bb1369c8fa7e,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0500,38e0f074-135c-1c60-6eb1-55cadd36fecd,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0509,afc46a97-53da-4fd1-ce77-9e5f5619ce3e,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
Bump,897849923.0,help@bump-charge.com,Bump,help@bump-charge.com,tel:+33-1-76-40-12-80,Bump,FRBMPP646636P,646636P,Bump - SAGS - Paris - Cardinet,Parking privé à usage public,168 Rue Cardinet 75017 Paris,75117,"2.3167947, 48.8899659",280,FRBMPENM0515,388bfed0-beff-d988-8fc6-cafbf79a9886,7.4,False,True,False,False,False,False,False,False,False,Inconnu,Accès libre,False,24/7,Accessibilité inconnue,Inconnu,False,Indirect,,2025-05-28,Aucun,2025-11-04,False,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,2.3167947,48.8899659,,,False,False,False,,,
bp France,542034327.0,,bp France,bppulsefranceops@bp.com,,bp pulse,FRBPEP3EA016,,Ma Petite Madelaine,Station dédiée à la recharge rapide,"Ma Petite Madelaine, 213-215 Av. du Grand Sud 37170 Chambray lès Tours",,"0.7134826967999253, 47.32334948441778",74,FRBPEE3EA0161526,,50.0,false,false,true,false,false,,false,true,true,,Accès libre,false,24/7,Non accessible,VL et VUL,false,Direct,,2025-01-06,,2025-01-07,,2026-01-06T14:50:30+01:00,66e4373585e94f5c52a0b69c,dc2238bf-69f6-4f71-aed5-0c4f1cbe6b55,bp-france,2024-10-15T09:57:58+02:00,0.7134826967999253,47.32334948441778,,,False,False,False,,,
bp France,542034327.0,,bp France,bppulsefranceops@bp.com,,bp pulse,FRBPEP3EA016,,Ma Petite Madelaine,Station dédiée à la recharge rapide,"Ma Petite Madelaine, 213-215 Av. du Grand Sud 37170 Chambray lès Tours",,"0.7134826967999253, 47.32334948441778",74,FRBPEE3EA0161628,,50.0,false,false,true,false,false,,false,true,true,,Accès libre,false,24/7,Non accessible,VL et VUL,false,Direct,,2025-01-06,,2025-01-07,,2026-01-06T14:50:30+01:00,66e4373585e94f5c52a0b69c,dc2238bf-69f6-4f71-aed5-0c4f1cbe6b55,bp-france,2024-10-15T09:57:58+02:00,0.7134826967999253,47.32334948441778,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBLPSG,924da1f8-cbd3-58dd-af66-633380eaca94,LES CONTAMINES-MONTJOIE - Parking du Solaret 2,Voirie,Parking du Solaret 2  74170 LES CONTAMINES-MONTJOIE,74085,"6.727745, 45.820269",2,FREBNEBLPSG1,c6c6be62-a357-5d6a-a565-d8dfecd7b5f4,24.0,False,False,True,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50098917261674,,,2026-05-05,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.727745,45.820269,74170.0,Les Contamines-Montjoie,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBLSCD,ae84dbaf-6bf7-5cb1-b6c4-b8bb3c28c58e,SAINT JULIEN EN GENEVOIS - Grand Rue,Voirie,Grande Rue 74160 SAINT-JULIEN-EN-GENEVOIS,74243,"6.079253, 46.140949",2,FREBNEBLSCD2,5e7a455b-f415-5e6a-9fd9-05c749845dcf,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,19560347189621,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.079253,46.140949,74160.0,Saint-Julien-en-Genevois,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP4332998987092399493,1586194,Réseau eborn/8216ad8b-c95c-569a-a74b-f1b3c37321f4,Parking privé à usage public,"385 Avenue Jean Jaurès, La Garde 83130 France",,"6.010139, 43.121834",11,FREBNEBLSFY11,4396522,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.010139,43.121834,,,False,False,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBGZDC,8216ad8b-c95c-569a-a74b-f1b3c37321f4,LA GARDE - Avenue Franklin Roosevelt,Voirie,385 Avenue Jean Jaurès 83130 LA GARDE,83062,"6.010139, 43.121834",11,FREBNEBLSFY11,af27f134-cfab-5c38-8b92-1db5a017babe,22.0,False,True,False,False,False,False,False,False,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50021198497322,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.010139,43.121834,83130.0,La Garde,True,True,False,,,
SPBR1,882332562.0,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBLTVL,03ba88d5-9f9e-590a-afe3-9c4d9c860c53,SAINT JORIOZ - Parking route du Centre,Voirie,125 Route du Centre 74410 Machevaz,74242,"6.162101, 45.832057",3,FREBNEBLTVL1,a15dfaa1-236a-5d79-adf9-cd200b814a62,22.0,True,True,False,False,False,False,True,True,False,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,True,24/7,Accessibilité inconnue,inconnu,False,Direct,50083438509314,,,2026-05-06,,2026-07-30T20:06:17+02:00,6818bce2d9af175f6e01a1b2,8bb0a6e2-1016-42ba-aaee-f72f55c82e9f,qualicharge,2025-05-05T15:28:02+02:00,6.162101,45.832057,74410.0,Saint-Jorioz,True,True,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP7444639894007274027,1401331,Réseau eborn/8a6fac24-c3f1-59b4-9053-15b4d8c54d0c,Voirie,"5 Pra Goudin, Réallon 05160 France",,"6.361567, 44.575991",2,FREBNEBLULC1,3799954,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-04-01,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.361567,44.575991,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP7444639894007274027,1401331,Réseau eborn/8a6fac24-c3f1-59b4-9053-15b4d8c54d0c,Voirie,"5 Pra Goudin, Réallon 05160 France",,"6.361567, 44.575991",2,FREBNEBLULC2,3799951,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-04-01,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.361567,44.575991,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP3187112563851570840,1400800,Réseau eborn/06f81cd7-69c3-58aa-812e-0f13ce75b371,Parking public,"373 Route Départementale 1090, Bernin 38190 France",,"5.8679, 45.270236",2,FREBNEBLVZK1,3798694,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-23,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.8679,45.270236,,,False,False,False,,,
406__eborn,,,SPBR1 | FR*EBN,exploitation@reseau-eborn.fr,,Réseau eborn,FREBNP3187112563851570840,1400800,Réseau eborn/06f81cd7-69c3-58aa-812e-0f13ce75b371,Parking public,"373 Route Départementale 1090, Bernin 38190 France",,"5.8679, 45.270236",2,FREBNEBLVZK2,3798697,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-23,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.8679,45.270236,,,False,False,False,,,
