aide_id,demandeur_id,siret,nom_aide_dispositif,montant_aide_accordee_eur,date_debut_aide,date_expiration_aide,statut_aide,organisme_financeur
AIDE-04273,DEM-0250,43783318479514,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13972.18,2025-03-05,2025-07-25,En cours de versement,Opco Atlas
AIDE-04274,DEM-0289,44149862199327,Aid'Emploi ZFU / QPV Recrutement,11785.57,2025-05-06,2026-01-11,En cours de versement,Opco Atlas
AIDE-04275,DEM-0114,46157303773446,Aid'Emploi ZFU / QPV Recrutement,6396.11,2025-01-27,2026-01-08,Accordée,Opco Atlas
AIDE-04276,DEM-0052,49416247694665,Compte Personnel de Formation (CPF Co-financé),5535.29,2025-03-18,2025-12-19,En cours de versement,Opco Atlas
AIDE-04277,DEM-0468,49530253477787,Aid'Emploi ZFU / QPV Recrutement,4906.36,2025-04-29,2025-12-08,En cours de versement,Région
AIDE-04278,DEM-0395,41036913638559,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9390.38,2025-04-09,2026-02-07,Clôturée,Opco Atlas
AIDE-04279,DEM-0205,43762701601979,AFPR (Action de Formation Préalable à l'Emploi),14162.52,2025-02-15,2025-12-22,Accordée,France Travail
AIDE-04280,DEM-0330,41940720053095,Aid'Emploi ZFU / QPV Recrutement,2647.32,2025-03-03,2026-02-11,Accordée,Opco Atlas
AIDE-04281,DEM-0144,45315469048503,Prime Reprise d'Activité AGEFIPH (Handicap),4787.07,2025-01-15,2025-08-17,Accordée,Agefiph
AIDE-04282,DEM-0045,46596483672434,AFPR (Action de Formation Préalable à l'Emploi),10849.98,2025-04-19,2025-11-22,En cours de versement,Région
AIDE-04283,DEM-0319,47709567552009,Compte Personnel de Formation (CPF Co-financé),10424.31,2025-01-17,2025-11-09,Clôturée,Région
AIDE-04284,DEM-0384,43496667043352,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3386.43,2025-02-08,2026-01-19,Clôturée,France Travail
AIDE-04285,DEM-0337,46126813333360,Compte Personnel de Formation (CPF Co-financé),4574.09,2025-04-16,2025-11-14,En cours de versement,Opco Atlas
AIDE-04286,DEM-0326,44879796276008,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7842.65,2025-02-14,2025-08-15,Clôturée,France Travail
AIDE-04287,DEM-0111,49575791356271,PMSMP (Immersion en Entreprise 15j),4553.65,2025-02-14,2025-07-01,Clôturée,France Travail
AIDE-04288,DEM-0003,46099679686242,AFPR (Action de Formation Préalable à l'Emploi),9058.68,2025-04-07,2025-12-31,En cours de versement,Opco Atlas
AIDE-04289,DEM-0238,43524739822544,AFPR (Action de Formation Préalable à l'Emploi),8988.54,2025-05-04,2025-10-14,En cours de versement,Région
AIDE-04290,DEM-0088,43257084691840,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8140.94,2025-03-11,2025-06-08,En cours de versement,Opco Atlas
AIDE-04291,DEM-0445,49175137237227,PMSMP (Immersion en Entreprise 15j),5063.05,2025-04-23,2025-12-01,Clôturée,Région
AIDE-04292,DEM-0052,48984064351331,POEI (Préparation Opérationnelle à l'Emploi Individuelle),12023.72,2025-01-29,2025-10-18,Accordée,France Travail
AIDE-04293,DEM-0302,44049155534358,Prime Reprise d'Activité AGEFIPH (Handicap),1848.3,2025-03-28,2025-06-07,En cours de versement,Opco AKTO
AIDE-04294,DEM-0165,42602874910700,Aid'Emploi ZFU / QPV Recrutement,13488.22,2025-04-23,2026-03-23,En cours de versement,Opco Atlas
AIDE-04295,DEM-0495,41068197175560,Aid'Emploi ZFU / QPV Recrutement,3649.02,2025-02-24,2025-08-24,Clôturée,Agefiph
AIDE-04296,DEM-0303,45176258086855,POEI (Préparation Opérationnelle à l'Emploi Individuelle),1665.19,2025-05-08,2026-01-24,Clôturée,Agefiph
AIDE-04297,DEM-0163,49142029833237,Aid'Emploi ZFU / QPV Recrutement,3358.2,2025-01-15,2025-12-23,Accordée,France Travail
AIDE-04298,DEM-0307,44920947494629,Aid'Emploi ZFU / QPV Recrutement,10461.04,2025-02-23,2025-08-18,En cours de versement,Opco Atlas
AIDE-04299,DEM-0410,42736342128399,Prime Reprise d'Activité AGEFIPH (Handicap),8965.39,2025-02-11,2026-01-11,Accordée,Opco Atlas
AIDE-04300,DEM-0146,49110264924503,Aid'Emploi ZFU / QPV Recrutement,4729.64,2025-03-31,2025-08-18,En cours de versement,Opco Atlas
AIDE-04301,DEM-0038,49780766897321,Compte Personnel de Formation (CPF Co-financé),7520.85,2025-03-28,2025-12-30,Accordée,France Travail
AIDE-04302,DEM-0009,43098206225392,Compte Personnel de Formation (CPF Co-financé),10415.74,2025-01-17,2025-12-03,En cours de versement,Opco Atlas
AIDE-04303,DEM-0296,46300313546835,Aid'Emploi ZFU / QPV Recrutement,2911.05,2025-04-04,2025-11-25,En cours de versement,France Travail
AIDE-04304,DEM-0231,49679954245540,Prime Reprise d'Activité AGEFIPH (Handicap),7081.75,2025-01-17,2025-04-20,Clôturée,Agefiph
AIDE-04305,DEM-0374,44187857631368,PMSMP (Immersion en Entreprise 15j),13820.06,2025-05-11,2025-07-14,En cours de versement,France Travail
AIDE-04306,DEM-0111,48181726876062,Aid'Emploi ZFU / QPV Recrutement,4830.12,2025-03-20,2025-09-10,Clôturée,Opco Atlas
AIDE-04307,DEM-0229,47274194968355,Prime Reprise d'Activité AGEFIPH (Handicap),6485.17,2025-02-24,2025-11-18,Accordée,Agefiph
AIDE-04308,DEM-0023,41782816358806,AFPR (Action de Formation Préalable à l'Emploi),12606.44,2025-03-04,2026-02-19,Accordée,Opco AKTO
AIDE-04309,DEM-0107,46425274688914,Prime Reprise d'Activité AGEFIPH (Handicap),2764.52,2025-04-22,2026-02-12,Accordée,France Travail
AIDE-04310,DEM-0323,46067169310623,POEI (Préparation Opérationnelle à l'Emploi Individuelle),9915.56,2025-04-04,2025-07-17,Accordée,Opco Atlas
AIDE-04311,DEM-0127,45919336939065,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5953.2,2025-02-20,2025-11-11,Clôturée,France Travail
AIDE-04312,DEM-0004,48137087893379,PMSMP (Immersion en Entreprise 15j),4404.87,2025-03-09,2025-12-24,Accordée,Opco AKTO
AIDE-04313,DEM-0006,48578119029593,Prime Reprise d'Activité AGEFIPH (Handicap),8473.42,2025-03-09,2025-10-11,Clôturée,Opco Atlas
AIDE-04314,DEM-0400,41947389908131,Compte Personnel de Formation (CPF Co-financé),8118.2,2025-03-01,2025-10-12,Accordée,Région
AIDE-04315,DEM-0236,41704985072022,Compte Personnel de Formation (CPF Co-financé),12717.69,2025-05-01,2025-12-04,En cours de versement,Opco Atlas
AIDE-04316,DEM-0168,41893869012224,Prime Reprise d'Activité AGEFIPH (Handicap),8756.8,2025-03-14,2025-05-22,Accordée,Opco AKTO
AIDE-04317,DEM-0282,42441847119055,Compte Personnel de Formation (CPF Co-financé),9919.36,2025-04-29,2025-12-01,Clôturée,Agefiph
AIDE-04318,DEM-0264,47702450413903,PMSMP (Immersion en Entreprise 15j),10912.7,2025-03-08,2025-12-28,Accordée,Région
AIDE-04319,DEM-0182,42551126176913,AFPR (Action de Formation Préalable à l'Emploi),9058.39,2025-03-03,2025-11-14,Clôturée,Agefiph
AIDE-04320,DEM-0091,43822635576201,PMSMP (Immersion en Entreprise 15j),9556.8,2025-01-15,2025-11-05,En cours de versement,Région
AIDE-04321,DEM-0060,45492090144226,PMSMP (Immersion en Entreprise 15j),9892.82,2025-04-23,2026-03-04,Clôturée,Région
AIDE-04322,DEM-0276,48042300346446,PMSMP (Immersion en Entreprise 15j),6387.98,2025-04-23,2026-04-06,En cours de versement,Agefiph
AIDE-04323,DEM-0284,45070006272302,Prime Reprise d'Activité AGEFIPH (Handicap),4366.64,2025-02-08,2025-11-19,Clôturée,France Travail
AIDE-04324,DEM-0394,49197795118486,PMSMP (Immersion en Entreprise 15j),13958.0,2025-02-26,2025-10-08,Clôturée,Agefiph
AIDE-04325,DEM-0043,43411575821272,PMSMP (Immersion en Entreprise 15j),9791.41,2025-03-18,2026-03-10,Accordée,France Travail
AIDE-04326,DEM-0384,49974430798181,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7850.69,2025-05-03,2025-12-06,En cours de versement,France Travail
AIDE-04327,DEM-0325,46342626191579,PMSMP (Immersion en Entreprise 15j),2321.73,2025-04-26,2025-09-05,En cours de versement,France Travail
AIDE-04328,DEM-0105,46882169610599,Prime Reprise d'Activité AGEFIPH (Handicap),5692.9,2025-04-11,2026-01-06,Accordée,Opco AKTO
AIDE-04329,DEM-0218,45208623482168,AFPR (Action de Formation Préalable à l'Emploi),9335.38,2025-02-04,2025-11-11,Accordée,Opco AKTO
AIDE-04330,DEM-0469,49812781155727,Aid'Emploi ZFU / QPV Recrutement,8680.46,2025-02-12,2025-08-30,Accordée,France Travail
AIDE-04331,DEM-0096,45744652351517,PMSMP (Immersion en Entreprise 15j),13545.26,2025-03-28,2025-06-24,En cours de versement,France Travail
AIDE-04332,DEM-0160,47131190875359,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5400.65,2025-04-24,2026-03-03,Clôturée,France Travail
AIDE-04333,DEM-0018,45378767249736,Aid'Emploi ZFU / QPV Recrutement,9582.78,2025-02-01,2025-09-03,Clôturée,Agefiph
AIDE-04334,DEM-0290,47678085514577,Compte Personnel de Formation (CPF Co-financé),7682.59,2025-01-22,2026-01-17,Clôturée,France Travail
AIDE-04335,DEM-0164,41368844808686,Compte Personnel de Formation (CPF Co-financé),7674.88,2025-05-01,2025-10-04,Clôturée,Région
AIDE-04336,DEM-0276,44461942730421,Compte Personnel de Formation (CPF Co-financé),8373.11,2025-02-08,2025-09-09,En cours de versement,Région
AIDE-04337,DEM-0465,43868317839021,PMSMP (Immersion en Entreprise 15j),7136.56,2025-03-31,2025-12-03,Accordée,Agefiph
AIDE-04338,DEM-0411,42106852803169,Compte Personnel de Formation (CPF Co-financé),5508.68,2025-04-15,2026-04-12,Clôturée,Opco AKTO
AIDE-04339,DEM-0376,44641628196063,POEI (Préparation Opérationnelle à l'Emploi Individuelle),2180.65,2025-03-19,2025-10-19,Clôturée,Région
AIDE-04340,DEM-0468,41345735186048,Aid'Emploi ZFU / QPV Recrutement,10726.26,2025-05-10,2025-12-15,Clôturée,Opco AKTO
AIDE-04341,DEM-0078,42296966209398,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3335.73,2025-03-30,2025-06-22,Clôturée,Opco AKTO
AIDE-04342,DEM-0275,49569507978854,AFPR (Action de Formation Préalable à l'Emploi),1711.4,2025-02-01,2025-06-19,En cours de versement,Opco AKTO
AIDE-04343,DEM-0194,48432758530503,Compte Personnel de Formation (CPF Co-financé),2095.96,2025-01-27,2025-12-10,Clôturée,Agefiph
AIDE-04344,DEM-0090,43049189644956,Compte Personnel de Formation (CPF Co-financé),14380.37,2025-01-18,2025-12-03,Clôturée,Agefiph
AIDE-04345,DEM-0288,45989527291231,PMSMP (Immersion en Entreprise 15j),1670.86,2025-03-07,2025-11-08,En cours de versement,Agefiph
AIDE-04346,DEM-0485,49248910842169,POEI (Préparation Opérationnelle à l'Emploi Individuelle),2692.05,2025-01-29,2025-09-24,Clôturée,France Travail
AIDE-04347,DEM-0348,44535353797040,Aid'Emploi ZFU / QPV Recrutement,10793.38,2025-03-11,2025-06-25,Accordée,Opco Atlas
AIDE-04348,DEM-0116,43526922642141,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10316.56,2025-04-03,2025-09-20,Clôturée,Opco AKTO
AIDE-04349,DEM-0121,41395402462432,AFPR (Action de Formation Préalable à l'Emploi),5725.84,2025-03-23,2026-03-16,Accordée,Opco AKTO
AIDE-04350,DEM-0244,41498935620646,PMSMP (Immersion en Entreprise 15j),4890.91,2025-05-09,2026-03-08,Accordée,Région
AIDE-04351,DEM-0051,47604227521246,PMSMP (Immersion en Entreprise 15j),11633.77,2025-04-28,2025-09-09,En cours de versement,Agefiph
AIDE-04352,DEM-0344,41475035096128,Aid'Emploi ZFU / QPV Recrutement,2140.45,2025-05-13,2026-04-06,Clôturée,Agefiph
AIDE-04353,DEM-0214,46421671128689,PMSMP (Immersion en Entreprise 15j),14435.79,2025-01-18,2025-07-27,Accordée,Région
AIDE-04354,DEM-0332,45242422444607,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3345.85,2025-04-22,2026-04-02,Clôturée,Région
AIDE-04355,DEM-0405,45842949127612,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3762.55,2025-03-23,2026-02-23,Accordée,Opco AKTO
AIDE-04356,DEM-0364,48537459088824,Prime Reprise d'Activité AGEFIPH (Handicap),12307.17,2025-02-02,2025-07-31,En cours de versement,Région
AIDE-04357,DEM-0321,43467844588807,PMSMP (Immersion en Entreprise 15j),7685.06,2025-03-16,2026-02-21,En cours de versement,Agefiph
AIDE-04358,DEM-0368,41631550336707,Compte Personnel de Formation (CPF Co-financé),4278.58,2025-05-09,2025-07-23,Clôturée,France Travail
AIDE-04359,DEM-0306,44234296399246,PMSMP (Immersion en Entreprise 15j),12153.74,2025-05-11,2025-10-20,Accordée,Opco AKTO
AIDE-04360,DEM-0425,48880931435308,Prime Reprise d'Activité AGEFIPH (Handicap),11552.15,2025-05-03,2025-08-23,Accordée,Agefiph
AIDE-04361,DEM-0084,46532901072187,PMSMP (Immersion en Entreprise 15j),6645.38,2025-02-18,2025-10-10,Clôturée,France Travail
AIDE-04362,DEM-0037,49780766897321,AFPR (Action de Formation Préalable à l'Emploi),8141.73,2025-04-07,2026-02-11,Accordée,Agefiph
AIDE-04363,DEM-0007,46566567931497,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6504.91,2025-01-25,2025-06-24,Accordée,Région
AIDE-04364,DEM-0267,47003734366579,Compte Personnel de Formation (CPF Co-financé),2665.42,2025-03-29,2025-08-20,Accordée,Agefiph
AIDE-04365,DEM-0056,45368783610527,Compte Personnel de Formation (CPF Co-financé),3499.84,2025-02-27,2025-10-09,En cours de versement,Agefiph
AIDE-04366,DEM-0499,48938530800038,AFPR (Action de Formation Préalable à l'Emploi),12737.0,2025-02-09,2025-10-02,Accordée,Région
AIDE-04367,DEM-0017,46639146254886,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8542.91,2025-05-14,2025-09-21,Clôturée,Région
AIDE-04368,DEM-0019,44529069725146,Prime Reprise d'Activité AGEFIPH (Handicap),8453.88,2025-05-05,2025-09-24,Clôturée,Région
AIDE-04369,DEM-0063,45598797130449,AFPR (Action de Formation Préalable à l'Emploi),11682.3,2025-03-29,2025-11-29,Clôturée,France Travail
AIDE-04370,DEM-0006,46311756674681,Aid'Emploi ZFU / QPV Recrutement,4634.33,2025-04-10,2025-07-15,En cours de versement,Région
AIDE-04371,DEM-0049,48623252707312,Prime Reprise d'Activité AGEFIPH (Handicap),4240.63,2025-05-04,2025-10-05,En cours de versement,Agefiph
AIDE-04372,DEM-0089,43626803367121,PMSMP (Immersion en Entreprise 15j),14161.66,2025-05-11,2025-09-30,Accordée,Région
AIDE-04373,DEM-0113,48479925435210,AFPR (Action de Formation Préalable à l'Emploi),4075.63,2025-02-17,2025-10-08,En cours de versement,Opco AKTO
AIDE-04374,DEM-0407,42170673726184,Prime Reprise d'Activité AGEFIPH (Handicap),9221.77,2025-05-02,2025-12-01,Accordée,Agefiph
AIDE-04375,DEM-0083,44640684451734,PMSMP (Immersion en Entreprise 15j),6052.62,2025-05-08,2025-09-15,En cours de versement,Région
AIDE-04376,DEM-0060,45426767271152,PMSMP (Immersion en Entreprise 15j),11376.95,2025-04-12,2025-07-13,Accordée,Agefiph
AIDE-04377,DEM-0483,46464198234619,AFPR (Action de Formation Préalable à l'Emploi),10139.08,2025-02-24,2025-10-04,Clôturée,Opco Atlas
AIDE-04378,DEM-0117,45310140795023,Prime Reprise d'Activité AGEFIPH (Handicap),7922.96,2025-04-23,2026-02-16,En cours de versement,France Travail
AIDE-04379,FT-99720068,49917755179930,Compte Personnel de Formation (CPF Co-financé),6969.56,2025-01-18,2025-04-27,Accordée,Agefiph
AIDE-04380,DEM-0198,45476954373646,Aid'Emploi ZFU / QPV Recrutement,6244.64,2025-02-10,2026-01-18,En cours de versement,Opco Atlas
AIDE-04381,DEM-0353,47168534482005,AFPR (Action de Formation Préalable à l'Emploi),8205.97,2025-01-26,2025-11-06,En cours de versement,Opco Atlas
AIDE-04382,DEM-0220,48736020967601,AFPR (Action de Formation Préalable à l'Emploi),6121.07,2025-02-01,2025-08-11,En cours de versement,Opco Atlas
AIDE-04383,DEM-0110,43629140825227,Compte Personnel de Formation (CPF Co-financé),9539.21,2025-03-18,2025-06-16,Clôturée,Opco Atlas
AIDE-04384,DEM-0154,46384320938073,Aid'Emploi ZFU / QPV Recrutement,1630.7,2025-05-12,2026-02-07,Clôturée,France Travail
AIDE-04385,DEM-0048,46843548881521,Prime Reprise d'Activité AGEFIPH (Handicap),8300.43,2025-05-01,2025-07-16,Accordée,France Travail
AIDE-04386,DEM-0315,48057921349663,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10712.68,2025-05-15,2025-08-01,En cours de versement,Région
AIDE-04387,DEM-0402,43420952090697,Prime Reprise d'Activité AGEFIPH (Handicap),2738.34,2025-03-18,2025-08-19,En cours de versement,Opco AKTO
AIDE-04388,DEM-0409,42313673415944,Compte Personnel de Formation (CPF Co-financé),12973.26,2025-03-06,2025-10-14,Accordée,France Travail
AIDE-04389,DEM-0391,43510533184936,Aid'Emploi ZFU / QPV Recrutement,12965.78,2025-03-26,2025-08-10,Accordée,Agefiph
AIDE-04390,DEM-0492,47206215059318,PMSMP (Immersion en Entreprise 15j),14374.1,2025-02-05,2025-09-11,Clôturée,France Travail
AIDE-04391,DEM-0272,45901727725268,AFPR (Action de Formation Préalable à l'Emploi),8589.65,2025-05-14,2025-07-18,Clôturée,Région
AIDE-04392,DEM-0217,41444501603553,PMSMP (Immersion en Entreprise 15j),1930.21,2025-05-11,2025-11-25,Clôturée,Agefiph
AIDE-04393,DEM-0215,48393945553031,Aid'Emploi ZFU / QPV Recrutement,2263.18,2025-04-23,2025-12-15,Clôturée,Opco AKTO
AIDE-04394,DEM-0298,48034754742069,Compte Personnel de Formation (CPF Co-financé),5852.18,2025-02-18,2025-05-01,En cours de versement,Agefiph
AIDE-04395,DEM-0378,45565774427045,Prime Reprise d'Activité AGEFIPH (Handicap),7356.66,2025-01-20,2025-11-10,En cours de versement,Région
AIDE-04396,DEM-0415,42061092029070,Aid'Emploi ZFU / QPV Recrutement,7485.81,2025-03-29,2025-12-10,En cours de versement,Agefiph
AIDE-04397,DEM-0390,45388070849132,AFPR (Action de Formation Préalable à l'Emploi),4298.98,2025-03-18,2025-06-03,Accordée,France Travail
AIDE-04398,DEM-0300,42589495814791,Compte Personnel de Formation (CPF Co-financé),8117.09,2025-02-12,2025-04-17,Accordée,Agefiph
AIDE-04399,DEM-0062,44119936477579,Prime Reprise d'Activité AGEFIPH (Handicap),13980.98,2025-03-14,2025-11-09,Accordée,France Travail
AIDE-04400,DEM-0441,48533767801050,PMSMP (Immersion en Entreprise 15j),13640.82,2025-02-11,2025-05-18,Clôturée,France Travail
AIDE-04401,DEM-0334,48938530800038,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11101.88,2025-05-09,2025-11-03,En cours de versement,Région
AIDE-04402,DEM-0017,48849962878901,AFPR (Action de Formation Préalable à l'Emploi),13903.05,2025-02-15,2025-10-31,En cours de versement,Agefiph
AIDE-04403,DEM-0258,45941223787728,PMSMP (Immersion en Entreprise 15j),4685.34,2025-03-04,2025-05-25,En cours de versement,Agefiph
AIDE-04404,DEM-0201,48413523744694,PMSMP (Immersion en Entreprise 15j),4346.54,2025-05-10,2025-10-22,En cours de versement,Région
AIDE-04405,DEM-0292,47939391306185,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6468.37,2025-04-26,2025-11-13,Accordée,Opco Atlas
AIDE-04406,DEM-0132,49360724158116,PMSMP (Immersion en Entreprise 15j),10197.15,2025-05-06,2025-12-23,Clôturée,Agefiph
AIDE-04407,DEM-0203,48087939147396,Prime Reprise d'Activité AGEFIPH (Handicap),6496.5,2025-02-07,2025-10-07,Clôturée,Opco Atlas
AIDE-04408,DEM-0481,45703168012727,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10394.81,2025-04-11,2025-06-20,Accordée,Opco Atlas
AIDE-04409,DEM-0104,47011996064625,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6036.88,2025-04-24,2025-12-10,En cours de versement,Région
AIDE-04410,DEM-0157,48502128315340,AFPR (Action de Formation Préalable à l'Emploi),1524.54,2025-04-05,2025-06-28,Clôturée,Agefiph
AIDE-04411,DEM-0028,48524391034133,Prime Reprise d'Activité AGEFIPH (Handicap),12837.31,2025-04-08,2025-08-23,En cours de versement,Opco AKTO
AIDE-04412,DEM-0412,49612132715186,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5282.61,2025-04-16,2025-10-10,Clôturée,Opco AKTO
AIDE-04413,DEM-0224,42825834102171,Compte Personnel de Formation (CPF Co-financé),1934.79,2025-05-12,2026-04-23,Clôturée,Région
AIDE-04414,DEM-0188,43102282244300,AFPR (Action de Formation Préalable à l'Emploi),13001.61,2025-05-14,2026-04-11,Clôturée,Opco Atlas
AIDE-04415,DEM-0045,49447296363490,AFPR (Action de Formation Préalable à l'Emploi),11297.32,2025-03-16,2025-11-15,Accordée,Région
AIDE-04416,DEM-0243,48912785467829,Compte Personnel de Formation (CPF Co-financé),7728.67,2025-02-04,2025-07-15,Clôturée,Opco Atlas
AIDE-04417,DEM-0024,42002906825739,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10485.05,2025-05-08,2026-04-27,En cours de versement,Opco Atlas
AIDE-04418,DEM-0305,43986611905486,PMSMP (Immersion en Entreprise 15j),3095.64,2025-02-11,2025-10-28,Accordée,Opco Atlas
AIDE-04419,DEM-0200,44117469719353,PMSMP (Immersion en Entreprise 15j),13292.67,2025-03-08,2025-09-07,Clôturée,France Travail
AIDE-04420,DEM-0165,43321639713141,AFPR (Action de Formation Préalable à l'Emploi),11100.76,2025-01-25,2025-08-04,Clôturée,France Travail
AIDE-04421,DEM-0086,43672081224376,Prime Reprise d'Activité AGEFIPH (Handicap),13451.56,2025-03-02,2025-10-29,Clôturée,Région
AIDE-04422,DEM-0086,43031572296071,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4755.77,2025-02-05,2025-11-10,Clôturée,Région
AIDE-04423,DEM-0234,41529067997458,PMSMP (Immersion en Entreprise 15j),10719.98,2025-03-08,2025-12-26,Clôturée,Région
AIDE-04424,DEM-0327,46203106009321,Aid'Emploi ZFU / QPV Recrutement,6211.29,2025-03-21,2025-11-02,Clôturée,Opco AKTO
AIDE-04425,DEM-0015,42672345158137,Compte Personnel de Formation (CPF Co-financé),4197.8,2025-02-20,2025-06-02,En cours de versement,Région
AIDE-04426,DEM-0350,46354367895230,AFPR (Action de Formation Préalable à l'Emploi),14150.38,2025-03-19,2026-01-19,En cours de versement,Région
AIDE-04427,DEM-0004,46531641868424,Prime Reprise d'Activité AGEFIPH (Handicap),3353.83,2025-04-11,2026-03-31,En cours de versement,France Travail
AIDE-04428,DEM-0487,47377880224647,PMSMP (Immersion en Entreprise 15j),12013.4,2025-04-13,2025-11-26,Clôturée,Agefiph
AIDE-04429,DEM-0141,49142528992314,PMSMP (Immersion en Entreprise 15j),2116.52,2025-01-28,2025-08-17,En cours de versement,Opco Atlas
AIDE-04430,DEM-0182,43162715317756,Prime Reprise d'Activité AGEFIPH (Handicap),14196.05,2025-04-02,2025-07-26,En cours de versement,Région
AIDE-04431,DEM-0326,45753289470550,PMSMP (Immersion en Entreprise 15j),12021.23,2025-01-27,2025-05-21,Clôturée,France Travail
AIDE-04432,DEM-0339,42279891284843,Compte Personnel de Formation (CPF Co-financé),2162.17,2025-03-17,2025-06-23,Clôturée,Agefiph
AIDE-04433,DEM-0223,42327356641389,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5307.27,2025-03-06,2026-01-07,Accordée,Opco AKTO
AIDE-04434,DEM-0018,45857204575011,Aid'Emploi ZFU / QPV Recrutement,3802.83,2025-01-27,2025-06-11,Clôturée,Opco AKTO
AIDE-04435,DEM-0466,47616488856698,Prime Reprise d'Activité AGEFIPH (Handicap),10181.23,2025-02-02,2025-05-07,En cours de versement,Opco Atlas
AIDE-04436,DEM-0499,43574759802836,Compte Personnel de Formation (CPF Co-financé),9112.82,2025-03-22,2025-05-22,En cours de versement,Région
AIDE-04437,DEM-0041,48702245878615,AFPR (Action de Formation Préalable à l'Emploi),14448.93,2025-05-03,2026-04-08,Accordée,Opco Atlas
AIDE-04438,DEM-0247,43963220959859,Aid'Emploi ZFU / QPV Recrutement,4791.21,2025-03-15,2025-08-20,En cours de versement,Agefiph
AIDE-04439,DEM-0269,49974430798181,PMSMP (Immersion en Entreprise 15j),13655.52,2025-02-23,2025-06-22,Clôturée,Opco Atlas
AIDE-04440,DEM-0292,42180391671206,Aid'Emploi ZFU / QPV Recrutement,13955.73,2025-05-06,2026-03-02,Clôturée,Agefiph
AIDE-04441,DEM-0252,41777968077918,AFPR (Action de Formation Préalable à l'Emploi),10305.0,2025-04-25,2026-03-11,Accordée,France Travail
AIDE-04442,DEM-0428,49919862563467,Prime Reprise d'Activité AGEFIPH (Handicap),6084.18,2025-02-20,2026-01-27,Accordée,Opco AKTO
AIDE-04443,DEM-0435,44416771480304,PMSMP (Immersion en Entreprise 15j),5712.21,2025-01-28,2025-08-02,Accordée,Région
AIDE-04444,DEM-0028,46092037796769,PMSMP (Immersion en Entreprise 15j),13158.07,2025-03-20,2026-03-01,Clôturée,Opco Atlas
AIDE-04445,DEM-0365,46955646161807,Compte Personnel de Formation (CPF Co-financé),12959.32,2025-04-01,2025-09-05,En cours de versement,Agefiph
AIDE-04446,DEM-0290,46226575541025,Aid'Emploi ZFU / QPV Recrutement,6017.37,2025-03-26,2026-01-05,Clôturée,France Travail
AIDE-04447,DEM-0408,43665926550831,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6822.42,2025-04-22,2025-08-09,En cours de versement,France Travail
AIDE-04448,DEM-0008,46605676341407,AFPR (Action de Formation Préalable à l'Emploi),9087.67,2025-02-21,2025-07-09,En cours de versement,Opco AKTO
AIDE-04449,DEM-0389,44438977145451,AFPR (Action de Formation Préalable à l'Emploi),12639.69,2025-01-28,2025-06-01,En cours de versement,Agefiph
AIDE-04450,DEM-0493,44841732457860,PMSMP (Immersion en Entreprise 15j),7186.85,2025-02-04,2025-06-12,Clôturée,Opco AKTO
AIDE-04451,DEM-0108,42762554384215,PMSMP (Immersion en Entreprise 15j),9879.5,2025-02-25,2025-10-28,Accordée,Opco Atlas
AIDE-04452,DEM-0109,49311242624900,PMSMP (Immersion en Entreprise 15j),6697.94,2025-02-13,2025-04-26,En cours de versement,Agefiph
AIDE-04453,DEM-0101,41787357373665,Aid'Emploi ZFU / QPV Recrutement,12796.98,2025-02-17,2026-01-15,Accordée,Opco Atlas
AIDE-04454,DEM-0010,46155906809382,PMSMP (Immersion en Entreprise 15j),8619.22,2025-01-26,2025-09-08,Accordée,Région
AIDE-04455,DEM-0143,41922387364196,Compte Personnel de Formation (CPF Co-financé),12428.37,2025-04-19,2025-07-07,En cours de versement,Opco AKTO
AIDE-04456,DEM-0230,47384409223013,PMSMP (Immersion en Entreprise 15j),6248.54,2025-04-20,2025-12-10,Clôturée,Opco AKTO
AIDE-04457,DEM-0456,41541112518472,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6744.43,2025-02-01,2025-11-14,En cours de versement,Opco AKTO
AIDE-04458,DEM-0286,45382448585571,Aid'Emploi ZFU / QPV Recrutement,14469.38,2025-05-06,2025-09-05,Clôturée,Opco AKTO
