id_incident,nom_operateur,commune,code_departement,nom_region,type_equipement,severite_incident,nombre_abonnes_impactes,statut_resolution
INC-00564,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Moyen - Dégradation débit,625,EN_COURS
INC-00565,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Mineur,760,RESOLU
INC-00566,Free Mobile,Paris,75 - Paris,Île-de-France,NRO Central Enedis/SFR,Majeur - Rupture 48h,2319,RESOLU
INC-00567,Orange,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Majeur - Rupture 48h,8577,EN_COURS
INC-00568,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,506,EN_COURS
INC-00569,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,8575,INTERVENTION_EQUIPE
INC-00570,Orange,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Mineur,55,EN_COURS
INC-00571,SFR,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Moyen - Dégradation débit,245,RESOLU
INC-00572,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Mineur,28,INTERVENTION_EQUIPE
INC-00573,Free Mobile,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Mineur,592,INTERVENTION_EQUIPE
INC-00574,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,207,RESOLU
INC-00575,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Majeur - Rupture 48h,6755,EN_COURS
INC-00576,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Mineur,69,RESOLU
INC-00577,Orange,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Mineur,604,INTERVENTION_EQUIPE
INC-00578,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,78,RESOLU
INC-00579,Free Mobile,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Moyen - Dégradation débit,351,RESOLU
INC-00580,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,NRO Central Enedis/SFR,Majeur - Rupture 48h,5452,INTERVENTION_EQUIPE
INC-00581,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,830,INTERVENTION_EQUIPE
INC-00582,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Majeur - Rupture 48h,11396,INTERVENTION_EQUIPE
INC-00583,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,138,RESOLU
INC-00584,Orange,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Moyen - Dégradation débit,613,RESOLU
INC-00585,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,7120,RESOLU
INC-00586,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,10334,RESOLU
INC-00587,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,655,EN_COURS
INC-00588,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Moyen - Dégradation débit,209,INTERVENTION_EQUIPE
INC-00589,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Mineur,102,INTERVENTION_EQUIPE
INC-00590,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Moyen - Dégradation débit,151,INTERVENTION_EQUIPE
INC-00591,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Mineur,771,EN_COURS
INC-00592,Orange,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Majeur - Rupture 48h,8793,EN_COURS
INC-00593,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Majeur - Rupture 48h,2434,EN_COURS
INC-00594,Free Mobile,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,149,EN_COURS
INC-00595,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,76,EN_COURS
INC-00596,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,PBO Fibre Optique,Majeur - Rupture 48h,5848,RESOLU
INC-00597,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Moyen - Dégradation débit,266,INTERVENTION_EQUIPE
INC-00598,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,7544,RESOLU
INC-00599,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Mineur,797,RESOLU
INC-00600,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,2294,INTERVENTION_EQUIPE
INC-00601,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Moyen - Dégradation débit,510,EN_COURS
INC-00602,Free Mobile,Lille,59 - Nord,Hauts-de-France,Routeur Cœur IP,Mineur,229,EN_COURS
INC-00603,Bouygues Telecom,Paris,75 - Paris,Île-de-France,NRO Central Enedis/SFR,Majeur - Rupture 48h,4802,EN_COURS
INC-00604,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Mineur,303,INTERVENTION_EQUIPE
INC-00605,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Mineur,166,RESOLU
INC-00606,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Majeur - Rupture 48h,11451,INTERVENTION_EQUIPE
INC-00607,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Majeur - Rupture 48h,14444,EN_COURS
INC-00608,Orange,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Mineur,170,INTERVENTION_EQUIPE
INC-00609,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,10625,EN_COURS
INC-00610,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Majeur - Rupture 48h,533,INTERVENTION_EQUIPE
INC-00611,Free Mobile,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Mineur,34,RESOLU
INC-00612,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Mineur,449,INTERVENTION_EQUIPE
INC-00613,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,618,RESOLU
INC-00614,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Moyen - Dégradation débit,316,RESOLU
INC-00615,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Majeur - Rupture 48h,1577,INTERVENTION_EQUIPE
INC-00616,Free Mobile,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Majeur - Rupture 48h,324,EN_COURS
INC-00617,Bouygues Telecom,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Mineur,411,RESOLU
INC-00618,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,547,RESOLU
INC-00619,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,8573,INTERVENTION_EQUIPE
INC-00620,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,642,RESOLU
INC-00621,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Mineur,305,INTERVENTION_EQUIPE
INC-00622,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Mineur,57,EN_COURS
INC-00623,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Majeur - Rupture 48h,11168,RESOLU
INC-00624,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,13834,EN_COURS
INC-00625,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Mineur,845,INTERVENTION_EQUIPE
INC-00626,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,9291,EN_COURS
INC-00627,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Moyen - Dégradation débit,558,RESOLU
INC-00628,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,NRO Central Enedis/SFR,Moyen - Dégradation débit,407,RESOLU
INC-00629,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Majeur - Rupture 48h,7168,INTERVENTION_EQUIPE
INC-00630,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Mineur,363,EN_COURS
INC-00631,Orange,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Mineur,268,INTERVENTION_EQUIPE
INC-00632,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Mineur,315,RESOLU
INC-00633,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Mineur,685,EN_COURS
INC-00634,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Moyen - Dégradation débit,186,EN_COURS
INC-00635,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,235,RESOLU
INC-00636,SFR,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Mineur,709,RESOLU
INC-00637,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,5283,EN_COURS
INC-00638,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,PBO Fibre Optique,Mineur,463,RESOLU
INC-00639,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Mineur,32,INTERVENTION_EQUIPE
INC-00640,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Moyen - Dégradation débit,755,RESOLU
INC-00641,Free Mobile,Lille,59 - Nord,Hauts-de-France,Routeur Cœur IP,Mineur,586,INTERVENTION_EQUIPE
INC-00642,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,370,RESOLU
INC-00643,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Majeur - Rupture 48h,7745,RESOLU
INC-00644,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 4G LTE,Mineur,618,RESOLU
INC-00645,Free Mobile,Lille,59 - Nord,Hauts-de-France,Routeur Cœur IP,Mineur,69,INTERVENTION_EQUIPE
INC-00646,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,3497,EN_COURS
INC-00647,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,PBO Fibre Optique,Mineur,33,RESOLU
INC-00648,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,12555,EN_COURS
INC-00649,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,772,EN_COURS
INC-00650,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Routeur Cœur IP,Moyen - Dégradation débit,185,RESOLU
INC-00651,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Moyen - Dégradation débit,252,RESOLU
INC-00652,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,1670,RESOLU
INC-00653,Orange,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,507,RESOLU
INC-00654,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Moyen - Dégradation débit,266,EN_COURS
INC-00655,SFR,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Moyen - Dégradation débit,275,EN_COURS
INC-00656,Orange,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,78,INTERVENTION_EQUIPE
INC-00657,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,102,RESOLU
INC-00658,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,392,RESOLU
INC-00659,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,4471,EN_COURS
INC-00660,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Moyen - Dégradation débit,459,EN_COURS
INC-00661,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Majeur - Rupture 48h,9906,INTERVENTION_EQUIPE
INC-00662,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Moyen - Dégradation débit,652,INTERVENTION_EQUIPE
INC-00663,Bouygues Telecom,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Mineur,495,INTERVENTION_EQUIPE
INC-00664,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Majeur - Rupture 48h,10506,EN_COURS
INC-00665,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,NRO Central Enedis/SFR,Moyen - Dégradation débit,620,RESOLU
INC-00666,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,76,RESOLU
INC-00667,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Moyen - Dégradation débit,118,EN_COURS
INC-00668,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,4621,EN_COURS
INC-00669,SFR,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Moyen - Dégradation débit,701,EN_COURS
INC-00670,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,198,EN_COURS
INC-00671,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Mineur,430,RESOLU
INC-00672,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,12424,RESOLU
INC-00673,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Routeur Cœur IP,Mineur,654,RESOLU
INC-00674,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Moyen - Dégradation débit,482,RESOLU
INC-00675,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,345,RESOLU
INC-00676,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Moyen - Dégradation débit,739,RESOLU
INC-00677,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,394,EN_COURS
INC-00678,SFR,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Mineur,201,EN_COURS
INC-00679,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,11554,EN_COURS
INC-00680,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,PBO Fibre Optique,Mineur,276,INTERVENTION_EQUIPE
INC-00681,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Moyen - Dégradation débit,208,EN_COURS
INC-00682,Free Mobile,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Majeur - Rupture 48h,10989,INTERVENTION_EQUIPE
INC-00683,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Mineur,584,INTERVENTION_EQUIPE
INC-00684,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Mineur,145,EN_COURS
INC-00685,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Majeur - Rupture 48h,11334,INTERVENTION_EQUIPE
INC-00686,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Moyen - Dégradation débit,67,INTERVENTION_EQUIPE
INC-00687,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,441,EN_COURS
INC-00688,Bouygues Telecom,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Moyen - Dégradation débit,27,INTERVENTION_EQUIPE
INC-00689,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Mineur,763,EN_COURS
INC-00690,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,2658,EN_COURS
INC-00691,Orange,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,739,EN_COURS
INC-00692,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,20,EN_COURS
INC-00693,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,4898,EN_COURS
INC-00694,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,7758,INTERVENTION_EQUIPE
INC-00695,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,13632,RESOLU
INC-00696,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Mineur,68,EN_COURS
INC-00697,SFR,Montpellier,34 - Hérault,Occitanie,PBO Fibre Optique,Mineur,510,EN_COURS
INC-00698,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Majeur - Rupture 48h,1841,INTERVENTION_EQUIPE
INC-00699,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Moyen - Dégradation débit,490,EN_COURS
INC-00700,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,660,RESOLU
INC-00701,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Mineur,462,RESOLU
INC-00702,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,630,RESOLU
INC-00703,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,551,RESOLU
INC-00704,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,13751,INTERVENTION_EQUIPE
INC-00705,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,299,EN_COURS
INC-00706,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Moyen - Dégradation débit,219,INTERVENTION_EQUIPE
INC-00707,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,1947,RESOLU
INC-00708,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,273,RESOLU
INC-00709,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Mineur,351,RESOLU
INC-00710,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Majeur - Rupture 48h,8287,INTERVENTION_EQUIPE
INC-00711,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,132,RESOLU
INC-00712,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Mineur,372,INTERVENTION_EQUIPE
INC-00713,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Majeur - Rupture 48h,13669,EN_COURS
INC-00714,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Routeur Cœur IP,Mineur,742,RESOLU
INC-00715,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,PBO Fibre Optique,Majeur - Rupture 48h,4489,RESOLU
INC-00716,Free Mobile,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,45,EN_COURS
INC-00717,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Majeur - Rupture 48h,5743,EN_COURS
INC-00718,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Mineur,798,INTERVENTION_EQUIPE
INC-00719,Orange,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,825,EN_COURS
INC-00720,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Majeur - Rupture 48h,1820,RESOLU
INC-00721,SFR,Paris,75 - Paris,Île-de-France,NRO Central Enedis/SFR,Mineur,664,RESOLU
INC-00722,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Mineur,449,INTERVENTION_EQUIPE
INC-00723,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,388,RESOLU
INC-00724,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 5G 3.5GHz,Majeur - Rupture 48h,12371,INTERVENTION_EQUIPE
INC-00725,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Routeur Cœur IP,Majeur - Rupture 48h,13453,INTERVENTION_EQUIPE
INC-00726,SFR,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Majeur - Rupture 48h,7664,INTERVENTION_EQUIPE
INC-00727,Bouygues Telecom,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Mineur,459,EN_COURS
INC-00728,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Majeur - Rupture 48h,13127,INTERVENTION_EQUIPE
INC-00729,Orange,Paris,75 - Paris,Île-de-France,NRO Central Enedis/SFR,Mineur,515,INTERVENTION_EQUIPE
INC-00730,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,NRO Central Enedis/SFR,Majeur - Rupture 48h,2483,EN_COURS
INC-00731,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,NRO Central Enedis/SFR,Moyen - Dégradation débit,53,INTERVENTION_EQUIPE
INC-00732,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Mineur,197,INTERVENTION_EQUIPE
INC-00733,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Mineur,209,INTERVENTION_EQUIPE
INC-00734,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Moyen - Dégradation débit,251,INTERVENTION_EQUIPE
INC-00735,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Majeur - Rupture 48h,2104,EN_COURS
INC-00736,Orange,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Moyen - Dégradation débit,786,RESOLU
INC-00737,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,13676,RESOLU
INC-00738,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,187,EN_COURS
INC-00739,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,5293,EN_COURS
INC-00740,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,8395,RESOLU
INC-00741,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Majeur - Rupture 48h,7807,INTERVENTION_EQUIPE
INC-00742,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Majeur - Rupture 48h,6674,EN_COURS
INC-00743,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Moyen - Dégradation débit,671,INTERVENTION_EQUIPE
INC-00744,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Majeur - Rupture 48h,3670,RESOLU
INC-00745,SFR,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,23,RESOLU
INC-00746,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,1649,INTERVENTION_EQUIPE
INC-00747,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Moyen - Dégradation débit,64,INTERVENTION_EQUIPE
INC-00748,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Moyen - Dégradation débit,527,EN_COURS
INC-00749,Bouygues Telecom,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Majeur - Rupture 48h,7393,EN_COURS
INC-00750,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,529,RESOLU
INC-00751,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Majeur - Rupture 48h,1612,INTERVENTION_EQUIPE
INC-00752,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Majeur - Rupture 48h,2744,RESOLU
INC-00753,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,PBO Fibre Optique,Moyen - Dégradation débit,547,EN_COURS
