id_mesure,nom_operateur,commune,code_departement,nom_region,technologie_reseau,debit_descendant_mbps,debit_montant_mbps,latence_ms,taux_couverture_4g_pct
QOS-02867,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,143.9,45.1,23.4,97.6
QOS-02868,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,449.4,76.1,13.5,98.5
QOS-02869,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,121.3,21.4,20.0,96.7
QOS-02870,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,146.0,33.3,15.0,99.1
QOS-02871,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,241.1,44.6,21.4,96.9
QOS-02872,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,477.9,60.4,14.0,98.7
QOS-02873,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,157.9,44.9,22.4,97.4
QOS-02874,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,329.5,55.8,14.2,99.3
QOS-02875,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,74.1,26.3,21.5,95.7
QOS-02876,Free Mobile,Paris,75 - Paris,Île-de-France,4G,29.9,13.1,41.7,96.6
QOS-02877,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,124.7,15.6,22.0,99.5
QOS-02878,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,406.6,45.9,15.5,98.7
QOS-02879,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,238.3,27.5,15.8,94.5
QOS-02880,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,413.7,75.2,13.2,95.5
QOS-02881,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,189.5,29.4,15.8,99.1
QOS-02882,Orange,Paris,75 - Paris,Île-de-France,5G 700MHz,143.8,35.2,17.2,99.4
QOS-02883,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,80.5,23.7,26.7,94.6
QOS-02884,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 700MHz,157.6,27.2,20.4,96.6
QOS-02885,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,56.4,13.4,40.8,94.9
QOS-02886,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,31.1,10.1,39.6,95.8
QOS-02887,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,4G,30.2,8.5,35.1,96.2
QOS-02888,SFR,Lille,59 - Nord,Hauts-de-France,4G,48.9,11.4,32.3,99.0
QOS-02889,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,600.9,60.5,14.5,98.0
QOS-02890,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,49.6,10.4,46.0,97.0
QOS-02891,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,528.7,55.2,13.0,98.8
QOS-02892,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,332.5,69.1,14.9,98.4
QOS-02893,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,45.1,14.3,29.5,95.2
QOS-02894,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,429.0,74.8,13.8,97.9
QOS-02895,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,193.1,37.4,24.0,97.8
QOS-02896,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,208.6,26.9,16.0,99.6
QOS-02897,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,183.8,36.4,22.0,97.6
QOS-02898,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,174.8,24.9,18.9,97.0
QOS-02899,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,210.0,25.4,20.9,99.0
QOS-02900,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,406.2,74.6,12.4,99.3
QOS-02901,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,53.3,9.6,29.4,95.0
QOS-02902,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G,49.4,11.0,33.0,98.3
QOS-02903,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,509.0,60.5,12.9,98.5
QOS-02904,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,40.8,10.8,30.3,99.0
QOS-02905,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,120.7,26.7,32.5,96.0
QOS-02906,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,509.9,78.4,10.6,99.9
QOS-02907,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,42.1,14.4,28.9,94.9
QOS-02908,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,439.3,73.8,12.3,96.5
QOS-02909,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 3.5GHz,514.7,56.5,14.0,99.4
QOS-02910,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,33.1,15.5,45.9,97.8
QOS-02911,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,413.6,84.5,9.9,98.5
QOS-02912,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,203.4,38.1,24.4,97.0
QOS-02913,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,90.9,25.9,24.5,97.1
QOS-02914,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,151.8,31.9,24.6,96.6
QOS-02915,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,138.9,31.1,21.4,97.0
QOS-02916,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,174.6,36.1,16.9,99.8
QOS-02917,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,116.6,26.6,33.1,99.6
QOS-02918,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,154.8,36.6,15.5,95.0
QOS-02919,SFR,Paris,75 - Paris,Île-de-France,5G 700MHz,147.9,43.4,16.5,97.1
QOS-02920,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,582.4,56.3,14.9,94.7
QOS-02921,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,51.9,8.9,37.2,95.1
QOS-02922,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,521.2,73.8,14.0,98.7
QOS-02923,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,115.5,17.9,31.6,96.2
QOS-02924,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,69.8,21.6,31.6,95.8
QOS-02925,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,48.8,8.6,39.4,99.1
QOS-02926,Orange,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,339.7,53.1,16.2,94.9
QOS-02927,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,185.8,28.4,18.5,99.9
QOS-02928,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,574.6,82.8,11.2,97.2
QOS-02929,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,351.1,49.3,16.0,99.1
QOS-02930,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,201.6,44.9,19.4,98.8
QOS-02931,Orange,Montpellier,34 - Hérault,Occitanie,4G+ LTE,117.4,20.2,27.0,96.1
QOS-02932,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,186.1,37.0,16.4,95.7
QOS-02933,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,41.6,14.3,28.1,97.4
QOS-02934,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,530.4,52.5,16.4,98.8
QOS-02935,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,42.6,14.1,29.2,96.5
QOS-02936,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,122.2,15.5,30.3,95.5
QOS-02937,Orange,Montpellier,34 - Hérault,Occitanie,5G 700MHz,177.1,31.0,19.7,99.9
QOS-02938,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G,49.7,9.9,32.8,97.5
QOS-02939,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,41.0,11.4,48.0,95.9
QOS-02940,SFR,Paris,75 - Paris,Île-de-France,4G+ LTE,81.9,17.4,23.6,98.8
QOS-02941,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,191.0,25.1,23.6,96.5
QOS-02942,SFR,Paris,75 - Paris,Île-de-France,5G 700MHz,222.5,42.5,17.0,95.0
QOS-02943,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,182.7,30.8,15.2,97.5
QOS-02944,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,116.5,26.9,29.0,99.2
QOS-02945,Orange,Lille,59 - Nord,Hauts-de-France,5G 700MHz,200.1,38.3,14.5,98.8
QOS-02946,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,154.3,37.6,15.4,97.2
QOS-02947,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,5G 700MHz,242.7,37.8,17.3,96.7
QOS-02948,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,101.0,21.5,23.9,97.2
QOS-02949,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,234.8,25.6,16.6,97.0
QOS-02950,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,81.2,18.9,34.7,96.4
QOS-02951,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,121.4,22.5,27.2,95.8
QOS-02952,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,212.0,26.7,18.4,98.2
QOS-02953,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,30.9,11.3,41.4,97.9
QOS-02954,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,108.2,27.8,34.4,97.6
QOS-02955,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G+ LTE,82.9,23.0,27.9,99.9
QOS-02956,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G,36.5,11.4,32.2,96.8
QOS-02957,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G,33.7,13.6,45.6,95.5
QOS-02958,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 700MHz,187.5,26.9,14.7,96.2
QOS-02959,Orange,Lille,59 - Nord,Hauts-de-France,4G,37.5,10.2,37.8,98.1
QOS-02960,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,36.1,14.2,36.8,95.7
QOS-02961,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,386.4,47.5,12.4,99.2
QOS-02962,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,503.8,67.7,16.2,99.1
QOS-02963,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,51.1,8.7,39.0,95.3
QOS-02964,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,175.2,45.2,21.7,96.3
QOS-02965,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,41.8,12.3,36.8,98.4
QOS-02966,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,380.1,79.6,12.3,94.6
QOS-02967,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,209.1,38.1,21.7,95.6
QOS-02968,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,31.9,15.4,44.1,98.8
QOS-02969,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,111.2,21.0,28.6,95.9
QOS-02970,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,315.9,62.9,14.8,98.8
QOS-02971,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,171.4,40.7,22.1,97.8
QOS-02972,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,45.5,11.6,36.7,94.9
QOS-02973,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,223.4,37.7,20.9,97.8
QOS-02974,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,100.6,25.2,29.5,97.7
QOS-02975,SFR,Paris,75 - Paris,Île-de-France,5G 3.5GHz,339.2,79.2,9.8,99.9
QOS-02976,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,76.0,22.8,20.3,98.3
QOS-02977,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,77.2,22.6,33.5,94.9
QOS-02978,Orange,Paris,75 - Paris,Île-de-France,4G,39.6,9.3,45.3,96.9
QOS-02979,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,32.8,13.1,46.2,99.5
QOS-02980,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,234.7,38.1,25.0,96.6
QOS-02981,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,34.6,10.1,48.9,97.8
QOS-02982,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,50.2,13.2,37.1,97.1
QOS-02983,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,55.0,13.6,32.9,97.3
QOS-02984,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,468.3,56.8,15.7,98.2
QOS-02985,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,487.7,72.2,10.2,95.2
QOS-02986,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,576.3,48.8,13.1,98.9
QOS-02987,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,94.1,28.3,30.0,99.5
QOS-02988,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,72.5,25.1,33.0,95.5
QOS-02989,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,607.0,50.1,16.3,98.9
QOS-02990,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,158.5,44.0,23.3,96.6
QOS-02991,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,216.4,41.4,24.0,96.1
QOS-02992,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,238.5,34.1,21.1,95.2
QOS-02993,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,43.0,9.0,36.4,99.4
QOS-02994,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,107.5,26.8,26.9,95.3
QOS-02995,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,135.6,41.2,20.2,97.3
QOS-02996,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,325.8,65.4,9.7,97.4
QOS-02997,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,155.7,38.2,24.8,97.3
QOS-02998,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,479.4,65.2,14.8,98.2
QOS-02999,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,193.3,36.5,25.0,95.1
QOS-03000,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,53.7,14.0,33.4,99.3
QOS-03001,Free Mobile,Paris,75 - Paris,Île-de-France,5G 3.5GHz,381.6,51.3,11.9,98.2
QOS-03002,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,136.8,44.8,21.0,97.7
QOS-03003,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,5G 700MHz,225.2,36.4,21.7,97.8
QOS-03004,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,33.7,8.6,39.3,96.2
QOS-03005,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,43.6,15.5,40.9,98.1
QOS-03006,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,47.7,10.5,48.9,99.1
QOS-03007,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,126.8,27.8,33.2,98.1
QOS-03008,SFR,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,555.5,54.0,9.8,97.7
QOS-03009,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,386.4,54.7,14.1,94.9
QOS-03010,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,168.8,44.8,15.8,96.8
QOS-03011,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,476.2,67.8,15.8,94.7
QOS-03012,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,125.3,22.3,32.9,97.4
QOS-03013,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,441.3,73.5,14.4,94.6
QOS-03014,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,43.1,13.9,33.8,97.6
QOS-03015,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,236.7,33.2,23.8,94.5
QOS-03016,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 700MHz,226.3,39.1,19.2,94.7
QOS-03017,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,90.0,21.3,26.2,96.9
QOS-03018,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,85.7,19.0,33.9,99.7
QOS-03019,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 3.5GHz,500.0,48.8,11.1,97.7
QOS-03020,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,114.1,28.0,30.2,95.2
QOS-03021,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,167.0,28.1,23.7,98.7
QOS-03022,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,81.8,24.6,30.5,99.0
QOS-03023,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,528.8,66.3,16.2,94.5
QOS-03024,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G,29.9,13.0,43.9,96.7
QOS-03025,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,40.6,15.4,48.4,98.0
QOS-03026,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,47.3,13.6,33.2,98.6
QOS-03027,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,578.7,84.4,13.0,99.4
QOS-03028,SFR,Paris,75 - Paris,Île-de-France,5G 3.5GHz,561.9,51.0,11.0,97.3
QOS-03029,Free Mobile,Paris,75 - Paris,Île-de-France,4G,41.0,13.0,38.7,98.6
QOS-03030,SFR,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,377.8,61.9,12.0,99.5
QOS-03031,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,104.7,24.2,30.8,98.9
QOS-03032,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,580.6,81.6,15.8,98.2
QOS-03033,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,120.6,23.3,29.9,98.3
QOS-03034,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,33.3,11.0,29.5,97.8
QOS-03035,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,221.6,26.4,25.0,99.2
QOS-03036,Orange,Paris,75 - Paris,Île-de-France,5G 3.5GHz,331.2,67.3,10.3,98.9
QOS-03037,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,98.9,26.1,20.6,96.4
QOS-03038,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,103.8,20.1,26.3,97.0
QOS-03039,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,80.2,16.5,20.3,97.3
QOS-03040,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,581.1,52.5,15.8,96.7
QOS-03041,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,126.7,19.5,29.9,97.1
QOS-03042,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,48.3,13.8,37.7,94.7
QOS-03043,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,170.7,32.2,23.3,95.6
QOS-03044,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,200.7,27.8,18.3,98.3
QOS-03045,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,68.8,27.6,21.8,98.1
QOS-03046,Orange,Lille,59 - Nord,Hauts-de-France,5G 700MHz,172.0,41.9,15.8,99.4
QOS-03047,Orange,Lille,59 - Nord,Hauts-de-France,4G,56.2,9.3,31.2,95.3
QOS-03048,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,86.8,26.5,26.1,95.1
QOS-03049,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,170.6,35.8,19.1,99.0
QOS-03050,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,97.9,25.3,27.8,99.0
QOS-03051,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,134.4,44.7,22.1,99.3
QOS-03052,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,95.8,21.5,26.2,96.2
QOS-03053,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,113.2,25.5,31.0,96.2
QOS-03054,Orange,Montpellier,34 - Hérault,Occitanie,5G 700MHz,183.5,32.4,19.4,99.1
QOS-03055,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,73.5,18.0,23.1,95.9
QOS-03056,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,32.6,13.5,41.3,99.4
QOS-03057,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,352.8,45.6,14.5,99.2
QOS-03058,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,70.4,17.6,32.0,98.1
QOS-03059,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,517.0,57.0,14.1,94.7
QOS-03060,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G,45.7,9.8,48.3,96.7
QOS-03061,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,91.4,18.6,29.3,98.9
QOS-03062,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,193.5,44.1,20.9,95.5
QOS-03063,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,154.9,25.5,22.6,98.6
QOS-03064,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,564.2,81.8,10.7,96.1
QOS-03065,SFR,Lille,59 - Nord,Hauts-de-France,4G+ LTE,86.1,23.5,31.2,95.1
QOS-03066,SFR,Paris,75 - Paris,Île-de-France,4G,53.8,14.1,44.8,99.5
QOS-03067,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,350.9,46.4,11.1,97.7
QOS-03068,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,353.7,79.5,10.1,99.7
QOS-03069,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,518.2,79.9,10.4,94.7
QOS-03070,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,195.3,27.7,21.7,96.1
QOS-03071,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 700MHz,175.9,39.2,21.1,94.6
QOS-03072,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,42.3,10.0,43.1,97.7
QOS-03073,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G,39.8,14.2,47.6,98.6
QOS-03074,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,465.8,52.2,14.8,94.9
QOS-03075,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,136.8,26.8,20.5,99.3
QOS-03076,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,116.8,25.2,34.9,99.2
QOS-03077,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,80.0,17.7,27.8,96.8
QOS-03078,Orange,Paris,75 - Paris,Île-de-France,4G,41.6,13.5,41.3,96.4
QOS-03079,SFR,Lille,59 - Nord,Hauts-de-France,4G,36.1,11.4,39.9,96.7
QOS-03080,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,32.1,13.8,31.2,98.7
QOS-03081,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G,41.3,15.5,46.9,94.9
QOS-03082,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,162.6,39.5,17.9,95.6
QOS-03083,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,199.5,38.5,16.8,99.2
QOS-03084,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,51.2,10.9,39.4,98.7
