id_capteur,id_parcelle,date_releve,humidite_sol_pct,temperature_sol_c,niveau_stress_hydrique,precipitations_mm,evapotranspiration_mm,indice_vegetation_ndvi
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-07,23.2,28.2,MODERE,0.2,2.8,0.47
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-08,18.0,22.7,SEVERE,10.7,3.7,0.49
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-09,29.8,20.5,MODERE,14.4,3.4,0.5
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-10,29.9,26.7,MODERE,6.4,5.5,0.46
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-11,26.2,25.8,MODERE,4.5,4.1,0.78
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-12,24.6,22.4,MODERE,11.4,4.8,0.48
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-13,37.1,21.0,FAIBLE,3.0,2.3,0.56
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-14,30.9,16.9,FAIBLE,7.5,3.9,0.68
IOT_PAR_EXP_311261_3,PAR_EXP_311261_3,2025-06-15,44.5,25.5,FAIBLE,10.7,3.0,0.76
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-01,33.2,17.5,FAIBLE,12.2,2.4,0.63
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-02,21.7,21.5,SEVERE,8.1,3.2,0.63
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-03,41.5,17.4,FAIBLE,6.3,3.9,0.52
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-04,35.9,26.1,FAIBLE,5.0,4.6,0.81
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-05,44.7,22.4,FAIBLE,4.5,2.8,0.77
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-06,31.3,27.1,FAIBLE,14.4,4.0,0.66
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-07,21.8,20.2,SEVERE,4.6,2.2,0.68
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-08,19.3,25.0,SEVERE,5.5,2.8,0.46
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-09,18.4,19.9,SEVERE,8.6,5.3,0.62
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-10,43.6,23.7,FAIBLE,12.0,2.8,0.61
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-11,30.3,22.0,FAIBLE,2.2,3.8,0.57
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-12,29.2,28.3,MODERE,12.5,3.7,0.5
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-13,35.0,25.7,FAIBLE,7.6,5.4,0.49
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-14,28.3,24.0,MODERE,3.0,4.0,0.52
IOT_PAR_EXP_311262_1,PAR_EXP_311262_1,2025-06-15,31.8,18.8,FAIBLE,9.1,2.2,0.57
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-01,28.3,19.5,MODERE,2.5,2.1,0.56
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-02,23.4,19.4,MODERE,9.4,5.0,0.67
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-03,35.8,16.1,FAIBLE,10.3,4.1,0.51
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-04,36.1,21.2,FAIBLE,14.0,3.8,0.77
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-05,23.2,21.4,MODERE,13.1,3.2,0.8
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-06,22.1,20.8,MODERE,6.4,4.8,0.6
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-07,44.4,23.5,FAIBLE,3.5,5.0,0.68
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-08,37.4,25.4,FAIBLE,6.8,2.5,0.53
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-09,31.1,16.2,FAIBLE,9.7,5.5,0.81
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-10,24.3,18.2,MODERE,7.8,3.0,0.74
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-11,18.1,27.6,SEVERE,1.3,4.9,0.79
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-12,29.4,16.8,MODERE,3.2,2.5,0.6
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-13,43.5,21.7,FAIBLE,5.6,3.8,0.65
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-14,37.1,19.8,FAIBLE,13.3,4.0,0.7
IOT_PAR_EXP_311262_2,PAR_EXP_311262_2,2025-06-15,31.3,23.8,FAIBLE,2.8,3.4,0.77
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-01,21.3,17.9,SEVERE,5.8,5.8,0.7
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-02,28.4,24.2,MODERE,5.6,3.8,0.82
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-03,44.0,18.8,FAIBLE,2.4,3.9,0.76
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-04,28.6,26.5,MODERE,8.2,5.6,0.53
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-05,38.1,19.2,FAIBLE,8.3,5.0,0.72
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-06,36.4,23.1,FAIBLE,2.8,2.3,0.79
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-07,28.9,27.8,MODERE,8.3,2.4,0.79
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-08,19.3,27.9,SEVERE,10.1,3.6,0.52
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-09,34.1,28.3,FAIBLE,3.8,2.5,0.7
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-10,32.5,23.8,FAIBLE,5.7,3.2,0.8
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-11,23.4,21.2,MODERE,14.1,2.3,0.8
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-12,39.5,21.8,FAIBLE,0.8,2.9,0.67
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-13,36.6,24.4,FAIBLE,6.2,4.1,0.71
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-14,41.4,26.3,FAIBLE,13.0,4.4,0.8
IOT_PAR_EXP_311262_3,PAR_EXP_311262_3,2025-06-15,37.7,20.0,FAIBLE,0.1,5.1,0.79
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-01,41.5,25.6,FAIBLE,11.1,4.2,0.61
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-02,23.4,24.8,MODERE,7.9,5.2,0.63
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-03,20.7,24.8,SEVERE,1.7,5.3,0.55
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-04,36.4,16.4,FAIBLE,5.4,4.2,0.67
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-05,26.6,25.5,MODERE,0.9,5.7,0.55
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-06,26.4,21.7,MODERE,3.8,5.8,0.81
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-07,28.1,20.1,MODERE,8.5,4.4,0.55
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-08,20.3,20.6,SEVERE,5.1,2.6,0.75
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-09,43.4,24.5,FAIBLE,13.8,4.7,0.71
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-10,43.1,17.2,FAIBLE,12.4,5.5,0.64
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-11,44.4,18.9,FAIBLE,5.5,3.3,0.56
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-12,38.3,19.2,FAIBLE,5.5,4.0,0.74
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-13,32.7,20.3,FAIBLE,10.3,2.6,0.75
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-14,33.7,27.2,FAIBLE,4.3,5.6,0.48
IOT_PAR_EXP_311263_1,PAR_EXP_311263_1,2025-06-15,32.0,22.8,FAIBLE,10.7,3.1,0.51
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-01,36.8,19.4,FAIBLE,1.0,2.5,0.8
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-02,26.8,25.0,MODERE,11.8,3.3,0.48
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-03,30.4,28.5,FAIBLE,3.4,4.1,0.53
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-04,22.6,17.7,MODERE,9.3,5.1,0.66
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-05,18.2,21.1,SEVERE,0.5,4.2,0.55
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-06,24.8,22.9,MODERE,10.1,5.2,0.82
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-07,29.0,18.2,MODERE,6.7,4.7,0.57
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-08,22.0,25.9,SEVERE,6.9,3.1,0.57
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-09,37.7,18.2,FAIBLE,10.3,5.5,0.74
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-10,37.4,18.7,FAIBLE,7.7,4.1,0.46
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-11,44.5,16.5,FAIBLE,5.6,3.0,0.66
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-12,26.8,21.8,MODERE,7.7,3.2,0.69
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-13,41.7,18.5,FAIBLE,6.5,3.3,0.68
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-14,19.3,27.2,SEVERE,12.5,4.4,0.76
IOT_PAR_EXP_311263_2,PAR_EXP_311263_2,2025-06-15,26.4,20.1,MODERE,2.0,4.3,0.68
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-01,23.6,18.2,MODERE,8.5,3.5,0.59
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-02,20.0,22.2,SEVERE,13.2,4.0,0.7
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-03,39.5,16.6,FAIBLE,9.9,5.7,0.71
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-04,26.9,21.7,MODERE,12.6,4.2,0.73
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-05,40.2,24.2,FAIBLE,8.6,5.4,0.53
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-06,26.6,24.8,MODERE,13.8,3.4,0.61
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-07,30.5,18.4,FAIBLE,13.2,5.1,0.57
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-08,19.7,19.4,SEVERE,1.5,5.3,0.73
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-09,40.2,24.7,FAIBLE,5.1,4.2,0.54
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-10,23.6,24.1,MODERE,13.1,4.1,0.47
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-11,35.9,21.5,FAIBLE,3.2,2.7,0.62
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-12,41.1,28.5,FAIBLE,8.9,5.3,0.46
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-13,35.2,18.6,FAIBLE,2.6,3.9,0.59
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-14,39.7,20.6,FAIBLE,8.1,3.9,0.5
IOT_PAR_EXP_311263_3,PAR_EXP_311263_3,2025-06-15,23.6,23.4,MODERE,10.2,3.5,0.58
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-01,45.0,23.4,FAIBLE,12.1,3.7,0.55
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-02,39.6,26.9,FAIBLE,0.2,4.0,0.52
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-03,24.8,22.2,MODERE,9.2,2.1,0.56
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-04,18.4,22.9,SEVERE,12.3,5.0,0.54
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-05,20.2,20.8,SEVERE,3.9,5.2,0.55
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-06,44.2,20.5,FAIBLE,8.9,5.8,0.62
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-07,33.9,26.7,FAIBLE,9.2,3.5,0.59
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-08,24.7,24.3,MODERE,5.7,4.1,0.49
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-09,22.2,18.6,MODERE,10.8,2.7,0.64
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-10,28.8,17.4,MODERE,10.0,4.7,0.74
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-11,38.0,23.6,FAIBLE,3.5,5.4,0.8
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-12,39.9,16.1,FAIBLE,13.1,3.7,0.46
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-13,26.1,28.4,MODERE,8.2,4.7,0.61
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-14,19.4,17.7,SEVERE,7.8,3.5,0.81
IOT_PAR_EXP_311264_1,PAR_EXP_311264_1,2025-06-15,40.3,20.2,FAIBLE,12.5,2.7,0.73
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-01,26.3,24.8,MODERE,5.6,3.7,0.66
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-02,31.5,24.6,FAIBLE,11.0,3.1,0.67
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-03,30.2,23.6,FAIBLE,14.3,3.7,0.64
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-04,34.5,19.0,FAIBLE,9.2,2.5,0.68
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-05,19.4,27.0,SEVERE,5.3,3.1,0.71
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-06,22.9,24.8,MODERE,1.2,4.6,0.58
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-07,26.9,22.1,MODERE,12.6,4.2,0.45
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-08,37.5,26.4,FAIBLE,12.4,3.0,0.77
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-09,41.2,24.9,FAIBLE,10.0,2.3,0.47
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-10,18.1,27.0,SEVERE,13.7,4.2,0.72
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-11,24.0,27.7,MODERE,1.5,5.7,0.48
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-12,34.1,23.6,FAIBLE,5.2,4.8,0.47
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-13,41.6,16.1,FAIBLE,3.6,4.4,0.69
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-14,27.8,20.2,MODERE,2.1,5.8,0.59
IOT_PAR_EXP_311264_2,PAR_EXP_311264_2,2025-06-15,43.4,19.9,FAIBLE,0.4,4.4,0.71
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-01,26.7,22.7,MODERE,5.3,2.9,0.57
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-02,39.1,22.3,FAIBLE,11.1,4.4,0.68
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-03,29.9,21.5,MODERE,12.5,4.0,0.8
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-04,30.1,27.5,FAIBLE,0.4,3.3,0.6
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-05,20.9,26.8,SEVERE,10.7,4.7,0.8
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-06,28.7,26.2,MODERE,1.3,3.8,0.62
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-07,29.7,18.2,MODERE,13.2,4.8,0.57
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-08,37.9,24.6,FAIBLE,0.1,2.9,0.79
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-09,43.2,27.5,FAIBLE,0.1,3.8,0.55
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-10,35.3,17.2,FAIBLE,1.1,5.7,0.64
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-11,41.1,27.5,FAIBLE,11.2,2.4,0.53
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-12,31.6,25.7,FAIBLE,0.9,4.1,0.47
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-13,35.6,24.9,FAIBLE,5.1,4.5,0.48
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-14,41.3,26.7,FAIBLE,13.9,3.1,0.53
IOT_PAR_EXP_311264_3,PAR_EXP_311264_3,2025-06-15,40.2,23.6,FAIBLE,4.8,5.5,0.55
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-01,39.4,18.3,FAIBLE,14.3,5.3,0.76
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-02,27.5,27.3,MODERE,11.4,5.4,0.72
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-03,35.2,18.3,FAIBLE,12.1,5.8,0.55
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-04,27.0,25.5,MODERE,0.4,4.5,0.69
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-05,33.4,22.1,FAIBLE,10.6,3.0,0.63
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-06,33.3,25.3,FAIBLE,8.7,5.2,0.53
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-07,38.4,23.3,FAIBLE,4.0,4.8,0.54
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-08,39.6,26.8,FAIBLE,9.3,3.4,0.51
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-09,32.0,23.2,FAIBLE,14.2,2.9,0.62
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-10,34.0,17.2,FAIBLE,6.2,5.0,0.63
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-11,22.3,17.0,MODERE,13.9,3.0,0.59
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-12,38.0,27.1,FAIBLE,3.3,2.8,0.56
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-13,45.0,21.4,FAIBLE,2.4,5.4,0.52
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-14,36.8,24.0,FAIBLE,2.3,4.1,0.57
IOT_PAR_EXP_311265_1,PAR_EXP_311265_1,2025-06-15,44.3,26.3,FAIBLE,10.1,3.4,0.68
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-01,36.5,20.9,FAIBLE,4.3,3.1,0.61
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-02,21.7,26.7,SEVERE,0.6,5.5,0.53
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-03,36.5,20.8,FAIBLE,7.0,3.0,0.62
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-04,28.8,23.9,MODERE,3.9,2.3,0.76
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-05,33.7,26.2,FAIBLE,1.9,5.3,0.66
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-06,42.7,19.6,FAIBLE,7.3,4.9,0.7
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-07,37.3,20.6,FAIBLE,1.0,2.4,0.77
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-08,20.4,21.2,SEVERE,13.7,2.8,0.8
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-09,42.6,25.0,FAIBLE,0.6,5.1,0.75
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-10,20.9,19.7,SEVERE,7.8,4.7,0.67
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-11,28.0,24.9,MODERE,9.7,3.2,0.77
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-12,31.9,28.2,FAIBLE,11.5,4.7,0.81
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-13,44.3,18.9,FAIBLE,9.9,5.1,0.62
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-14,31.6,23.2,FAIBLE,1.5,5.0,0.66
IOT_PAR_EXP_311265_2,PAR_EXP_311265_2,2025-06-15,24.2,27.3,MODERE,8.2,4.6,0.77
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-01,36.8,25.7,FAIBLE,1.8,3.5,0.72
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-02,44.5,23.9,FAIBLE,2.4,2.2,0.61
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-03,31.0,17.3,FAIBLE,3.7,2.4,0.79
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-04,25.3,22.8,MODERE,3.7,3.5,0.56
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-05,40.1,18.7,FAIBLE,11.3,2.1,0.47
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-06,32.6,27.4,FAIBLE,9.8,3.8,0.55
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-07,38.0,26.6,FAIBLE,7.5,5.5,0.6
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-08,21.7,23.6,SEVERE,10.1,4.1,0.6
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-09,33.5,16.7,FAIBLE,11.7,2.6,0.66
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-10,21.9,22.2,SEVERE,3.8,3.7,0.72
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-11,30.9,22.8,FAIBLE,5.5,4.5,0.67
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-12,35.8,23.5,FAIBLE,0.6,5.4,0.73
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-13,39.0,19.9,FAIBLE,10.1,5.5,0.79
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-14,36.3,22.9,FAIBLE,12.2,5.4,0.54
IOT_PAR_EXP_311265_3,PAR_EXP_311265_3,2025-06-15,43.9,16.4,FAIBLE,2.4,3.7,0.5
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-01,36.1,18.5,FAIBLE,4.5,2.5,0.65
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-02,19.9,20.9,SEVERE,13.0,5.5,0.79
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-03,26.1,27.0,MODERE,0.1,2.3,0.53
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-04,39.8,18.0,FAIBLE,6.9,5.3,0.64
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-05,33.0,18.1,FAIBLE,13.7,5.0,0.78
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-06,18.2,25.9,SEVERE,3.2,4.5,0.71
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-07,39.6,27.7,FAIBLE,14.3,3.2,0.77
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-08,18.8,19.4,SEVERE,7.8,2.3,0.55
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-09,30.5,27.4,FAIBLE,10.6,2.8,0.58
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-10,30.8,17.5,FAIBLE,10.2,3.1,0.71
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-11,38.0,21.2,FAIBLE,2.6,2.6,0.75
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-12,23.2,24.6,MODERE,6.6,2.8,0.46
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-13,33.1,18.2,FAIBLE,2.1,4.4,0.62
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-14,40.8,21.6,FAIBLE,12.1,4.9,0.63
IOT_PAR_EXP_311266_1,PAR_EXP_311266_1,2025-06-15,21.3,24.0,SEVERE,8.0,5.4,0.55
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-01,41.7,19.2,FAIBLE,3.4,2.2,0.56
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-02,27.6,25.3,MODERE,11.6,5.3,0.47
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-03,32.2,18.2,FAIBLE,5.1,5.2,0.75
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-04,32.5,16.8,FAIBLE,7.3,5.7,0.65
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-05,41.4,17.8,FAIBLE,13.6,5.1,0.67
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-06,36.4,18.8,FAIBLE,11.0,2.7,0.52
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-07,33.8,23.2,FAIBLE,5.2,4.0,0.48
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-08,31.8,26.1,FAIBLE,5.5,5.5,0.61
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-09,30.2,24.8,FAIBLE,4.8,2.2,0.74
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-10,21.2,27.3,SEVERE,3.3,2.6,0.72
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-11,32.5,24.3,FAIBLE,11.5,3.2,0.81
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-12,26.4,26.4,MODERE,1.8,5.3,0.59
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-13,27.8,22.8,MODERE,4.9,5.3,0.8
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-14,26.6,23.5,MODERE,12.2,4.2,0.53
IOT_PAR_EXP_311266_2,PAR_EXP_311266_2,2025-06-15,26.6,19.9,MODERE,1.9,4.9,0.56
