id_recolte,id_parcelle,id_exploitation,annee_campagne,quantite_recoltee_tonnes,rendement_ha_tonnes,taux_humidite_pct,score_ef_total_lot,emissions_co2_kg_eq,prix_vente_tonne_eur,statut_commercialisation
REC_PAR_EXP_311137_1_2024,PAR_EXP_311137_1,EXP_311137,2024,332.05,14.89,13.0,0.282,93638.1,247.48,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_1_2025,PAR_EXP_311137_1,EXP_311137,2025,490.6,22.0,11.7,0.258,126574.8,232.86,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_2_2021,PAR_EXP_311137_2,EXP_311137,2021,612.8,27.48,13.1,0.41,251248.0,235.34,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_2_2022,PAR_EXP_311137_2,EXP_311137,2022,357.02,16.01,11.6,0.443,158159.86,267.65,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_2_2023,PAR_EXP_311137_2,EXP_311137,2023,966.93,43.36,11.8,0.121,116998.53,243.77,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_2_2024,PAR_EXP_311137_2,EXP_311137,2024,390.92,17.53,13.0,0.143,55901.56,209.76,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_2_2025,PAR_EXP_311137_2,EXP_311137,2025,361.93,16.23,12.7,0.337,121970.41,250.88,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_3_2021,PAR_EXP_311137_3,EXP_311137,2021,505.76,22.68,11.7,0.427,215959.52,188.52,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_3_2022,PAR_EXP_311137_3,EXP_311137,2022,539.44,24.19,13.5,0.175,94402.0,213.28,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_3_2023,PAR_EXP_311137_3,EXP_311137,2023,719.84,32.28,13.4,0.321,231068.64,199.01,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_3_2024,PAR_EXP_311137_3,EXP_311137,2024,863.46,38.72,12.0,0.222,191688.12,213.39,VALORISE_BAS_CARBONE
REC_PAR_EXP_311137_3_2025,PAR_EXP_311137_3,EXP_311137,2025,974.51,43.7,14.0,0.174,169564.74,252.71,VALORISE_BAS_CARBONE
REC_PAR_EXP_311138_1_2021,PAR_EXP_311138_1,EXP_311138,2021,336.29,4.52,14.0,0.396,133170.84,189.9,STOCKE_FERME
REC_PAR_EXP_311138_1_2022,PAR_EXP_311138_1,EXP_311138,2022,466.49,6.27,12.2,0.53,247239.7,269.1,STOCKE_FERME
REC_PAR_EXP_311138_1_2023,PAR_EXP_311138_1,EXP_311138,2023,369.02,4.96,13.0,0.627,231375.54,223.57,VENDU_COOPERATIVE
REC_PAR_EXP_311138_1_2024,PAR_EXP_311138_1,EXP_311138,2024,494.02,6.64,12.1,0.803,396698.06,266.9,STOCKE_FERME
REC_PAR_EXP_311138_1_2025,PAR_EXP_311138_1,EXP_311138,2025,546.1,7.34,15.3,0.352,192227.2,260.41,STOCKE_FERME
REC_PAR_EXP_311138_2_2021,PAR_EXP_311138_2,EXP_311138,2021,2174.71,29.23,15.5,0.632,1374416.72,293.57,STOCKE_FERME
REC_PAR_EXP_311138_2_2022,PAR_EXP_311138_2,EXP_311138,2022,1569.1,21.09,11.8,0.812,1274109.2,218.48,STOCKE_FERME
REC_PAR_EXP_311138_2_2023,PAR_EXP_311138_2,EXP_311138,2023,2985.67,40.13,11.9,0.503,1501792.01,289.52,VENDU_COOPERATIVE
REC_PAR_EXP_311138_2_2024,PAR_EXP_311138_2,EXP_311138,2024,1365.98,18.36,15.5,0.476,650206.48,284.82,STOCKE_FERME
REC_PAR_EXP_311138_2_2025,PAR_EXP_311138_2,EXP_311138,2025,1458.24,19.6,12.4,0.795,1159300.8,317.44,STOCKE_FERME
REC_PAR_EXP_311138_3_2021,PAR_EXP_311138_3,EXP_311138,2021,2727.5,36.66,14.5,0.397,1082817.5,189.16,STOCKE_FERME
REC_PAR_EXP_311138_3_2022,PAR_EXP_311138_3,EXP_311138,2022,2481.98,33.36,13.3,0.452,1121854.96,248.3,VENDU_COOPERATIVE
REC_PAR_EXP_311138_3_2023,PAR_EXP_311138_3,EXP_311138,2023,2110.73,28.37,11.7,0.421,888617.33,284.92,VENDU_COOPERATIVE
REC_PAR_EXP_311138_3_2024,PAR_EXP_311138_3,EXP_311138,2024,1878.6,25.25,13.5,0.44,826584.0,204.75,VENDU_COOPERATIVE
REC_PAR_EXP_311138_3_2025,PAR_EXP_311138_3,EXP_311138,2025,2749.08,36.95,13.5,0.362,995166.96,250.97,VENDU_COOPERATIVE
REC_PAR_EXP_311139_1_2021,PAR_EXP_311139_1,EXP_311139,2021,267.79,15.94,11.9,0.548,146748.92,209.32,STOCKE_FERME
REC_PAR_EXP_311139_1_2022,PAR_EXP_311139_1,EXP_311139,2022,749.78,44.63,14.7,0.724,542840.72,218.47,STOCKE_FERME
REC_PAR_EXP_311139_1_2023,PAR_EXP_311139_1,EXP_311139,2023,427.56,25.45,14.1,0.467,199670.52,216.77,STOCKE_FERME
REC_PAR_EXP_311139_1_2024,PAR_EXP_311139_1,EXP_311139,2024,250.82,14.93,12.9,0.631,158267.42,287.24,VENDU_COOPERATIVE
REC_PAR_EXP_311139_1_2025,PAR_EXP_311139_1,EXP_311139,2025,737.35,43.89,12.8,0.58,427663.0,269.52,STOCKE_FERME
REC_PAR_EXP_311139_2_2021,PAR_EXP_311139_2,EXP_311139,2021,290.14,17.27,11.7,0.621,180176.94,194.73,VENDU_COOPERATIVE
REC_PAR_EXP_311139_2_2022,PAR_EXP_311139_2,EXP_311139,2022,422.18,25.13,13.7,0.767,323812.06,274.7,VENDU_COOPERATIVE
REC_PAR_EXP_311139_2_2023,PAR_EXP_311139_2,EXP_311139,2023,330.79,19.69,11.5,0.472,156132.88,299.48,VENDU_COOPERATIVE
REC_PAR_EXP_311139_2_2024,PAR_EXP_311139_2,EXP_311139,2024,271.82,16.18,13.2,0.501,136181.82,272.98,VENDU_COOPERATIVE
REC_PAR_EXP_311139_2_2025,PAR_EXP_311139_2,EXP_311139,2025,454.27,27.04,15.3,0.54,245305.8,216.01,STOCKE_FERME
REC_PAR_EXP_311139_3_2021,PAR_EXP_311139_3,EXP_311139,2021,144.14,8.58,14.4,0.816,117618.24,262.63,STOCKE_FERME
REC_PAR_EXP_311139_3_2022,PAR_EXP_311139_3,EXP_311139,2022,93.07,5.54,14.4,0.464,43184.48,310.04,VENDU_COOPERATIVE
REC_PAR_EXP_311139_3_2023,PAR_EXP_311139_3,EXP_311139,2023,139.27,8.29,12.6,0.374,52086.98,200.57,VENDU_COOPERATIVE
REC_PAR_EXP_311139_3_2024,PAR_EXP_311139_3,EXP_311139,2024,96.6,5.75,13.8,0.375,36225.0,211.83,STOCKE_FERME
REC_PAR_EXP_311139_3_2025,PAR_EXP_311139_3,EXP_311139,2025,110.71,6.59,12.1,0.517,57237.07,314.58,STOCKE_FERME
REC_PAR_EXP_311140_1_2021,PAR_EXP_311140_1,EXP_311140,2021,188.75,17.64,12.0,0.19,35862.5,291.07,VENDU_COOPERATIVE
REC_PAR_EXP_311140_1_2022,PAR_EXP_311140_1,EXP_311140,2022,427.04,39.91,15.4,0.289,123414.56,263.09,STOCKE_FERME
REC_PAR_EXP_311140_1_2023,PAR_EXP_311140_1,EXP_311140,2023,206.3,19.28,14.3,0.337,69523.1,212.52,STOCKE_FERME
REC_PAR_EXP_311140_1_2024,PAR_EXP_311140_1,EXP_311140,2024,239.36,22.37,15.1,0.2,47872.0,223.11,STOCKE_FERME
REC_PAR_EXP_311140_1_2025,PAR_EXP_311140_1,EXP_311140,2025,337.69,31.56,11.9,0.377,127309.13,205.23,STOCKE_FERME
REC_PAR_EXP_311140_2_2021,PAR_EXP_311140_2,EXP_311140,2021,278.84,26.06,15.5,0.399,111257.16,234.23,STOCKE_FERME
REC_PAR_EXP_311140_2_2022,PAR_EXP_311140_2,EXP_311140,2022,393.55,36.78,12.6,0.158,62180.9,311.68,STOCKE_FERME
REC_PAR_EXP_311140_2_2023,PAR_EXP_311140_2,EXP_311140,2023,466.63,43.61,13.4,0.384,179185.92,305.75,VENDU_COOPERATIVE
REC_PAR_EXP_311140_2_2024,PAR_EXP_311140_2,EXP_311140,2024,237.86,22.23,12.7,0.203,48285.58,186.95,VENDU_COOPERATIVE
REC_PAR_EXP_311140_2_2025,PAR_EXP_311140_2,EXP_311140,2025,317.58,29.68,11.7,0.161,51130.38,182.17,STOCKE_FERME
REC_PAR_EXP_311140_3_2021,PAR_EXP_311140_3,EXP_311140,2021,464.38,43.4,15.4,0.126,58511.88,277.98,VENDU_COOPERATIVE
REC_PAR_EXP_311140_3_2022,PAR_EXP_311140_3,EXP_311140,2022,300.67,28.1,13.3,0.436,131092.12,206.91,STOCKE_FERME
REC_PAR_EXP_311140_3_2023,PAR_EXP_311140_3,EXP_311140,2023,431.64,40.34,15.0,0.363,156685.32,313.35,VENDU_COOPERATIVE
REC_PAR_EXP_311140_3_2024,PAR_EXP_311140_3,EXP_311140,2024,167.78,15.68,13.7,0.356,59729.68,289.74,STOCKE_FERME
REC_PAR_EXP_311140_3_2025,PAR_EXP_311140_3,EXP_311140,2025,356.52,33.32,11.9,0.206,73443.12,233.58,VENDU_COOPERATIVE
REC_PAR_EXP_311141_1_2021,PAR_EXP_311141_1,EXP_311141,2021,226.25,12.5,15.3,0.433,97966.25,247.49,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_1_2022,PAR_EXP_311141_1,EXP_311141,2022,804.91,44.47,12.2,0.217,174665.47,288.49,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_1_2023,PAR_EXP_311141_1,EXP_311141,2023,329.6,18.21,15.2,0.414,136454.4,261.46,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_1_2024,PAR_EXP_311141_1,EXP_311141,2024,750.06,41.44,13.1,0.272,204016.32,288.74,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_1_2025,PAR_EXP_311141_1,EXP_311141,2025,706.62,39.04,12.4,0.406,286887.72,193.06,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_2_2021,PAR_EXP_311141_2,EXP_311141,2021,797.49,44.06,13.0,0.437,348503.13,287.84,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_2_2022,PAR_EXP_311141_2,EXP_311141,2022,646.71,35.73,13.4,0.433,280025.43,318.07,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_2_2023,PAR_EXP_311141_2,EXP_311141,2023,560.38,30.96,14.3,0.399,223591.62,297.55,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_2_2024,PAR_EXP_311141_2,EXP_311141,2024,581.91,32.15,14.3,0.435,253130.85,234.44,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_2_2025,PAR_EXP_311141_2,EXP_311141,2025,449.06,24.81,12.3,0.191,85770.46,191.01,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_3_2021,PAR_EXP_311141_3,EXP_311141,2021,699.93,38.67,14.2,0.339,237276.27,194.24,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_3_2022,PAR_EXP_311141_3,EXP_311141,2022,569.06,31.44,15.2,0.153,87066.18,243.03,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_3_2023,PAR_EXP_311141_3,EXP_311141,2023,733.59,40.53,13.9,0.305,223744.95,298.11,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_3_2024,PAR_EXP_311141_3,EXP_311141,2024,430.6,23.79,13.7,0.35,150710.0,237.09,VALORISE_BAS_CARBONE
REC_PAR_EXP_311141_3_2025,PAR_EXP_311141_3,EXP_311141,2025,646.53,35.72,13.9,0.16,103444.8,182.44,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_1_2021,PAR_EXP_311142_1,EXP_311142,2021,3153.28,34.92,14.1,0.395,1245545.6,278.54,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_1_2022,PAR_EXP_311142_1,EXP_311142,2022,2556.39,28.31,14.1,0.16,409022.4,200.0,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_1_2023,PAR_EXP_311142_1,EXP_311142,2023,2671.98,29.59,14.9,0.238,635931.24,230.0,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_1_2024,PAR_EXP_311142_1,EXP_311142,2024,3066.59,33.96,13.9,0.264,809579.76,268.13,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_1_2025,PAR_EXP_311142_1,EXP_311142,2025,1258.78,13.94,15.4,0.348,438055.44,239.21,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_2_2021,PAR_EXP_311142_2,EXP_311142,2021,3067.49,33.97,14.4,0.161,493865.89,298.87,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_2_2022,PAR_EXP_311142_2,EXP_311142,2022,1546.84,17.13,14.8,0.17,262962.8,272.02,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_2_2023,PAR_EXP_311142_2,EXP_311142,2023,3724.88,41.25,11.9,0.326,1214310.88,297.75,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_2_2024,PAR_EXP_311142_2,EXP_311142,2024,2820.97,31.24,13.1,0.288,812439.36,315.69,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_2_2025,PAR_EXP_311142_2,EXP_311142,2025,3112.64,34.47,13.7,0.137,426431.68,265.05,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_3_2021,PAR_EXP_311142_3,EXP_311142,2021,1090.82,12.08,15.1,0.319,347971.58,255.52,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_3_2022,PAR_EXP_311142_3,EXP_311142,2022,2049.81,22.7,14.1,0.214,438659.34,208.09,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_3_2023,PAR_EXP_311142_3,EXP_311142,2023,2233.12,24.73,14.1,0.373,832953.76,237.66,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_3_2024,PAR_EXP_311142_3,EXP_311142,2024,3006.99,33.3,14.6,0.406,1220837.94,318.06,VALORISE_BAS_CARBONE
REC_PAR_EXP_311142_3_2025,PAR_EXP_311142_3,EXP_311142,2025,2372.18,26.27,14.3,0.234,555090.12,191.01,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_1_2021,PAR_EXP_311143_1,EXP_311143,2021,1478.83,19.85,14.4,0.435,643291.05,241.03,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_1_2022,PAR_EXP_311143_1,EXP_311143,2022,1424.44,19.12,15.4,0.418,595415.92,282.83,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_1_2023,PAR_EXP_311143_1,EXP_311143,2023,3331.64,44.72,12.1,0.25,832910.0,276.35,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_1_2024,PAR_EXP_311143_1,EXP_311143,2024,1811.84,24.32,14.6,0.209,378674.56,294.74,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_1_2025,PAR_EXP_311143_1,EXP_311143,2025,2638.04,35.41,11.9,0.199,524969.96,225.93,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_2_2021,PAR_EXP_311143_2,EXP_311143,2021,1147.3,15.4,13.3,0.267,306329.1,298.26,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_2_2022,PAR_EXP_311143_2,EXP_311143,2022,1356.64,18.21,14.0,0.389,527732.96,224.38,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_2_2023,PAR_EXP_311143_2,EXP_311143,2023,2455.52,32.96,14.3,0.193,473915.36,228.8,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_2_2024,PAR_EXP_311143_2,EXP_311143,2024,902.94,12.12,15.4,0.238,214899.72,286.13,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_2_2025,PAR_EXP_311143_2,EXP_311143,2025,1574.18,21.13,11.8,0.141,221959.38,203.96,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_3_2021,PAR_EXP_311143_3,EXP_311143,2021,1732.12,23.25,11.8,0.211,365477.32,232.76,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_3_2022,PAR_EXP_311143_3,EXP_311143,2022,1972.01,26.47,14.0,0.444,875572.44,274.01,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_3_2023,PAR_EXP_311143_3,EXP_311143,2023,1628.57,21.86,13.1,0.439,714942.23,261.75,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_3_2024,PAR_EXP_311143_3,EXP_311143,2024,1948.92,26.16,12.5,0.169,329367.48,286.2,VALORISE_BAS_CARBONE
REC_PAR_EXP_311143_3_2025,PAR_EXP_311143_3,EXP_311143,2025,2255.86,30.28,12.7,0.371,836924.06,238.88,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_1_2021,PAR_EXP_311144_1,EXP_311144,2021,345.14,8.14,13.3,0.236,81453.04,273.66,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_1_2022,PAR_EXP_311144_1,EXP_311144,2022,365.49,8.62,12.9,0.232,84793.68,291.66,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_1_2023,PAR_EXP_311144_1,EXP_311144,2023,308.67,7.28,13.9,0.409,126246.03,189.14,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_1_2024,PAR_EXP_311144_1,EXP_311144,2024,204.37,4.82,12.6,0.35,71529.5,252.84,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_1_2025,PAR_EXP_311144_1,EXP_311144,2025,263.3,6.21,14.1,0.295,77673.5,289.16,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_2_2021,PAR_EXP_311144_2,EXP_311144,2021,340.9,8.04,13.3,0.384,130905.6,259.44,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_2_2022,PAR_EXP_311144_2,EXP_311144,2022,228.96,5.4,13.1,0.428,97994.88,262.46,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_2_2023,PAR_EXP_311144_2,EXP_311144,2023,311.22,7.34,15.4,0.161,50106.42,186.57,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_2_2024,PAR_EXP_311144_2,EXP_311144,2024,346.41,8.17,11.6,0.357,123668.37,307.32,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_2_2025,PAR_EXP_311144_2,EXP_311144,2025,340.9,8.04,12.5,0.12,40908.0,252.51,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_3_2021,PAR_EXP_311144_3,EXP_311144,2021,363.37,8.57,15.3,0.349,126816.13,237.79,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_3_2022,PAR_EXP_311144_3,EXP_311144,2022,331.14,7.81,14.4,0.237,78480.18,276.59,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_3_2023,PAR_EXP_311144_3,EXP_311144,2023,213.7,5.04,12.4,0.35,74795.0,204.45,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_3_2024,PAR_EXP_311144_3,EXP_311144,2024,319.7,7.54,14.6,0.404,129158.8,190.89,VALORISE_BAS_CARBONE
REC_PAR_EXP_311144_3_2025,PAR_EXP_311144_3,EXP_311144,2025,318.42,7.51,12.5,0.37,117815.4,287.67,VALORISE_BAS_CARBONE
REC_PAR_EXP_311145_1_2021,PAR_EXP_311145_1,EXP_311145,2021,325.54,19.85,13.1,0.658,214205.32,279.81,VENDU_COOPERATIVE
REC_PAR_EXP_311145_1_2022,PAR_EXP_311145_1,EXP_311145,2022,386.22,23.55,14.5,0.358,138266.76,233.91,STOCKE_FERME
REC_PAR_EXP_311145_1_2023,PAR_EXP_311145_1,EXP_311145,2023,475.44,28.99,14.8,0.755,358957.2,209.02,VENDU_COOPERATIVE
REC_PAR_EXP_311145_1_2024,PAR_EXP_311145_1,EXP_311145,2024,467.4,28.5,14.5,0.715,334191.0,251.79,STOCKE_FERME
REC_PAR_EXP_311145_1_2025,PAR_EXP_311145_1,EXP_311145,2025,575.31,35.08,14.2,0.837,481534.47,310.02,VENDU_COOPERATIVE
REC_PAR_EXP_311145_2_2021,PAR_EXP_311145_2,EXP_311145,2021,279.78,17.06,14.5,0.632,176820.96,216.44,STOCKE_FERME
REC_PAR_EXP_311145_2_2022,PAR_EXP_311145_2,EXP_311145,2022,391.8,23.89,13.4,0.558,218624.4,180.36,VENDU_COOPERATIVE
REC_PAR_EXP_311145_2_2023,PAR_EXP_311145_2,EXP_311145,2023,521.36,31.79,14.6,0.549,286226.64,195.3,VENDU_COOPERATIVE
REC_PAR_EXP_311145_2_2024,PAR_EXP_311145_2,EXP_311145,2024,569.57,34.73,12.5,0.725,412938.25,228.0,STOCKE_FERME
REC_PAR_EXP_311145_2_2025,PAR_EXP_311145_2,EXP_311145,2025,262.4,16.0,14.2,0.839,220153.6,239.74,STOCKE_FERME
REC_PAR_EXP_311145_3_2021,PAR_EXP_311145_3,EXP_311145,2021,571.38,34.84,13.8,0.543,310259.34,290.82,STOCKE_FERME
REC_PAR_EXP_311145_3_2022,PAR_EXP_311145_3,EXP_311145,2022,390.16,23.79,14.4,0.444,173231.04,269.31,STOCKE_FERME
REC_PAR_EXP_311145_3_2023,PAR_EXP_311145_3,EXP_311145,2023,228.29,13.92,12.2,0.487,111177.23,245.4,STOCKE_FERME
REC_PAR_EXP_311145_3_2024,PAR_EXP_311145_3,EXP_311145,2024,315.86,19.26,14.5,0.642,202782.12,241.11,VENDU_COOPERATIVE
REC_PAR_EXP_311145_3_2025,PAR_EXP_311145_3,EXP_311145,2025,535.46,32.65,14.3,0.651,348584.46,310.9,STOCKE_FERME
REC_PAR_EXP_311146_1_2021,PAR_EXP_311146_1,EXP_311146,2021,370.0,43.53,14.1,0.412,152440.0,218.41,STOCKE_FERME
REC_PAR_EXP_311146_1_2022,PAR_EXP_311146_1,EXP_311146,2022,324.79,38.21,14.1,0.808,262430.32,311.3,STOCKE_FERME
REC_PAR_EXP_311146_1_2023,PAR_EXP_311146_1,EXP_311146,2023,274.89,32.34,12.4,0.734,201769.26,237.48,VENDU_COOPERATIVE
REC_PAR_EXP_311146_1_2024,PAR_EXP_311146_1,EXP_311146,2024,197.54,23.24,15.0,0.706,139463.24,248.23,STOCKE_FERME
REC_PAR_EXP_311146_1_2025,PAR_EXP_311146_1,EXP_311146,2025,319.69,37.61,12.4,0.54,172632.6,188.86,STOCKE_FERME
REC_PAR_EXP_311146_2_2021,PAR_EXP_311146_2,EXP_311146,2021,196.6,23.13,14.7,0.485,95351.0,236.56,VENDU_COOPERATIVE
REC_PAR_EXP_311146_2_2022,PAR_EXP_311146_2,EXP_311146,2022,276.42,32.52,13.2,0.412,113885.04,198.67,VENDU_COOPERATIVE
REC_PAR_EXP_311146_2_2023,PAR_EXP_311146_2,EXP_311146,2023,257.21,30.26,15.5,0.606,155869.26,292.75,STOCKE_FERME
REC_PAR_EXP_311146_2_2024,PAR_EXP_311146_2,EXP_311146,2024,139.4,16.4,11.8,0.686,95628.4,192.3,VENDU_COOPERATIVE
REC_PAR_EXP_311146_2_2025,PAR_EXP_311146_2,EXP_311146,2025,203.91,23.99,12.8,0.814,165982.74,180.09,VENDU_COOPERATIVE
REC_PAR_EXP_311146_3_2021,PAR_EXP_311146_3,EXP_311146,2021,288.75,33.97,14.0,0.395,114056.25,249.22,STOCKE_FERME
REC_PAR_EXP_311146_3_2022,PAR_EXP_311146_3,EXP_311146,2022,196.01,23.06,14.3,0.639,125250.39,237.6,STOCKE_FERME
REC_PAR_EXP_311146_3_2023,PAR_EXP_311146_3,EXP_311146,2023,233.92,27.52,15.4,0.779,182223.68,306.17,STOCKE_FERME
REC_PAR_EXP_311146_3_2024,PAR_EXP_311146_3,EXP_311146,2024,358.44,42.17,15.4,0.531,190331.64,200.36,STOCKE_FERME
REC_PAR_EXP_311146_3_2025,PAR_EXP_311146_3,EXP_311146,2025,149.34,17.57,15.0,0.662,98863.08,254.53,VENDU_COOPERATIVE
REC_PAR_EXP_311147_1_2021,PAR_EXP_311147_1,EXP_311147,2021,2124.92,37.81,14.8,0.222,471732.24,286.27,STOCKE_FERME
REC_PAR_EXP_311147_1_2022,PAR_EXP_311147_1,EXP_311147,2022,1978.24,35.2,15.4,0.277,547972.48,221.02,STOCKE_FERME
REC_PAR_EXP_311147_1_2023,PAR_EXP_311147_1,EXP_311147,2023,2097.38,37.32,12.8,0.339,711011.82,181.6,VENDU_COOPERATIVE
REC_PAR_EXP_311147_1_2024,PAR_EXP_311147_1,EXP_311147,2024,2362.09,42.03,14.6,0.375,885783.75,191.46,STOCKE_FERME
REC_PAR_EXP_311147_1_2025,PAR_EXP_311147_1,EXP_311147,2025,708.68,12.61,12.5,0.377,267172.36,294.53,STOCKE_FERME
REC_PAR_EXP_311147_2_2021,PAR_EXP_311147_2,EXP_311147,2021,1274.05,22.67,14.4,0.424,540197.2,292.24,VENDU_COOPERATIVE
REC_PAR_EXP_311147_2_2022,PAR_EXP_311147_2,EXP_311147,2022,1698.36,30.22,13.5,0.436,740484.96,258.0,STOCKE_FERME
REC_PAR_EXP_311147_2_2023,PAR_EXP_311147_2,EXP_311147,2023,2141.78,38.11,13.8,0.37,792458.6,310.4,VENDU_COOPERATIVE
REC_PAR_EXP_311147_2_2024,PAR_EXP_311147_2,EXP_311147,2024,1696.12,30.18,12.4,0.348,590249.76,220.05,STOCKE_FERME
REC_PAR_EXP_311147_2_2025,PAR_EXP_311147_2,EXP_311147,2025,1231.34,21.91,13.8,0.336,413730.24,286.7,STOCKE_FERME
REC_PAR_EXP_311147_3_2021,PAR_EXP_311147_3,EXP_311147,2021,1768.61,31.47,13.8,0.429,758733.69,300.97,STOCKE_FERME
REC_PAR_EXP_311147_3_2022,PAR_EXP_311147_3,EXP_311147,2022,1349.36,24.01,14.7,0.404,545141.44,316.18,STOCKE_FERME
REC_PAR_EXP_311147_3_2023,PAR_EXP_311147_3,EXP_311147,2023,2296.89,40.87,14.0,0.129,296298.81,306.22,VENDU_COOPERATIVE
REC_PAR_EXP_311147_3_2024,PAR_EXP_311147_3,EXP_311147,2024,799.73,14.23,15.5,0.236,188736.28,278.12,STOCKE_FERME
REC_PAR_EXP_311147_3_2025,PAR_EXP_311147_3,EXP_311147,2025,805.35,14.33,14.3,0.22,177177.0,296.01,STOCKE_FERME
REC_PAR_EXP_311148_1_2021,PAR_EXP_311148_1,EXP_311148,2021,791.23,19.02,13.0,0.25,197807.5,313.06,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_1_2022,PAR_EXP_311148_1,EXP_311148,2022,1526.3,36.69,12.3,0.216,329680.8,304.53,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_1_2023,PAR_EXP_311148_1,EXP_311148,2023,989.66,23.79,13.3,0.185,183087.1,284.68,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_1_2024,PAR_EXP_311148_1,EXP_311148,2024,620.26,14.91,13.2,0.369,228875.94,296.06,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_1_2025,PAR_EXP_311148_1,EXP_311148,2025,1181.44,28.4,14.2,0.232,274094.08,279.66,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_2_2021,PAR_EXP_311148_2,EXP_311148,2021,635.65,15.28,11.7,0.214,136029.1,197.06,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_2_2022,PAR_EXP_311148_2,EXP_311148,2022,1531.3,36.81,13.1,0.44,673772.0,254.76,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_2_2023,PAR_EXP_311148_2,EXP_311148,2023,1322.46,31.79,11.7,0.147,194401.62,293.73,VALORISE_BAS_CARBONE
REC_PAR_EXP_311148_2_2024,PAR_EXP_311148_2,EXP_311148,2024,978.43,23.52,12.3,0.178,174160.54,187.33,VALORISE_BAS_CARBONE
