id_planning,id_finess_etablissement,nom_etablissement,categorie_personnel,effectif_present,effectif_requis_h24,taux_absenteisme_pct,nombre_heures_supplementaires_semaine,statut_garde
PLN-01547,60780590,CLINIQUE DU PALAIS,Infirmiers IDE,25,39,35.9,22.4,SOUS_EFFECTIF_SEVERE
PLN-01548,20000162,CH SAINT-QUENTIN,Anesthésistes Réanimateurs,32,33,3.0,12.7,GARDE_CONFORME
PLN-01549,50008929,SAAD ADMR DE BUECH ET CHAURANNE,Infirmiers IDE,10,18,44.4,12.8,SOUS_EFFECTIF_SEVERE
PLN-01550,70000195,CH DE TOURNON SUR RHONE,Infirmiers IDE,6,9,33.3,18.2,SOUS_EFFECTIF_SEVERE
PLN-01551,20001087,CH HIRSON,Médecins Urgentistes,31,39,20.5,22.4,SOUS_EFFECTIF_SEVERE
PLN-01552,20018305,CHU AEP HIRSON,Aides-Soignants,12,14,14.3,20.7,GARDE_CONFORME
PLN-01553,10002251,HDJ ADULTES CHATILLON,Aides-Soignants,25,30,16.7,10.3,GARDE_CONFORME
PLN-01554,20018305,CHU AEP HIRSON,Médecins Urgentistes,6,8,25.0,17.0,SOUS_EFFECTIF_SEVERE
PLN-01555,40780470,CLINIQUE TOUTES AURES,Infirmiers IDE,12,12,0.0,10.0,GARDE_CONFORME
PLN-01556,20003919,HJ EPSMD ÉTAMPES-SUR-MARNE,Médecins Urgentistes,14,22,36.4,14.9,SOUS_EFFECTIF_SEVERE
PLN-01557,60007739,IFAS DU CH D'ANTIBES,Infirmiers IDE,24,27,11.1,12.2,GARDE_CONFORME
PLN-01558,10786085,EHPAD CH PONT DE VAUX,Médecins Urgentistes,16,20,20.0,18.5,GARDE_CONFORME
PLN-01559,30781637,SERVICE DE PSYCHIATRIE CHATELARD,Infirmiers IDE,6,11,45.5,21.9,SOUS_EFFECTIF_SEVERE
PLN-01560,70007398,EML SCM INVRV IRM CLINIQUE PASTEUR,Médecins Urgentistes,24,38,36.8,14.8,SOUS_EFFECTIF_SEVERE
PLN-01561,60003779,SSIAD CH DU PAYS DE LA ROUDOULE,Médecins Urgentistes,24,37,35.1,21.0,SOUS_EFFECTIF_SEVERE
PLN-01562,60787777,CMP CATTP IJ LES VIOLETTES CH CANNES,Anesthésistes Réanimateurs,12,18,33.3,11.1,SOUS_EFFECTIF_SEVERE
PLN-01563,60000304,CENTRE HOSPITALIER DE BREIL SUR ROYA,Infirmiers IDE,27,32,15.6,4.9,GARDE_CONFORME
PLN-01564,50001841,LES SABOTS DE VENUS - CH D'AIGUILLES,Médecins Urgentistes,28,39,28.2,15.6,SOUS_EFFECTIF_SEVERE
PLN-01565,10008993,HDJ ENFANTS LA PASSERELLE BOURG,Médecins Urgentistes,25,39,35.9,11.8,SOUS_EFFECTIF_SEVERE
PLN-01566,60780525,CLINIQUE LE VAL D'ESTREILLES,Aides-Soignants,32,44,27.3,6.3,SOUS_EFFECTIF_SEVERE
PLN-01567,40005035,HJ CASA CH DIGNE,Médecins Urgentistes,13,19,31.6,18.1,SOUS_EFFECTIF_SEVERE
PLN-01568,20002739,LITS DE PROXIMITÉ EPSMD AISNE,Aides-Soignants,4,8,50.0,18.2,SOUS_EFFECTIF_SEVERE
PLN-01569,30000087,CH JACQUES LACARIN VICHY,Médecins Urgentistes,13,22,40.9,9.4,SOUS_EFFECTIF_SEVERE
PLN-01570,30785869,ESPACE CANGUILHEM,Anesthésistes Réanimateurs,29,42,31.0,7.7,SOUS_EFFECTIF_SEVERE
PLN-01571,60780541,CLINIQUE LA GRANGEA,Anesthésistes Réanimateurs,33,45,26.7,21.8,SOUS_EFFECTIF_SEVERE
PLN-01572,40780389,CLINIQUE JEAN GIONO,Anesthésistes Réanimateurs,16,21,23.8,18.0,SOUS_EFFECTIF_SEVERE
PLN-01573,60789807,CAMSP CH CANNES,Aides-Soignants,33,35,5.7,5.5,GARDE_CONFORME
PLN-01574,10008852,CRF L'ORCET SITE DU CH DE FLEYRIAT,Infirmiers IDE,32,38,15.8,9.1,GARDE_CONFORME
PLN-01575,10008217,HDJ ADULTES BOURG-EN-BRESSE,Infirmiers IDE,25,32,21.9,14.2,SOUS_EFFECTIF_SEVERE
PLN-01576,10011278,CHU TREMPLIN,Infirmiers IDE,12,18,33.3,16.5,SOUS_EFFECTIF_SEVERE
PLN-01577,30785885,HOPITAL DE JOUR PSY INFANTJUV,Aides-Soignants,28,45,37.8,17.7,SOUS_EFFECTIF_SEVERE
PLN-01578,20015079,CATTP CH SAINT-QUENTIN BISSON,Infirmiers IDE,31,43,27.9,14.1,SOUS_EFFECTIF_SEVERE
PLN-01579,20004586,EHPAD CH SAINT-QUENTIN HUGO,Anesthésistes Réanimateurs,22,32,31.2,21.8,SOUS_EFFECTIF_SEVERE
PLN-01580,10789022,USLD CH DU PAYS DE GEX,Médecins Urgentistes,9,11,18.2,19.0,GARDE_CONFORME
PLN-01581,20014098,CENTRE PSYCHOTHÉRAPIQUE EPSMDA HIRSON,Infirmiers IDE,9,9,0.0,17.0,GARDE_CONFORME
PLN-01582,60788320,CMP ADULTE SECT2 DEL PONTE CH CANNES,Anesthésistes Réanimateurs,20,25,20.0,14.3,GARDE_CONFORME
PLN-01583,20004677,USLD CH SOISSONS,Anesthésistes Réanimateurs,29,44,34.1,7.3,SOUS_EFFECTIF_SEVERE
PLN-01584,40789232,HJ VILLA VERTE FORCALQUIER,Médecins Urgentistes,11,12,8.3,10.9,GARDE_CONFORME
PLN-01585,60793981,CH PLANIFICATION GYN OBS DE GRASSE,Médecins Urgentistes,27,43,37.2,6.9,SOUS_EFFECTIF_SEVERE
PLN-01586,60004538,ECOLE DE SAGES FEMMES CHU DE NICE,Médecins Urgentistes,9,11,18.2,22.3,GARDE_CONFORME
PLN-01587,50001932,EFS ALPES MEDITERRANEE CH DE BRIANCON,Anesthésistes Réanimateurs,18,23,21.7,7.1,SOUS_EFFECTIF_SEVERE
PLN-01588,70005061,HOPITAL DE JOUR ADULTES AUBENAS,Infirmiers IDE,6,8,25.0,6.4,SOUS_EFFECTIF_SEVERE
PLN-01589,30785224,SSIAD CH NERIS LES BAINS,Anesthésistes Réanimateurs,23,29,20.7,9.2,SOUS_EFFECTIF_SEVERE
PLN-01590,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,Anesthésistes Réanimateurs,16,21,23.8,5.5,SOUS_EFFECTIF_SEVERE
PLN-01591,60016508,CENTRE DE FORMATION DU CHU DE NICE,Médecins Urgentistes,14,23,39.1,18.1,SOUS_EFFECTIF_SEVERE
PLN-01592,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,Infirmiers IDE,7,8,12.5,20.4,GARDE_CONFORME
PLN-01593,40000069,CHI MANOSQUE SITE FORCALQUIER,Anesthésistes Réanimateurs,35,43,18.6,18.1,GARDE_CONFORME
PLN-01594,60788338,CMP IJ LES 4 COINS CH CANNES,Infirmiers IDE,40,41,2.4,10.3,GARDE_CONFORME
PLN-01595,60790573,INSTITUT MED BUCCO DENTAIRE RIQUIER,Aides-Soignants,28,34,17.6,9.8,GARDE_CONFORME
PLN-01596,10000032,CH BUGEY SUD,Aides-Soignants,24,34,29.4,15.4,SOUS_EFFECTIF_SEVERE
PLN-01597,40003808,CENTRE DE FORMATION DU CH DE DIGNE,Infirmiers IDE,16,20,20.0,14.9,GARDE_CONFORME
PLN-01598,60010899,INSTITUT UNIVERSITAIRE FACE ET COU,Infirmiers IDE,33,33,0.0,15.6,GARDE_CONFORME
PLN-01599,60004918,CHU DE NICE USLD DE TENDE,Infirmiers IDE,21,22,4.5,17.9,GARDE_CONFORME
PLN-01600,40780470,CLINIQUE TOUTES AURES,Aides-Soignants,17,27,37.0,14.0,SOUS_EFFECTIF_SEVERE
PLN-01601,20004750,EHPAD CH VERVINS,Infirmiers IDE,7,8,12.5,17.0,GARDE_CONFORME
PLN-01602,60024395,CHU DE NICE ANTENNE SMUR SITE CH,Aides-Soignants,33,43,23.3,5.1,SOUS_EFFECTIF_SEVERE
PLN-01603,40780389,CLINIQUE JEAN GIONO,Anesthésistes Réanimateurs,26,39,33.3,20.1,SOUS_EFFECTIF_SEVERE
PLN-01604,70005046,HDJ ADULTE GUILHERAND,Médecins Urgentistes,25,39,35.9,10.5,SOUS_EFFECTIF_SEVERE
PLN-01605,60780541,CLINIQUE LA GRANGEA,Aides-Soignants,5,8,37.5,18.0,SOUS_EFFECTIF_SEVERE
PLN-01606,20018305,CHU AEP HIRSON,Médecins Urgentistes,14,17,17.6,10.4,GARDE_CONFORME
PLN-01607,70000484,CH ARDECHE MERIDIONALE -VALS LES BAINS,Aides-Soignants,22,28,21.4,21.6,SOUS_EFFECTIF_SEVERE
PLN-01608,20009809,RADIO CH SOISSONS / INSTITUT GODINOT,Médecins Urgentistes,18,30,40.0,6.0,SOUS_EFFECTIF_SEVERE
PLN-01609,60780459,CLINIQUE ORSAC MONTFLEURI,Médecins Urgentistes,8,11,27.3,20.9,SOUS_EFFECTIF_SEVERE
PLN-01610,10011112,EML VASELINA CLINIQUE CONVERT,Infirmiers IDE,9,14,35.7,13.6,SOUS_EFFECTIF_SEVERE
PLN-01611,60031382,EMSP CHU DE NICE,Médecins Urgentistes,26,40,35.0,16.5,SOUS_EFFECTIF_SEVERE
PLN-01612,20000089,CH GUISE,Anesthésistes Réanimateurs,19,21,9.5,7.6,GARDE_CONFORME
PLN-01613,60023751,CSAPA CHU DE NICE,Anesthésistes Réanimateurs,33,39,15.4,12.2,GARDE_CONFORME
PLN-01614,70000070,CH DU CHEYLARD,Médecins Urgentistes,16,25,36.0,17.9,SOUS_EFFECTIF_SEVERE
PLN-01615,60789245,CHU DE NICE HOP ANNEXE DE CANTARON,Infirmiers IDE,38,39,2.6,5.8,GARDE_CONFORME
PLN-01616,20004586,EHPAD CH SAINT-QUENTIN HUGO,Aides-Soignants,15,15,0.0,15.3,GARDE_CONFORME
PLN-01617,40005043,HJ CH DIGNE,Anesthésistes Réanimateurs,6,10,40.0,12.5,SOUS_EFFECTIF_SEVERE
PLN-01618,70000195,CH DE TOURNON SUR RHONE,Anesthésistes Réanimateurs,10,12,16.7,5.2,GARDE_CONFORME
PLN-01619,60001625,CENTRE JEAN CHANTON ROQUEBILLIERE,Anesthésistes Réanimateurs,44,45,2.2,11.9,GARDE_CONFORME
PLN-01620,10786010,EHPAD CH BUGEY SUD,Anesthésistes Réanimateurs,13,19,31.6,21.4,SOUS_EFFECTIF_SEVERE
PLN-01621,20004156,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,Aides-Soignants,19,21,9.5,14.9,GARDE_CONFORME
PLN-01622,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,Anesthésistes Réanimateurs,39,41,4.9,10.9,GARDE_CONFORME
PLN-01623,40003212,CAMSP CH DIGNE,Infirmiers IDE,27,38,28.9,9.2,SOUS_EFFECTIF_SEVERE
PLN-01624,60780590,CLINIQUE DU PALAIS,Aides-Soignants,11,18,38.9,17.8,SOUS_EFFECTIF_SEVERE
PLN-01625,20000915,SSR JACQUES FICHEUX SAINT-GOBAIN,Infirmiers IDE,8,12,33.3,5.4,SOUS_EFFECTIF_SEVERE
PLN-01626,60780350,CLINIQUE LES HELLENIDES,Infirmiers IDE,9,13,30.8,15.5,SOUS_EFFECTIF_SEVERE
PLN-01627,40788887,HJ PSY GEN SISTERON,Aides-Soignants,23,35,34.3,9.4,SOUS_EFFECTIF_SEVERE
PLN-01628,60031382,EMSP CHU DE NICE,Aides-Soignants,29,37,21.6,16.6,SOUS_EFFECTIF_SEVERE
PLN-01629,20004529,HJ EPSMD HIRSON,Médecins Urgentistes,32,45,28.9,16.9,SOUS_EFFECTIF_SEVERE
PLN-01630,20018248,CHU COALLIA ESSOMES SUR MARNE,Infirmiers IDE,15,21,28.6,7.8,SOUS_EFFECTIF_SEVERE
PLN-01631,20004156,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,Anesthésistes Réanimateurs,17,28,39.3,10.8,SOUS_EFFECTIF_SEVERE
PLN-01632,40780470,CLINIQUE TOUTES AURES,Médecins Urgentistes,12,15,20.0,11.1,GARDE_CONFORME
PLN-01633,60030889,CATTP IJ COEUR DE GRASSE CH CANNES,Anesthésistes Réanimateurs,13,19,31.6,7.4,SOUS_EFFECTIF_SEVERE
PLN-01634,20004669,EHPAD CH SOISSONS,Médecins Urgentistes,30,42,28.6,21.0,SOUS_EFFECTIF_SEVERE
PLN-01635,30009864,CEGIDD - CH DE MOULINS YZEURE,Aides-Soignants,11,19,42.1,9.1,SOUS_EFFECTIF_SEVERE
PLN-01636,10780195,CLINIQUE CONVERT,Médecins Urgentistes,26,41,36.6,5.5,SOUS_EFFECTIF_SEVERE
PLN-01637,20009213,SSIAD CH LA FÈRE,Anesthésistes Réanimateurs,13,21,38.1,20.2,SOUS_EFFECTIF_SEVERE
PLN-01638,10000107,CH DE PONT DE VAUX,Infirmiers IDE,9,9,0.0,6.0,GARDE_CONFORME
PLN-01639,50005263,HJ PSY IJ PRAMBULLE BRIANCON,Aides-Soignants,32,42,23.8,20.6,SOUS_EFFECTIF_SEVERE
PLN-01640,10006526,AURAL UNITE DIALYSE CH HAUT BUGEY,Médecins Urgentistes,8,9,11.1,6.0,GARDE_CONFORME
PLN-01641,70000039,CH DE VALLON PONT D'ARC,Aides-Soignants,8,9,11.1,4.8,GARDE_CONFORME
PLN-01642,10011641,CLINIQUE DU SOUFFLE LE PONTET,Aides-Soignants,14,15,6.7,17.2,GARDE_CONFORME
PLN-01643,60791746,CLINIQUE DE L'ESTAGNOL,Médecins Urgentistes,25,25,0.0,20.6,GARDE_CONFORME
PLN-01644,60002102,CH LA PALMOSA DE MENTON,Médecins Urgentistes,13,14,7.1,4.3,GARDE_CONFORME
PLN-01645,20016366,SMUR CH SAINT-QUENTIN GUISE,Anesthésistes Réanimateurs,39,45,13.3,6.9,GARDE_CONFORME
PLN-01646,70000039,CH DE VALLON PONT D'ARC,Médecins Urgentistes,42,45,6.7,7.1,GARDE_CONFORME
PLN-01647,10012680,CHU FAST HÔTEL,Anesthésistes Réanimateurs,26,42,38.1,4.8,SOUS_EFFECTIF_SEVERE
PLN-01648,40005258,IRM GIE IRM 04 SITE CH MANOSQUE,Anesthésistes Réanimateurs,9,13,30.8,20.0,SOUS_EFFECTIF_SEVERE
PLN-01649,30783989,CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,Anesthésistes Réanimateurs,11,19,42.1,13.8,SOUS_EFFECTIF_SEVERE
PLN-01650,70005202,IFSI-IFAS CH ARDÈCHE NORD,Aides-Soignants,29,33,12.1,10.9,GARDE_CONFORME
PLN-01651,10011120,EML SCAN/IRM DRS CLINIQUE CONVERT,Anesthésistes Réanimateurs,21,21,0.0,8.2,GARDE_CONFORME
PLN-01652,40003808,CENTRE DE FORMATION DU CH DE DIGNE,Aides-Soignants,13,14,7.1,4.9,GARDE_CONFORME
PLN-01653,50000348,CHI DES ALPES DU SUD SITE DE GAP,Médecins Urgentistes,22,22,0.0,13.6,GARDE_CONFORME
PLN-01654,20015079,CATTP CH SAINT-QUENTIN BISSON,Médecins Urgentistes,19,25,24.0,12.6,SOUS_EFFECTIF_SEVERE
PLN-01655,60792728,EHPAD DU CH SAINT MAUR,Infirmiers IDE,42,44,4.5,17.4,GARDE_CONFORME
PLN-01656,10010171,CLINIQUE DE CHATILLON,Médecins Urgentistes,19,19,0.0,16.7,GARDE_CONFORME
PLN-01657,10009314,SSR HOTEL DIEU DE FLEYRIAT,Infirmiers IDE,8,8,0.0,20.4,GARDE_CONFORME
PLN-01658,20015053,CSAPA - CH DE CHAUNY,Anesthésistes Réanimateurs,21,24,12.5,17.3,GARDE_CONFORME
PLN-01659,20014635,CATTP CH SAINT-QUENTIN GUISE,Médecins Urgentistes,10,11,9.1,18.2,GARDE_CONFORME
PLN-01660,50000090,POLYCLINIQUE DES ALPES DU SUD GAP,Infirmiers IDE,22,28,21.4,15.8,SOUS_EFFECTIF_SEVERE
PLN-01661,20009213,SSIAD CH LA FÈRE,Aides-Soignants,10,10,0.0,18.0,GARDE_CONFORME
PLN-01662,10007508,CHU BIBIANE BELL,Infirmiers IDE,28,34,17.6,5.9,GARDE_CONFORME
PLN-01663,20012845,HJ EPSMD CROUY,Anesthésistes Réanimateurs,21,28,25.0,10.3,SOUS_EFFECTIF_SEVERE
PLN-01664,70001243,EML SCM SVRV SCAN CLINIQUE PASTEUR,Anesthésistes Réanimateurs,25,30,16.7,21.1,GARDE_CONFORME
PLN-01665,30780548,POLYCLINIQUE LA PERGOLA,Médecins Urgentistes,8,10,20.0,10.4,GARDE_CONFORME
PLN-01666,20019550,IFSI-IFAS-IFAP DU CH DE SOISSONS,Médecins Urgentistes,4,8,50.0,17.2,SOUS_EFFECTIF_SEVERE
PLN-01667,30009856,CEGIDD - CH DE MOULINS YZEURE,Infirmiers IDE,13,17,23.5,5.9,SOUS_EFFECTIF_SEVERE
PLN-01668,60024395,CHU DE NICE ANTENNE SMUR SITE CH,Aides-Soignants,9,12,25.0,20.2,SOUS_EFFECTIF_SEVERE
PLN-01669,60793734,SSIAD DE L'HÔPITAL SAINT LAZARE,Infirmiers IDE,18,30,40.0,11.0,SOUS_EFFECTIF_SEVERE
PLN-01670,60026127,IRM GIMBC SITE CH CANNES,Anesthésistes Réanimateurs,18,20,10.0,19.7,GARDE_CONFORME
PLN-01671,40780520,CLINIQUE LE VERDON,Médecins Urgentistes,32,42,23.8,6.2,SOUS_EFFECTIF_SEVERE
PLN-01672,10003549,ECOLE SANITAIRE DU CH FLEYRIAT,Infirmiers IDE,24,35,31.4,21.5,SOUS_EFFECTIF_SEVERE
PLN-01673,60031382,EMSP CHU DE NICE,Aides-Soignants,19,25,24.0,17.1,SOUS_EFFECTIF_SEVERE
PLN-01674,50000231,CH LES ESCARTONS A BRIANCON,Aides-Soignants,7,9,22.2,7.1,SOUS_EFFECTIF_SEVERE
PLN-01675,20004719,EHPAD CH GUISE,Médecins Urgentistes,17,18,5.6,9.4,GARDE_CONFORME
PLN-01676,50006014,SSIAD DU CH D'AIGUILLES,Infirmiers IDE,32,34,5.9,15.4,GARDE_CONFORME
PLN-01677,20005088,HJ EPSMD LAON,Médecins Urgentistes,26,32,18.8,18.6,GARDE_CONFORME
PLN-01678,60026127,IRM GIMBC SITE CH CANNES,Aides-Soignants,13,17,23.5,11.1,SOUS_EFFECTIF_SEVERE
PLN-01679,20012845,HJ EPSMD CROUY,Aides-Soignants,18,29,37.9,12.6,SOUS_EFFECTIF_SEVERE
PLN-01680,40000044,EPS DUCELIA DE CASTELLANE,Aides-Soignants,30,41,26.8,16.3,SOUS_EFFECTIF_SEVERE
PLN-01681,60788379,HJ CAGNES SUR MER CHS SAINTE MARIE,Anesthésistes Réanimateurs,35,39,10.3,8.0,GARDE_CONFORME
PLN-01682,50006014,SSIAD DU CH D'AIGUILLES,Infirmiers IDE,18,20,10.0,15.7,GARDE_CONFORME
PLN-01683,20015194,CATTP CH SAINT-QUENTIN BOHAIN-EN-VER,Aides-Soignants,13,18,27.8,9.6,SOUS_EFFECTIF_SEVERE
PLN-01684,60780723,CLINIQUE DU PARC IMPERIAL,Anesthésistes Réanimateurs,22,23,4.3,17.9,GARDE_CONFORME
PLN-01685,60780996,CHS SAINTE MARIE,Médecins Urgentistes,22,28,21.4,9.1,SOUS_EFFECTIF_SEVERE
PLN-01686,20014643,CMP CH SAINT-QUENTIN,Infirmiers IDE,17,22,22.7,16.7,SOUS_EFFECTIF_SEVERE
PLN-01687,60790177,CHU NICE CTRE DE CONVALESCENCE TENDE,Aides-Soignants,7,9,22.2,5.4,SOUS_EFFECTIF_SEVERE
PLN-01688,60780541,CLINIQUE LA GRANGEA,Anesthésistes Réanimateurs,13,20,35.0,21.5,SOUS_EFFECTIF_SEVERE
PLN-01689,60033131,CHU PACHAMAMA - ALTHO,Infirmiers IDE,13,19,31.6,8.6,SOUS_EFFECTIF_SEVERE
PLN-01690,20007183,CENTRE BORROMEE EPSM AISNE,Médecins Urgentistes,12,13,7.7,13.5,GARDE_CONFORME
PLN-01691,40006686,IFP CH DIGNE-LES-BAINS SITE MANOSQUE,Anesthésistes Réanimateurs,14,20,30.0,19.2,SOUS_EFFECTIF_SEVERE
PLN-01692,60000544,CH DE CANNES SIMONE VEIL,Anesthésistes Réanimateurs,19,25,24.0,13.5,SOUS_EFFECTIF_SEVERE
PLN-01693,70005046,HDJ ADULTE GUILHERAND,Médecins Urgentistes,24,35,31.4,16.5,SOUS_EFFECTIF_SEVERE
PLN-01694,40000036,EPS PIERRE GROUES DE BARCELONNETTE,Médecins Urgentistes,21,27,22.2,9.5,SOUS_EFFECTIF_SEVERE
PLN-01695,60032604,PSY INF JUV HJ CH ANTIBES,Infirmiers IDE,8,9,11.1,17.3,GARDE_CONFORME
PLN-01696,20018271,CHU L'ESCAL'YPSO COALLIA SOISSONS,Infirmiers IDE,10,15,33.3,5.1,SOUS_EFFECTIF_SEVERE
PLN-01697,60023645,LBM BIOESTEREL SITE GRASSE CLINIQUE PA,Infirmiers IDE,15,25,40.0,16.4,SOUS_EFFECTIF_SEVERE
PLN-01698,10012680,CHU FAST HÔTEL,Anesthésistes Réanimateurs,6,8,25.0,10.0,SOUS_EFFECTIF_SEVERE
PLN-01699,20005476,USLD CH LAON,Anesthésistes Réanimateurs,12,19,36.8,18.5,SOUS_EFFECTIF_SEVERE
PLN-01700,60023645,LBM BIOESTEREL SITE GRASSE CLINIQUE PA,Infirmiers IDE,20,27,25.9,16.8,SOUS_EFFECTIF_SEVERE
PLN-01701,70000484,CH ARDECHE MERIDIONALE -VALS LES BAINS,Anesthésistes Réanimateurs,9,10,10.0,8.9,GARDE_CONFORME
PLN-01702,40000093,CHI DE MANOSQUE LOUIS RAFFALLI,Anesthésistes Réanimateurs,19,19,0.0,9.0,GARDE_CONFORME
PLN-01703,30009856,CEGIDD - CH DE MOULINS YZEURE,Infirmiers IDE,25,26,3.8,9.2,GARDE_CONFORME
PLN-01704,60007788,CENTRE DE FORMATION DU CH DE MENTON,Infirmiers IDE,15,16,6.2,16.4,GARDE_CONFORME
PLN-01705,60789807,CAMSP CH CANNES,Infirmiers IDE,11,11,0.0,5.9,GARDE_CONFORME
PLN-01706,30785901,SSIAD DU CH DE BOURBON L'ARCHAMBAULT,Anesthésistes Réanimateurs,12,15,20.0,20.0,GARDE_CONFORME
PLN-01707,40787772,CENTRE HOSPIT SPE PSY DIGNE LES BAINS,Infirmiers IDE,11,11,0.0,22.0,GARDE_CONFORME
PLN-01708,10789022,USLD CH DU PAYS DE GEX,Médecins Urgentistes,28,38,26.3,9.5,SOUS_EFFECTIF_SEVERE
PLN-01709,10002129,CLINIQUE LES ARBELLES,Infirmiers IDE,4,8,50.0,19.6,SOUS_EFFECTIF_SEVERE
PLN-01710,30785430,POLYCLINIQUE SAINT-ODILON,Médecins Urgentistes,22,38,42.1,15.2,SOUS_EFFECTIF_SEVERE
PLN-01711,60780442,CLINIQUE SAINT FRANCOIS,Aides-Soignants,25,26,3.8,5.2,GARDE_CONFORME
PLN-01712,30007835,MAISON COMMUNAUTAIRE,Médecins Urgentistes,15,16,6.2,9.1,GARDE_CONFORME
PLN-01713,50001932,EFS ALPES MEDITERRANEE CH DE BRIANCON,Médecins Urgentistes,9,13,30.8,9.6,SOUS_EFFECTIF_SEVERE
PLN-01714,30781637,SERVICE DE PSYCHIATRIE CHATELARD,Anesthésistes Réanimateurs,20,22,9.1,8.2,GARDE_CONFORME
PLN-01715,20015079,CATTP CH SAINT-QUENTIN BISSON,Infirmiers IDE,20,30,33.3,18.0,SOUS_EFFECTIF_SEVERE
PLN-01716,10000065,CH DE TREVOUX - MONTPENSIER,Aides-Soignants,22,30,26.7,18.6,SOUS_EFFECTIF_SEVERE
PLN-01717,60780723,CLINIQUE DU PARC IMPERIAL,Infirmiers IDE,34,37,8.1,9.5,GARDE_CONFORME
PLN-01718,60019288,GCS HOP PEDIA NICE CHU LENVAL ET SIEGE,Infirmiers IDE,14,19,26.3,21.4,SOUS_EFFECTIF_SEVERE
PLN-01719,60000411,CH DU PAYS DE LA ROUDOULE PUGET,Anesthésistes Réanimateurs,16,17,5.9,17.6,GARDE_CONFORME
PLN-01720,50005628,SSIAD CH D'EMBRUN,Aides-Soignants,27,41,34.1,8.0,SOUS_EFFECTIF_SEVERE
PLN-01721,20004750,EHPAD CH VERVINS,Aides-Soignants,7,11,36.4,12.7,SOUS_EFFECTIF_SEVERE
PLN-01722,20014635,CATTP CH SAINT-QUENTIN GUISE,Anesthésistes Réanimateurs,24,31,22.6,5.2,SOUS_EFFECTIF_SEVERE
PLN-01723,40005035,HJ CASA CH DIGNE,Infirmiers IDE,22,35,37.1,10.7,SOUS_EFFECTIF_SEVERE
PLN-01724,40000119,EPS LUMIERE DE RIEZ,Médecins Urgentistes,26,26,0.0,15.8,GARDE_CONFORME
PLN-01725,10786085,EHPAD CH PONT DE VAUX,Infirmiers IDE,24,39,38.5,14.1,SOUS_EFFECTIF_SEVERE
PLN-01726,10000065,CH DE TREVOUX - MONTPENSIER,Infirmiers IDE,35,37,5.4,6.3,GARDE_CONFORME
PLN-01727,50006014,SSIAD DU CH D'AIGUILLES,Médecins Urgentistes,29,40,27.5,4.1,SOUS_EFFECTIF_SEVERE
PLN-01728,20019329,HDJ INFANTO-JUVENILE CLINIQUE ROSERAIE,Aides-Soignants,8,8,0.0,11.8,GARDE_CONFORME
PLN-01729,40005043,HJ CH DIGNE,Médecins Urgentistes,29,40,27.5,7.0,SOUS_EFFECTIF_SEVERE
PLN-01730,60780442,CLINIQUE SAINT FRANCOIS,Aides-Soignants,32,44,27.3,15.7,SOUS_EFFECTIF_SEVERE
PLN-01731,70000112,CH LEOPOLD OLLIER,Anesthésistes Réanimateurs,13,19,31.6,14.5,SOUS_EFFECTIF_SEVERE
PLN-01732,20000097,CH LA FÈRE,Médecins Urgentistes,18,24,25.0,4.5,SOUS_EFFECTIF_SEVERE
PLN-01733,60789807,CAMSP CH CANNES,Médecins Urgentistes,36,42,14.3,12.9,GARDE_CONFORME
PLN-01734,20015079,CATTP CH SAINT-QUENTIN BISSON,Médecins Urgentistes,8,8,0.0,4.6,GARDE_CONFORME
PLN-01735,30007942,CH DPT COEUR BOURBONNAIS ST POURCAIN,Médecins Urgentistes,26,26,0.0,5.6,GARDE_CONFORME
PLN-01736,10010163,CHMS - SITE BELLEY LABO BIO MEDICALE,Médecins Urgentistes,17,18,5.6,6.0,GARDE_CONFORME
PLN-01737,60024411,CHU DE NICE ANTENNE SMUR SITE HPNCL,Médecins Urgentistes,21,28,25.0,11.8,SOUS_EFFECTIF_SEVERE
PLN-01738,20001061,CH CHÂTEAU-THIERRY,Aides-Soignants,20,29,31.0,13.2,SOUS_EFFECTIF_SEVERE
PLN-01739,40000093,CHI DE MANOSQUE LOUIS RAFFALLI,Anesthésistes Réanimateurs,20,21,4.8,7.8,GARDE_CONFORME
PLN-01740,70006838,HOPITAL DE JOUR ADULTES VILLA SOPHIE,Aides-Soignants,34,40,15.0,12.7,GARDE_CONFORME
PLN-01741,20000089,CH GUISE,Infirmiers IDE,5,9,44.4,6.4,SOUS_EFFECTIF_SEVERE
PLN-01742,20004529,HJ EPSMD HIRSON,Aides-Soignants,22,29,24.1,14.0,SOUS_EFFECTIF_SEVERE
PLN-01743,40005266,IRM GIE IRM 04 SITE CH DIGNE,Anesthésistes Réanimateurs,8,10,20.0,8.8,GARDE_CONFORME
PLN-01744,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,Aides-Soignants,25,36,30.6,13.1,SOUS_EFFECTIF_SEVERE
PLN-01745,20004677,USLD CH SOISSONS,Anesthésistes Réanimateurs,9,11,18.2,10.6,GARDE_CONFORME
