id_bloc_operatoire,id_finess_etablissement,nom_etablissement,specialite_chirurgicale,nombre_salles_operatoires,taux_utilisation_bloc_pct,nombre_interventions_programmees,nombre_interventions_urgentes,delai_moyen_attente_chirurgie_jours
BLOC-0722,60005899,SAAD CCAS SAINT LAURENT DU VAR,Chirurgie Viscérale & Digestive,6,89.6,73,35,38
BLOC-0723,60007309,CENTRE PMI CARREFOUR SANTE JEUNES NICE,Chirurgie Viscérale & Digestive,14,68.9,101,19,15
BLOC-0724,30780977,EHPAD D'HERISSON,Oncologie Chirurgicale,7,65.5,102,14,37
BLOC-0725,60022647,GCS PHARMACIE MOUGINS PHARMA ET SIEGE,Chirurgie Viscérale & Digestive,15,62.6,93,21,22
BLOC-0726,20019329,HDJ INFANTO-JUVENILE CLINIQUE ROSERAIE,Chirurgie Viscérale & Digestive,18,71.1,79,21,25
BLOC-0727,60780525,CLINIQUE LE VAL D'ESTREILLES,Neurologie & Neurochirurgie,8,60.7,98,32,25
BLOC-0728,60025046,CAP VITAL OXYGENE,Chirurgie Viscérale & Digestive,11,73.9,58,5,40
BLOC-0729,20018206,SEMIPM EDEF SAINT QUENTIN,Chirurgie Viscérale & Digestive,12,94.2,114,18,31
BLOC-0730,30002539,SERV. MED. SOC. DEPART. D'ACCUEIL FAM.,Chirurgie Viscérale & Digestive,11,68.6,38,20,33
BLOC-0731,10780195,CLINIQUE CONVERT,Oncologie Chirurgicale,11,88.9,45,7,18
BLOC-0732,30005474,PHARMACIE MICHALET,Orthopédie & Traumatologie,6,76.0,102,33,35
BLOC-0733,20017273,MSP DE LAON QUARTIER DE MONTREUIL,Neurologie & Neurochirurgie,13,68.4,68,9,28
BLOC-0734,50002351,CENTRE RHONE AZUR GAP,Oncologie Chirurgicale,8,98.2,100,10,32
BLOC-0735,10009991,CATTP ENFANTS-ADO AMBERIEU,Oncologie Chirurgicale,11,68.9,78,28,22
BLOC-0736,20000030,EHPAD CH HIRSON,Orthopédie & Traumatologie,4,61.7,111,23,26
BLOC-0737,10002822,PHARMACIE DE BEYNOST,Neurologie & Neurochirurgie,14,79.6,104,20,26
BLOC-0738,40788887,HJ PSY GEN SISTERON,Neurologie & Neurochirurgie,16,88.3,54,33,45
BLOC-0739,30008627,PF MARGUERITE MARIE MICHELIN,Orthopédie & Traumatologie,13,86.3,90,5,15
BLOC-0740,60007648,CDS DENTAIRE SELINONTE,Cardiologie Interventionnelle,10,89.9,86,20,38
BLOC-0741,20002242,EHPAD BOSQUET VILLERS-COTTERÊTS,Chirurgie Viscérale & Digestive,11,62.2,27,15,9
BLOC-0742,30006738,LBM INOVIE GEN BIO COMMENTRY,Neurologie & Neurochirurgie,10,77.0,115,11,16
BLOC-0743,50008002,MSP DE VALLOUISE,Neurologie & Neurochirurgie,15,92.6,62,32,11
BLOC-0744,60023736,LBM BIOESTEREL SITE VILLEFRANCHE ALBER,Chirurgie Viscérale & Digestive,9,64.8,120,20,10
BLOC-0745,50006923,IEM APF,Neurologie & Neurochirurgie,12,92.9,119,32,17
BLOC-0746,10008738,MARPA LA VERCHERE,Orthopédie & Traumatologie,9,94.3,45,20,34
BLOC-0747,40006736,MSP DU RANCURE,Orthopédie & Traumatologie,18,79.8,84,4,11
BLOC-0748,60020211,MJC-FJT ESPACE CULTURE ET CITOYENNETE,Orthopédie & Traumatologie,9,84.1,25,31,33
BLOC-0749,30786081,CENTRE DE P.M.I,Chirurgie Viscérale & Digestive,12,67.4,101,32,31
BLOC-0750,50006568,SERV. M.J.P.M. GAP,Orthopédie & Traumatologie,6,86.1,65,11,12
BLOC-0751,70003108,CMP ADULTE TOURNON,Cardiologie Interventionnelle,11,97.8,102,19,39
BLOC-0752,40005936,SAAD AIDE À DOMICLILE 04,Orthopédie & Traumatologie,7,69.6,81,7,23
BLOC-0753,60013588,KORIAN CHATEAU DES OLLIERES,Chirurgie Viscérale & Digestive,18,73.5,91,17,2
BLOC-0754,60021870,LBM EUROFINS LABAZUR NICE SITE SYLVEST,Neurologie & Neurochirurgie,7,78.1,94,24,27
BLOC-0755,40006330,MSP LA VISTA 04 SUD,Oncologie Chirurgicale,10,66.4,110,26,9
BLOC-0756,10786556,CENTRE DE CONSULTATIONS AVANCE,Neurologie & Neurochirurgie,7,70.5,106,4,15
BLOC-0757,20000204,ESAT APEI SAINT-QUENTIN,Chirurgie Viscérale & Digestive,5,86.0,92,11,21
BLOC-0758,30004089,"RESIDENCE SOCIALE FJT ""O2""",Neurologie & Neurochirurgie,16,67.9,118,8,38
BLOC-0759,60791415,SSIAD DU CCAS GRASSE,Oncologie Chirurgicale,11,60.3,69,25,20
BLOC-0760,70003967,PHARMACIE CENTRALE,Oncologie Chirurgicale,15,98.4,83,11,42
BLOC-0761,40004566,LBM EUROFINS LABAZUR ALPES SUD VAR SIT,Neurologie & Neurochirurgie,10,62.8,55,26,37
BLOC-0762,50007855,CDS MEDICAL DE CHANTEMERLE,Chirurgie Viscérale & Digestive,11,97.1,52,8,20
BLOC-0763,60790565,EHPAD LES TOURELLES,Orthopédie & Traumatologie,9,63.4,30,5,36
BLOC-0764,60024569,CMP VENCE LES CARIATIDES,Chirurgie Viscérale & Digestive,4,87.6,56,32,36
BLOC-0765,10788610,MAISON D'ENFANTS LE GRAND LOGIS,Cardiologie Interventionnelle,9,64.4,33,16,13
BLOC-0766,30007199,IFA AFTRAL,Oncologie Chirurgicale,16,62.2,79,6,32
BLOC-0767,30008239,CMP ADULTES COMMENTRY,Neurologie & Neurochirurgie,8,97.2,28,32,20
BLOC-0768,60011897,SELARL PHARMACIE DU MARCHE,Oncologie Chirurgicale,12,69.3,96,35,33
BLOC-0769,30003719,AURA SANTE MOULINS,Orthopédie & Traumatologie,6,90.1,39,35,3
BLOC-0770,60021177,CHRS DU CCAS DE NICE,Neurologie & Neurochirurgie,13,96.9,118,10,15
BLOC-0771,10010148,UEHC BOURG EN BRESSE,Cardiologie Interventionnelle,4,72.7,36,7,23
BLOC-0772,30009583,SAAD ASSOCIATION ADMR DE MOULINS,Chirurgie Viscérale & Digestive,13,65.6,75,26,5
BLOC-0773,20014809,CHRS COALLIA SOISSONS,Oncologie Chirurgicale,17,65.3,34,8,32
BLOC-0774,60004397,SELARL PHIE DU SOLEIL KAYTANDJIAN,Neurologie & Neurochirurgie,14,76.3,62,6,34
BLOC-0775,20016952,AEMO ADSEA02 SAINT-QUENTIN DE GAULLE,Cardiologie Interventionnelle,14,91.3,114,27,44
BLOC-0776,60790185,USLD SIMONE VEIL CH CANNES,Chirurgie Viscérale & Digestive,10,84.3,46,31,3
BLOC-0777,30001689,CENTRE DE RADIOTHERAPIE JOSEPH BELOT,Cardiologie Interventionnelle,11,68.5,36,26,20
BLOC-0778,20015178,LBM CORCY VILLERS-COTTERÊTS,Neurologie & Neurochirurgie,17,92.7,76,24,41
BLOC-0779,50007533,INSTITUT PAOLI CALMETTES RADIOTH GAP,Oncologie Chirurgicale,5,84.0,77,19,36
BLOC-0780,20002317,SELARL PHARMACIE DES AULNES,Neurologie & Neurochirurgie,18,72.7,94,32,10
BLOC-0781,20009593,EHPAD TERGNIER,Orthopédie & Traumatologie,8,91.9,55,32,11
BLOC-0782,20019022,CAU HENRI VINCENT-LES 14 MAISONS FDR,Orthopédie & Traumatologie,15,85.5,44,9,30
BLOC-0783,20002762,PHARMACIE GAILLARD P & F,Chirurgie Viscérale & Digestive,16,87.0,27,31,10
BLOC-0784,30009831,EMSP CCAS DE VICHY,Oncologie Chirurgicale,7,76.4,84,31,27
BLOC-0785,60030392,CPTS DU PAYS DE LERINS,Chirurgie Viscérale & Digestive,6,77.2,30,31,22
BLOC-0786,30782767,FOYER RESIDENCE SAINTE THERESE,Chirurgie Viscérale & Digestive,13,82.0,61,5,31
BLOC-0787,60000544,CH DE CANNES SIMONE VEIL,Chirurgie Viscérale & Digestive,5,85.0,37,35,10
BLOC-0788,10787885,CMP ADULTES BOURG ESPACE VILLARD,Neurologie & Neurochirurgie,17,90.1,33,6,43
BLOC-0789,60011830,PHARMACIE FABRE-VAILLANT,Oncologie Chirurgicale,6,89.5,49,17,41
BLOC-0790,50007244,CATTP PETIT NICE EMRUN,Chirurgie Viscérale & Digestive,17,69.3,55,19,45
BLOC-0791,60015708,DOMAINE DES ASPRES ARCHE JEAN VANNIER,Neurologie & Neurochirurgie,12,88.5,85,27,31
BLOC-0792,50006386,SESSAD APF,Oncologie Chirurgicale,6,97.0,54,19,30
BLOC-0793,70003751,PHARMACIE BARSANTI,Orthopédie & Traumatologie,13,96.8,102,17,9
BLOC-0794,60781929,CLINIQUE DE LA COSTIERE,Orthopédie & Traumatologie,12,70.8,107,18,27
BLOC-0795,40005241,SCANNER GIE MANOSCAN SITE CH MANOSQUE,Orthopédie & Traumatologie,18,60.9,42,18,20
BLOC-0796,60028156,SAAD 02 GRASSE,Orthopédie & Traumatologie,18,68.3,32,23,12
BLOC-0797,10009553,MAISON DE SANTE BEYNOST,Neurologie & Neurochirurgie,11,69.4,87,28,45
BLOC-0798,10009793,EQ. MOBILE D' ACCOMPA. MÉDICO SOCIAL,Oncologie Chirurgicale,16,87.6,115,8,26
BLOC-0799,10000180,CH PUBLIC HAUTEVILLE - UNITE ESPERANCE,Oncologie Chirurgicale,17,63.2,100,25,36
BLOC-0800,30782601,EHPAD MAISON SAINT LOUIS,Chirurgie Viscérale & Digestive,13,92.6,119,25,16
BLOC-0801,10002756,PHARMACIE GALENUS,Orthopédie & Traumatologie,4,94.0,105,29,18
BLOC-0802,60801172,GRETA NICE COTE AZUR COLLEGE F.MISTRAL,Orthopédie & Traumatologie,8,92.3,118,4,21
BLOC-0803,20004982,SELURL PHARMACIE PANNIER,Cardiologie Interventionnelle,10,69.3,58,24,28
BLOC-0804,20003463,SELARL PHARMACIE DE CREPY,Neurologie & Neurochirurgie,4,71.3,106,17,42
BLOC-0805,30785984,EAM LA MAISON BLEUE,Chirurgie Viscérale & Digestive,9,69.2,108,22,43
BLOC-0806,40003253,SOS VILLAGE D ENFANTS,Chirurgie Viscérale & Digestive,9,86.0,58,12,41
BLOC-0807,60003399,CENTRE D'ACCUEIL DE JOUR BARBERIS,Chirurgie Viscérale & Digestive,16,63.0,54,31,5
BLOC-0808,20010112,FV APF LAON,Chirurgie Viscérale & Digestive,7,97.6,81,6,39
BLOC-0809,30001671,PHARMACIE PASSEVENT-BENY,Cardiologie Interventionnelle,15,83.3,106,27,38
BLOC-0810,10780922,EHPAD RESIDENCE L'ALBIZIA À CERDON,Chirurgie Viscérale & Digestive,11,96.7,54,33,27
BLOC-0811,60787066,CONSULTATION BOCCA CENTRE,Orthopédie & Traumatologie,17,74.2,83,14,11
BLOC-0812,10788040,EHPAD RESIDENCE AMEYZIEU TALISSIEU,Neurologie & Neurochirurgie,14,80.7,35,9,12
BLOC-0813,60027406,SAAD SHIVA,Chirurgie Viscérale & Digestive,9,78.1,100,7,24
BLOC-0814,60007226,SELARL PHARMACIE DES PUGETS,Chirurgie Viscérale & Digestive,9,93.7,117,16,21
BLOC-0815,10787927,CMP ADULTES FERNEY-VOLTAIRE,Orthopédie & Traumatologie,5,77.1,45,17,36
BLOC-0816,70003934,SELAS PHARMACIE PARC CHAMPAGNE,Cardiologie Interventionnelle,9,61.4,67,23,14
BLOC-0817,70003157,PHARMACIE EQUOY,Oncologie Chirurgicale,16,92.4,114,35,41
BLOC-0818,10790343,SAVS APF FRANCE HANDICAP BOURG,Neurologie & Neurochirurgie,4,81.3,106,4,45
BLOC-0819,20015319,CMP EPSMD SAINT-QUENTIN CORDIER,Neurologie & Neurochirurgie,9,61.3,37,7,45
BLOC-0820,10006021,PHARMACIE DE LA FORGE,Oncologie Chirurgicale,8,62.8,73,12,28
BLOC-0821,60012689,EHPAD RESIDENCE DU MIDI,Neurologie & Neurochirurgie,6,69.1,47,27,12
BLOC-0822,70007042,CATTP ADULTES PRIVAS LE FIL D'ARIANE,Oncologie Chirurgicale,8,96.9,85,6,44
BLOC-0823,60013240,PHARMACIE VAUTRIN,Orthopédie & Traumatologie,15,71.8,32,31,5
BLOC-0824,30007017,RESIDENCE DU VAL DE BESBRE,Cardiologie Interventionnelle,11,63.3,48,29,10
BLOC-0825,60028339,SAAD SIVOM VAL DE BANQUIERE,Cardiologie Interventionnelle,15,79.2,75,22,32
BLOC-0826,60792876,CDS DENTAIRE OXANCE MENTON,Neurologie & Neurochirurgie,11,86.6,39,24,23
BLOC-0827,20011763,PHARMACIE CIOFFI,Neurologie & Neurochirurgie,17,85.3,79,33,23
BLOC-0828,30003263,PHARMACIE REYNAUD,Neurologie & Neurochirurgie,17,64.2,112,13,17
BLOC-0829,20004289,SSIAD VIVRE CHEZ SOI HIRSON,Orthopédie & Traumatologie,14,71.2,96,8,28
BLOC-0830,60027794,SAAD AXION SP,Neurologie & Neurochirurgie,14,72.9,69,33,38
BLOC-0831,10002855,PHARMACIE DE LA BOISSE,Neurologie & Neurochirurgie,13,85.2,35,12,29
BLOC-0832,40780892,EHPAD DU LUBERON LE RAMEAU D'OR,Oncologie Chirurgicale,4,85.0,79,4,9
BLOC-0833,60023694,HJ CERES,Cardiologie Interventionnelle,17,87.8,64,20,12
BLOC-0834,20015301,SESSAD MOULIN VERT LAON,Neurologie & Neurochirurgie,12,63.4,53,4,30
BLOC-0835,20015715,LBM SYNLAB NORD DE FRANCE CHAUNY,Orthopédie & Traumatologie,8,81.5,118,35,3
BLOC-0836,50009000,SAAD ADMR DU ROSANAIS,Chirurgie Viscérale & Digestive,17,88.5,32,27,20
BLOC-0837,20019188,MJPM ADSEA02 SOISSONS,Neurologie & Neurochirurgie,15,67.9,36,11,33
BLOC-0838,10013258,CPTS DE LA PLAINE DE L'AIN,Cardiologie Interventionnelle,5,85.7,100,20,33
BLOC-0839,60014859,SAAD CCAS MENTON,Chirurgie Viscérale & Digestive,17,90.9,50,35,19
BLOC-0840,30007918,UNITE D'ACCUEIL MNA VILTAIS,Orthopédie & Traumatologie,13,63.8,40,10,34
BLOC-0841,40003774,SSIAD DE L'EHPAD RESIDENCE LE PARC,Chirurgie Viscérale & Digestive,9,93.7,25,7,32
BLOC-0842,20008827,SSIAD ADMR ST-ERME-OUTRE-ET-RAMECOURT,Orthopédie & Traumatologie,8,98.3,116,4,20
BLOC-0843,20004347,SSIAD CCAS LAON,Cardiologie Interventionnelle,11,89.6,74,4,19
BLOC-0844,60785003,CHU DE NICE HOPITAL PASTEUR,Cardiologie Interventionnelle,9,88.8,75,15,23
BLOC-0845,30007389,SAMSAH ENVOL,Oncologie Chirurgicale,13,68.5,112,14,30
BLOC-0846,30002042,PHARMACIE WATELET,Oncologie Chirurgicale,16,91.7,29,35,20
BLOC-0847,10012003,SAAD SOLUTIA OYONNAX,Neurologie & Neurochirurgie,15,89.9,106,6,3
BLOC-0848,60029030,SAAD BEL AGE SERVICE MENTON,Neurologie & Neurochirurgie,15,61.1,78,18,32
BLOC-0849,70004171,PHARMACIE DE VERNOUX,Neurologie & Neurochirurgie,15,69.3,54,22,19
BLOC-0850,60024510,FOYER DE VIE LE REPIT,Cardiologie Interventionnelle,16,94.8,113,25,29
BLOC-0851,40785412,EHPAD PAUL HONNORAT,Cardiologie Interventionnelle,4,89.3,111,33,38
BLOC-0852,10003218,IME HENRI LAFAY,Neurologie & Neurochirurgie,16,84.9,49,22,36
BLOC-0853,30780019,THERMES DE BOURBON L'ARCHAMBAULT,Oncologie Chirurgicale,9,77.1,62,31,44
BLOC-0854,70003017,PHARMACIE DE PEAUGRES,Orthopédie & Traumatologie,10,91.2,103,12,8
BLOC-0855,20012423,SSIAD CH GUISE,Orthopédie & Traumatologie,8,81.6,110,11,20
BLOC-0856,20009411,LF AMSAM SOISSONS,Oncologie Chirurgicale,18,76.8,41,7,4
BLOC-0857,60028826,SAAD ADOM C'EST MIEUX,Neurologie & Neurochirurgie,6,77.0,57,10,17
BLOC-0858,60021896,LBM EUROFINS LABAZUR NICE SITE BORRIGL,Orthopédie & Traumatologie,18,71.5,59,31,31
BLOC-0859,30780761,EHPAD FRANCOIS GREZE - LAPALISSE,Oncologie Chirurgicale,14,70.3,68,14,15
BLOC-0860,10003473,PHIE LUGINBUHL-BERNADAC & ASSOCIES,Neurologie & Neurochirurgie,15,85.6,100,14,8
BLOC-0861,20015848,LBM SYNLAB NORD DE FRANCE SAINT-QUENTI,Orthopédie & Traumatologie,5,84.3,79,21,9
BLOC-0862,30008114,CMP ADULTES MOULINS,Orthopédie & Traumatologie,14,78.3,114,4,6
BLOC-0863,20016937,AEMO ADSEA02 SAINT-QUENTIN RAMUS,Cardiologie Interventionnelle,17,71.5,48,15,26
BLOC-0864,20015301,SESSAD MOULIN VERT LAON,Cardiologie Interventionnelle,6,93.0,75,14,17
BLOC-0865,20003695,ESAT APEI SOISSONS,Oncologie Chirurgicale,12,61.3,109,17,16
BLOC-0866,10010130,UEMO OYONNAX,Neurologie & Neurochirurgie,8,75.3,60,10,10
BLOC-0867,60010725,SELASU PHARMACIE NICOLAS,Orthopédie & Traumatologie,12,62.8,28,18,14
BLOC-0868,60028636,SAAD FAMILY SPHERE VALBONNE,Chirurgie Viscérale & Digestive,6,90.2,83,20,40
BLOC-0869,10005957,SELARL PHARMACIE DE TREFFORT,Chirurgie Viscérale & Digestive,4,95.7,96,32,16
BLOC-0870,50004282,SELARL PHARMACIE DE LA LIBERTE,Cardiologie Interventionnelle,18,63.1,96,23,43
BLOC-0871,10789188,EHPAD DOLCEA JARDINS MEDICIS BELLEY,Neurologie & Neurochirurgie,7,87.0,75,20,33
BLOC-0872,30781181,IME HELENE DELALANDE,Chirurgie Viscérale & Digestive,17,97.6,47,31,25
BLOC-0873,60790573,INSTITUT MED BUCCO DENTAIRE RIQUIER,Chirurgie Viscérale & Digestive,16,87.9,42,14,37
BLOC-0874,20000428,IME HOVIA BLÉRANCOURT,Orthopédie & Traumatologie,10,69.1,116,5,36
BLOC-0875,30008460,CATTP ADOLESCENTS CUSSET,Chirurgie Viscérale & Digestive,8,95.8,57,28,37
BLOC-0876,60010725,SELASU PHARMACIE NICOLAS,Orthopédie & Traumatologie,15,89.3,55,8,18
BLOC-0877,50007780,EANM UNAPEI SITE DE TALLARD,Chirurgie Viscérale & Digestive,10,64.6,89,7,8
BLOC-0878,10007862,CATTP ENFANTS LES 4 SAISONS,Cardiologie Interventionnelle,9,88.0,82,15,14
BLOC-0879,10012235,SERVICE D'ACCUEIL DE JOUR VIVRE VILLE,Orthopédie & Traumatologie,8,89.5,98,30,6
BLOC-0880,50003474,SNC PHARMACIE DE LA LIBERATION,Neurologie & Neurochirurgie,17,88.5,81,15,5
BLOC-0881,10011104,EML SCAN HOPITAL PRIVE D'AMBERIEU,Orthopédie & Traumatologie,13,89.6,78,8,26
BLOC-0882,60020419,EHPAD LES CAMPELIERES,Orthopédie & Traumatologie,8,73.0,41,27,43
BLOC-0883,30004469,SAMSAH DE VICHY,Oncologie Chirurgicale,18,87.4,85,14,35
BLOC-0884,60029287,SAAD ENFIDESIA LE CANNET,Neurologie & Neurochirurgie,16,96.9,113,31,5
BLOC-0885,10788644,EHPAD CHATEAU DE VALENCE JUJURIEUX,Cardiologie Interventionnelle,17,90.1,39,30,14
BLOC-0886,40002842,SARL PHARMACIE MERLIN,Orthopédie & Traumatologie,14,80.5,106,16,2
BLOC-0887,60786191,SESSAD LES CHENES 2EME UNITE (ES),Orthopédie & Traumatologie,16,78.8,27,14,8
BLOC-0888,10010668,R.A. LES JARDINS DU CONSERVATOIRE,Chirurgie Viscérale & Digestive,9,76.2,60,25,39
BLOC-0889,10007508,CHU BIBIANE BELL,Cardiologie Interventionnelle,8,93.4,27,22,42
BLOC-0890,20013843,SAAD SIVOM BOUÉ,Chirurgie Viscérale & Digestive,9,95.7,96,14,44
BLOC-0891,60791126,RESIDENCE AUTONOMIE LE RIOU,Cardiologie Interventionnelle,5,78.2,82,4,29
BLOC-0892,60017563,SARL PHARMACIE DEGAND,Oncologie Chirurgicale,11,73.7,53,22,38
BLOC-0893,60024247,LBM EUROFINS LABAZUR NICE SITE ST GEOR,Cardiologie Interventionnelle,5,90.1,85,5,9
BLOC-0894,30007280,MAISON FAMILIALE RURALE (MFR),Orthopédie & Traumatologie,10,68.4,92,14,15
BLOC-0895,60031432,GCS CONSORT AZUR RECHERCH EXCELL SANTE,Oncologie Chirurgicale,18,89.3,118,29,30
BLOC-0896,30002091,PHARMACIE DES PEUPLIERS,Chirurgie Viscérale & Digestive,4,95.4,106,15,11
BLOC-0897,60781648,VILLAGE D'ENFANTS SOS CARROS,Oncologie Chirurgicale,12,73.2,119,16,43
BLOC-0898,60792314,IME LES HIRONDELLES,Cardiologie Interventionnelle,13,60.4,44,19,12
BLOC-0899,50006238,CHRS DU BRIANCONNAIS,Neurologie & Neurochirurgie,16,63.1,73,24,7
BLOC-0900,60028867,SAAD ADAMA ANTIBES,Oncologie Chirurgicale,5,90.8,112,9,2
BLOC-0901,60023330,GCS ENDOSC DIG CAL ET MED LIB ET SIEGE,Orthopédie & Traumatologie,16,83.4,105,10,30
BLOC-0902,70005541,CHRS ENTRAIDE ET ABRI TOURNON TAIN,Neurologie & Neurochirurgie,12,94.7,56,9,34
BLOC-0903,20011714,PHARMACIE LEROUX-DEFFONTAINES,Cardiologie Interventionnelle,10,82.9,92,34,28
BLOC-0904,10780195,CLINIQUE CONVERT,Orthopédie & Traumatologie,7,75.8,73,9,2
BLOC-0905,30782544,MECS LES TOURELLES,Oncologie Chirurgicale,16,94.5,44,13,9
BLOC-0906,60018397,PHARMACIE BORRIGLIONE,Chirurgie Viscérale & Digestive,13,90.7,49,18,3
BLOC-0907,20018909,CLIC CH LA FERE,Neurologie & Neurochirurgie,13,60.3,82,13,9
BLOC-0908,40004293,SERVICE ACCOMPAGNEMENT VIE SOCIALE,Chirurgie Viscérale & Digestive,18,74.7,64,5,6
BLOC-0909,60031820,LHSS MAUPASSANT THEOULE ES,Oncologie Chirurgicale,11,90.4,119,25,8
BLOC-0910,10003978,ACCUEIL DE JOUR AUX LUCIOLES,Oncologie Chirurgicale,5,63.0,88,27,43
BLOC-0911,50001510,SSIAD SIAM BEN A L'OUSTAU,Oncologie Chirurgicale,12,90.3,42,24,5
BLOC-0912,30007207,EHPAD LE PUY BESSEAU,Oncologie Chirurgicale,10,93.5,68,8,21
BLOC-0913,30785463,SESSAD JULES FERRY,Chirurgie Viscérale & Digestive,4,66.9,105,26,5
BLOC-0914,30009815,ALPHA MEDICAL MONTLUCON,Neurologie & Neurochirurgie,13,87.5,76,25,31
BLOC-0915,20004388,CPEF CH SAINT-QUENTIN,Oncologie Chirurgicale,15,84.4,107,35,26
BLOC-0916,50008705,HJ PSY GEN HELENE CHAIGNEAU GAP,Oncologie Chirurgicale,4,79.5,75,31,12
BLOC-0917,60782158,EHPAD LA VENÇOISE,Oncologie Chirurgicale,13,96.2,32,31,28
BLOC-0918,20010864,PHARMACIE SAILLARD,Oncologie Chirurgicale,9,75.8,47,21,38
BLOC-0919,20012431,SSIAD ADMR AUBENTON,Cardiologie Interventionnelle,4,79.9,112,10,5
BLOC-0920,10005353,PHARMACIE DU PRINTEMPS,Chirurgie Viscérale & Digestive,13,61.7,96,34,6
BLOC-0921,10789428,CENTRE DE SANTE MFASSAM MONTLUEL,Chirurgie Viscérale & Digestive,10,98.4,38,11,34
BLOC-0922,10784437,EHPAD DU CHAVS SITE THOISSEY,Orthopédie & Traumatologie,7,79.6,79,31,28
BLOC-0923,50007590,SAVS LES BUISSONS,Chirurgie Viscérale & Digestive,11,79.4,35,31,13
BLOC-0924,60008539,MAS L'OUSTAOU,Chirurgie Viscérale & Digestive,7,63.2,55,23,7
BLOC-0925,50004241,SELARL PHARMACIE DU DRAC,Chirurgie Viscérale & Digestive,11,90.2,110,9,37
BLOC-0926,40005316,MSP DE VOLONNE,Neurologie & Neurochirurgie,17,74.7,32,35,41
BLOC-0927,60780020,IME LES TERRASSES,Orthopédie & Traumatologie,15,62.6,74,8,34
BLOC-0928,20018487,MSP DE BEAUREVOIR,Orthopédie & Traumatologie,15,82.0,73,21,36
BLOC-0929,30782619,EHPAD VILLARS ACCUEIL,Chirurgie Viscérale & Digestive,8,74.1,64,31,9
BLOC-0930,40005043,HJ CH DIGNE,Cardiologie Interventionnelle,4,65.5,57,21,37
BLOC-0931,30781413,EHPAD SAINT FRANCOIS,Chirurgie Viscérale & Digestive,13,68.8,93,18,6
BLOC-0932,60800158,SSIAD SECTEUR II ARNAULT TZANCK,Orthopédie & Traumatologie,11,85.8,34,11,4
BLOC-0933,10010437,MAISON DE SANTE MARBOZ,Oncologie Chirurgicale,5,60.9,28,31,15
BLOC-0934,60005956,LBM EUROFINS LABAZUR NICE SITE NICE/BO,Oncologie Chirurgicale,8,70.9,101,21,31
BLOC-0935,60018975,SELEURL PHARMACIE ST-CHARLES,Orthopédie & Traumatologie,10,94.0,76,27,27
BLOC-0936,20009700,SELARL PHARMACIE VMP,Orthopédie & Traumatologie,12,80.0,63,14,16
BLOC-0937,10003820,PHARMACIE DE L'AIGLETTE,Oncologie Chirurgicale,11,80.3,114,18,30
BLOC-0938,60029303,SAAD F&D SERVICES,Oncologie Chirurgicale,13,95.3,75,17,41
BLOC-0939,10008456,SESSAD DE LA DOMBES,Cardiologie Interventionnelle,18,82.3,99,18,30
BLOC-0940,60013364,PHARMACIE JOYET,Orthopédie & Traumatologie,14,87.0,90,7,42
BLOC-0941,10788040,EHPAD RESIDENCE AMEYZIEU TALISSIEU,Neurologie & Neurochirurgie,5,74.5,82,12,25
BLOC-0942,40002636,SARL PHARMACIE DU THEATRE,Cardiologie Interventionnelle,13,92.6,101,11,44
BLOC-0943,30010086,FJT VILTAIS L'ETOILE,Chirurgie Viscérale & Digestive,8,78.1,28,23,27
BLOC-0944,40004822,FOYER OCCUPATIONNEL LES AMANDIERS,Cardiologie Interventionnelle,16,61.4,46,22,4
BLOC-0945,60027067,SAAD SIVOM LES VILLAGES PERCHES,Chirurgie Viscérale & Digestive,5,84.2,74,27,9
BLOC-0946,60026028,FOYERS DE L'ENFANCE ALPES-MARITIMES,Neurologie & Neurochirurgie,12,74.9,115,18,44
BLOC-0947,50007889,LIEU DE VIE ET D'ACCUEIL TREMPLIN,Chirurgie Viscérale & Digestive,17,69.6,79,33,36
BLOC-0948,40785065,RESIDENCE PAUL CEZANNE,Neurologie & Neurochirurgie,15,63.9,104,33,28
BLOC-0949,70000203,CH DE SAINT FELICIEN,Cardiologie Interventionnelle,18,89.5,65,14,24
BLOC-0950,30009963,AVS BESANÇON VILLENEUVE SUR ALLIER,Neurologie & Neurochirurgie,13,98.5,106,20,40
BLOC-0951,60024510,FOYER DE VIE LE REPIT,Oncologie Chirurgicale,14,76.7,114,9,36
BLOC-0952,30004394,PHARMACIE PREMILHAT,Oncologie Chirurgicale,13,93.0,35,29,28
BLOC-0953,10009421,PENSION DE FAMILLE - TREMPLIN,Neurologie & Neurochirurgie,8,98.3,34,16,44
BLOC-0954,60028743,SAAD AMAPA CAGNES,Orthopédie & Traumatologie,4,71.6,57,25,27
BLOC-0955,30003008,SHID LA PASSERELLE,Oncologie Chirurgicale,4,91.4,80,29,21
BLOC-0956,20010385,SAVS APEI LAON,Chirurgie Viscérale & Digestive,14,64.6,44,4,36
BLOC-0957,60792918,FAM RENE LABREUILLE,Oncologie Chirurgicale,7,90.7,45,21,36
BLOC-0958,60026507,SAAD ADHAP SERVICES,Neurologie & Neurochirurgie,7,96.2,54,25,6
BLOC-0959,50007038,SAMSAH EDITH SELTZER,Chirurgie Viscérale & Digestive,17,83.2,42,34,13
BLOC-0960,10003366,PHARMACIE DE CHALAMONT,Orthopédie & Traumatologie,9,69.6,52,4,30
